Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
1,Winston Abreu\abreuwi01,29,BAL,8.0,7,0,10,11.25,5.29,-0.06,-0.39,97.2,4.82,-6,-0.5,.06,0.2,-0.2,-5,.424,.497,,Free Agency
2,Jeremy Accardo\accarje01,24,TOR,28.2,27,0,19,5.97,5.21,0.43,-0.39,98.7,4.34,-5,-0.5,.68,0.0,-0.2,-2,.481,.497,,Traded
3,Jeremy Affeldt*\affelje01,27,KCR,70.0,27,9,51,6.56,5.18,0.19,-0.03,102.8,5.11,-12,-1.1,1.12,-0.1,-0.5,-3,.458,.493,$1000000,Amateur Draft
4,Antonio Alfonseca\alfonan01,34,TEX,16.0,19,0,10,5.63,5.01,0.07,-0.37,99.9,4.57,-2,-0.2,.91,0.0,-0.1,0,.490,.499,$2750000,Free Agency
5,Abe Alvarez*\alvarab01,23,BOS,3.0,1,0,4,12.00,5.16,-0.21,-0.38,108.0,5.39,-2,-0.2,.86,0.0,-0.2,-2,.318,.499,,Amateur Draft
6,Steve Andrade\andrast01,28,KCR,4.2,4,0,5,9.64,5.21,0.16,-0.39,103.8,4.84,-3,-0.2,.35,0.1,-0.1,-2,.441,.499,,Waivers
7,Cha-Seung Baek\baekch01,26,SEA,34.1,6,6,15,3.93,5.11,0.28,0.20,96.6,4.85,3,0.3,,0.0,0.7,7,.554,.502,,Free Agency
8,Scott Baker\bakersc02,24,MIN,83.1,16,16,63,6.80,5.10,0.08,0.19,97.4,5.07,-17,-1.5,,0.0,-0.7,-7,.406,.491,$330000,Amateur Draft
9,Rick Bauer\bauerri01,29,TEX,71.0,58,1,31,3.93,4.98,0.06,-0.30,101.0,4.67,5,0.5,.97,-0.2,1.1,14,.509,.503,,Free Agency
10,Denny Bautista\bautide01,25,KCR,35.0,8,7,24,6.17,5.25,0.18,0.15,102.2,5.34,-4,-0.3,.71,0.0,0.0,1,.458,.498,$335500,Traded
11,T.J. Beam\beamtj01,25,NYY,18.0,20,0,17,8.50,5.18,-0.39,-0.39,98.6,5.11,-7,-0.7,.51,0.1,-0.4,-5,.467,.496,,Amateur Draft
12,Colter Bean\beanco01,29,NYY,2.0,2,0,2,9.00,5.09,-0.32,-0.38,101.0,5.09,-1,-0.1,.27,0.0,0.0,-1,.458,.499,,Rule 5 returned
13,Josh Beckett\beckejo02,26,BOS,204.2,33,33,120,5.28,5.10,-0.17,0.19,104.3,5.70,8,0.8,,-0.1,2.7,33,.523,.505,$4325000,Traded
14,Erik Bedard*\bedarer01,27,BAL,196.1,33,33,92,4.22,5.00,-0.05,0.19,98.7,5.17,19,1.9,,-0.1,3.8,43,.558,.512,$1400000,Amateur Draft
15,Joaquin Benoit\benoijo01,28,TEX,79.2,56,0,49,5.54,4.97,0.05,-0.37,101.0,4.59,-9,-0.9,.84,-0.1,-0.2,1,.484,.495,$775000,Amateur Free Agent
16,Kris Benson\bensokr01,31,BAL,183.0,30,30,105,5.16,5.10,-0.05,0.19,98.6,5.26,0,0.0,,-0.1,1.8,23,.501,.500,$8333333,Traded
17,Adam Bernero\bernead01,29,KCR,13.0,3,2,2,1.38,5.28,0.16,0.14,101.5,5.34,6,0.6,1.07,0.0,0.7,7,.703,.504,,Free Agency
18,Rafael Betancourt\betanra01,31,CLE,56.2,50,0,25,3.97,5.03,-0.17,-0.37,99.3,4.79,5,0.5,1.30,-0.1,1.0,12,.509,.503,$365300,Free Agency
19,Kurt Birkins*\birkiku01,25,BAL,31.0,35,0,19,5.52,5.11,-0.05,-0.31,99.3,4.81,-3,-0.3,.91,-0.1,0.0,1,.493,.498,,Amateur Draft
20,Joe Blanton\blantjo01,25,OAK,194.1,32,31,111,5.14,4.93,0.01,0.18,96.5,4.92,-7,-0.6,.25,-0.1,1.2,17,.480,.496,$327000,Amateur Draft
21,Jeremy Bonderman\bondeje01,23,DET,214.0,34,34,104,4.37,5.02,0.23,0.19,98.6,4.91,11,1.1,,-0.1,3.2,37,.532,.507,$2300000,Traded
22,Boof Bonser\bonsebo01,24,MIN,100.1,18,18,50,4.49,4.85,0.07,0.19,97.7,4.85,3,0.3,,-0.1,1.3,15,.517,.502,,Traded
23,Chris Booker\bookech01,29,KCR,1.0,1,0,6,54.00,4.92,0.43,-0.37,98.0,4.04,-6,-0.3,.08,0.2,-0.2,-5,.161,.498,,Waivers
24,Chris Bootcheck\bootcch01,27,LAA,10.1,7,0,12,10.45,5.23,0.00,-0.39,99.1,4.80,-7,-0.6,.68,0.1,-0.4,-5,.415,.496,,Amateur Draft
25,Ryan Braun\braunry01,25,KCR,10.2,9,0,8,6.75,5.27,0.18,-0.39,103.1,4.84,-2,-0.2,.84,0.0,-0.1,-1,.475,.499,,Amateur Draft
26,Craig Breslow*\breslcr01,25,BOS,12.0,13,0,5,3.75,5.07,-0.17,-0.38,105.6,5.13,2,0.2,1.18,0.0,0.3,3,.513,.501,,Free Agency
27,Chris Britton\brittch01,23,BAL,53.2,52,0,22,3.69,5.09,-0.05,-0.38,98.3,4.67,5,0.5,.83,-0.2,0.9,12,.510,.503,,Amateur Draft
28,Jim Brower\broweji01,33,BAL,12.1,12,0,19,13.86,5.05,-0.06,-0.38,98.3,4.65,-13,-1.1,.62,0.2,-0.8,-11,.405,.493,$700000,Free Agency
29,Andrew Brown\brownan01,25,CLE,10.0,9,0,4,3.60,4.98,-0.15,-0.37,98.6,4.70,1,0.1,.37,-0.1,0.2,2,.512,.501,,Traded
30,Brian Bruney\brunebr01,24,NYY,20.2,19,0,2,0.87,4.86,-0.25,-0.36,99.8,4.75,9,0.9,1.13,0.0,1.1,11,.546,.505,,Free Agency
31,Mark Buehrle*\buehrma01,27,CHW,204.0,32,32,124,5.47,5.00,-0.24,0.19,104.7,5.69,3,0.3,,-0.1,2.3,28,.509,.502,$8000000,Amateur Draft
32,Jason Bulger\bulgeja01,27,LAA,1.2,2,0,3,16.20,5.21,0.00,-0.39,100.0,4.82,-2,-0.2,.29,0.1,-0.1,-2,.405,.499,,Traded
33,Ambiorix Burgos\burgoam01,22,KCR,73.1,68,1,49,6.01,5.07,0.16,-0.36,103.3,4.71,-11,-1.1,1.66,-0.5,-0.8,-2,.484,.493,$339500,Amateur Free Agent
34,A.J. Burnett\burnea.01,29,TOR,135.2,21,21,67,4.44,5.08,0.36,0.19,99.8,4.91,6,0.6,,-0.1,1.9,22,.527,.503,$2200000,Free Agency
35,Mike Burns\burnsmi01,27,BOS,7.2,7,0,4,4.70,5.09,-0.19,-0.38,100.6,4.94,0,0.0,.30,0.0,0.1,1,.502,.500,,Traded
36,Brian Burres*\burrebr01,25,BAL,8.0,11,0,2,2.25,5.48,-0.05,-0.41,99.4,5.09,2,0.2,1.56,0.0,0.4,3,.522,.502,,Waivers
37,Paul Byrd\byrdpa01,35,CLE,179.0,31,31,120,6.03,4.95,-0.21,0.19,98.7,5.27,-17,-1.6,,-0.1,0.2,5,.449,.490,$7000000,Free Agency
38,Tim Byrdak*\byrdati01,32,BAL,7.0,16,0,10,12.86,5.80,-0.07,-0.43,98.7,5.37,-6,-0.6,1.28,-0.1,-0.6,-5,.465,.497,$335000,Conditional Deal
39,Daniel Cabrera\cabreda01,25,BAL,148.0,26,26,82,4.99,5.10,-0.04,0.19,99.3,5.30,4,0.4,,-0.1,1.8,22,.514,.502,$385000,Amateur Free Agent
40,Fernando Cabrera\cabrefe01,24,CLE,60.2,51,0,36,5.34,5.00,-0.14,-0.37,98.6,4.70,-5,-0.5,.95,-0.1,0.0,3,.491,.497,$330800,Amateur Draft
41,Kiko Calero\calerki01,31,OAK,58.0,70,0,22,3.41,5.08,0.01,-0.38,97.3,4.56,7,0.7,1.40,0.0,1.3,14,.510,.504,$850000,Traded
42,Shawn Camp\campsh01,30,TBD,75.0,75,0,43,5.16,5.14,-0.23,-0.38,99.8,4.97,-2,-0.2,1.59,-0.3,0.3,7,.497,.499,$335000,Free Agency
43,Jorge Campillo\campijo01,27,SEA,2.1,1,0,4,15.43,5.08,0.42,-0.38,94.0,4.02,-3,-0.2,.14,0.1,-0.1,-3,.273,.499,,Free Agency
44,Hector Carrasco\carrahe01,36,LAA,100.1,56,3,42,3.77,5.05,0.00,-0.27,98.8,4.73,10,1.0,.66,-0.4,1.7,22,.517,.506,$2600000,Free Agency
45,Santiago Casilla\garcija01,25,OAK,2.1,2,0,3,11.57,5.04,0.01,-0.37,102.4,4.77,-2,-0.2,.28,0.1,-0.1,-1,.419,.499,,Amateur Free Agent
46,Fabio Castro*\castrfa01,21,TEX,8.1,4,0,5,5.40,4.84,0.05,-0.36,101.5,4.49,-1,-0.1,.76,0.0,0.0,0,.478,.499,$327000,Traded
47,Gustavo Chacin*\chacigu01,25,TOR,87.1,17,17,51,5.26,5.05,0.39,0.19,100.3,4.86,-5,-0.4,,-0.1,0.4,6,.474,.497,$347500,Amateur Free Agent
48,Shawn Chacon\chacosh01,28,NYY,63.0,17,11,54,7.71,4.94,-0.39,0.08,97.9,5.30,-18,-1.6,.72,0.0,-0.9,-10,.407,.490,$3600000,Traded
49,Bruce Chen*\chenbr01,29,BAL,98.2,40,12,81,7.39,5.09,-0.05,-0.04,98.8,5.05,-27,-2.5,.37,0.2,-1.2,-14,.438,.485,$3800000,Conditional Deal
50,Travis Chick\chicktr01,22,SEA,5.0,3,0,7,12.60,5.26,0.36,-0.39,96.8,4.37,-5,-0.4,.31,0.1,-0.2,-4,.367,.498,,Traded
51,Jason Childers\childja01,31,TBD,7.2,5,0,6,7.04,5.01,-0.28,-0.37,102.8,5.05,-2,-0.2,.87,0.0,-0.1,-1,.466,.499,$327000,Free Agency
52,Vinnie Chulk\chulkvi01,27,TOR,24.0,20,0,16,6.00,5.11,0.40,-0.38,100.2,4.33,-5,-0.4,.76,0.0,-0.2,-2,.478,.497,$348500,Amateur Draft
53,Matt Clement\clemema01,31,BOS,65.1,12,12,50,6.89,5.03,-0.19,0.19,103.4,5.60,-10,-0.9,,0.0,-0.3,-2,.424,.494,$9825000,Free Agency
54,Jesus Colome\colomje01,28,TBD,0.1,1,0,1,27.00,4.91,-0.19,-0.38,98.0,4.64,-1,-0.1,.79,0.0,-0.1,-1,.424,.500,$815000,Traded
55,Bartolo Colon\colonba01,33,LAA,56.1,10,10,39,6.23,4.85,0.00,0.17,99.3,4.98,-8,-0.8,,0.0,-0.2,-1,.424,.495,$14000000,Free Agency
56,Roman Colon\colonro01,26,DET,38.2,20,1,21,4.89,4.96,0.26,-0.26,99.1,4.41,-2,-0.2,.71,-0.1,0.1,2,.488,.499,,Traded
57,Jose Contreras\contrjo01,34,CHW,196.0,30,30,101,4.64,4.96,-0.22,0.19,103.8,5.58,19,1.9,,-0.1,3.8,43,.563,.512,$9500000,Traded
58,Tim Corcoran\corcoti02,28,TBD,90.1,21,16,48,4.78,5.11,-0.22,0.15,99.5,5.46,6,0.6,.84,-0.1,1.5,17,.528,.504,,MinorLg Draft
59,Francisco Cordero\cordefr01,31,TEX,48.2,49,0,27,4.99,5.03,0.05,-0.37,101.3,4.67,-2,-0.2,1.55,-0.2,0.1,4,.496,.499,$4125000,Traded
60,Bryan Corey\coreybr01,32,2TM,39.0,32,0,16,3.69,5.10,-0.07,-0.38,103.8,4.98,5,0.5,.65,-0.2,0.7,10,.516,.502,,Traded
61,Neal Cotts*\cottsne01,26,CHW,54.0,70,0,33,5.50,5.13,-0.23,-0.38,103.9,5.17,-2,-0.2,1.15,-0.2,0.2,4,.497,.499,$400000,Traded
62,Jesse Crain\crainje01,24,MIN,76.2,68,0,31,3.64,5.05,0.08,-0.38,98.3,4.52,7,0.7,.97,-0.2,1.3,16,.510,.504,$361000,Amateur Draft
63,Francisco Cruceta\crucefr01,24,SEA,6.2,4,1,8,10.80,5.06,0.37,-0.38,99.2,4.28,-5,-0.4,.88,0.0,-0.4,-4,.392,.497,,Waivers
64,Jason Davis\davisja02,26,CLE,55.1,39,0,28,4.55,4.99,-0.19,-0.37,98.8,4.75,1,0.1,1.14,-0.1,0.5,7,.502,.500,,Amateur Draft
65,Jorge De La Rosa*\rosajo01,25,KCR,48.2,10,10,29,5.36,5.30,0.16,0.19,101.4,5.40,0,0.0,,0.0,0.5,6,.497,.500,,Traded
66,Francisco Del Rosario\rosarfr01,25,TOR,23.0,17,1,17,6.65,4.84,0.36,-0.29,101.5,4.26,-6,-0.6,.61,0.0,-0.3,-4,.465,.496,,Amateur Free Agent
67,Manny Delcarmen\delcama01,24,BOS,53.1,50,0,32,5.40,5.10,-0.19,-0.38,102.6,5.03,-3,-0.3,1.24,-0.2,0.2,4,.495,.498,,Amateur Draft
68,Elmer Dessens\desseel01,35,KCR,54.0,43,0,31,5.17,5.03,0.18,-0.37,102.0,4.57,-4,-0.4,1.56,-0.3,-0.1,3,.491,.498,$1700000,Free Agency
69,Jose Diaz\diazjo01,26,KCR,6.2,4,0,8,10.80,5.09,0.20,-0.06,106.4,5.14,-4,-0.4,.10,0.1,-0.2,-3,.404,.498,,Traded
70,R.A. Dickey\dicker.01,31,TEX,3.1,1,1,7,18.90,5.06,0.08,0.19,102.0,5.28,-5,-0.3,,0.0,-0.3,-5,.178,.498,$380000,Amateur Draft
71,Lenny DiNardo*\dinarle01,26,BOS,39.0,13,6,35,8.08,4.95,-0.22,-0.03,104.8,5.39,-12,-1.1,.56,0.0,-0.6,-7,.416,.493,$335700,Free Agency
72,Scott Dohmann\dohmasc01,28,KCR,23.2,21,0,21,7.99,5.12,0.17,-0.38,104.6,4.79,-9,-0.8,1.15,-0.1,-0.7,-6,.461,.495,,Traded
73,Brendan Donnelly\donnebr01,34,LAA,64.0,62,0,32,4.50,5.10,0.00,-0.38,99.1,4.68,1,0.1,.90,-0.2,0.6,9,.501,.500,$950000,Free Agency
74,Octavio Dotel\doteloc01,32,NYY,10.0,14,0,13,11.70,4.90,-0.44,-0.36,99.2,4.92,-8,-0.7,.66,0.1,-0.5,-6,.449,.496,$2000000,Free Agency
75,Scott Downs*\downssc01,30,TOR,77.0,59,5,38,4.44,5.08,0.36,-0.26,100.5,4.48,0,0.0,1.00,-0.2,0.6,9,.499,.500,$705000,Free Agency
76,Eric DuBose*\duboser01,30,BAL,4.2,2,0,5,9.64,4.72,-0.06,0.07,98.0,4.75,-3,-0.2,.33,0.0,-0.2,-2,.386,.499,$334000,Free Agency
77,Justin Duchscherer\duchsju01,28,OAK,55.2,53,0,18,2.91,4.95,0.01,-0.37,96.0,4.38,9,0.8,1.52,0.1,1.5,15,.516,.505,$344500,Traded
78,Brandon Duckworth\duckwbr01,30,KCR,45.2,10,8,36,7.09,4.88,0.19,0.15,102.4,4.96,-11,-1.0,.82,0.0,-0.6,-6,.399,.494,,Purchased
79,Scott Dunn\dunnsc01,28,TBD,7.2,7,0,10,11.74,5.19,-0.31,-0.39,100.9,5.16,-6,-0.5,1.31,-0.1,-0.5,-5,.426,.497,,Waivers
80,Chad Durbin\durbich01,28,DET,6.0,3,0,1,1.50,4.99,0.27,-0.37,101.3,4.41,2,0.2,.19,-0.1,0.2,3,.564,.501,,Free Agency
81,Adam Eaton\eatonad01,28,TEX,65.0,13,13,38,5.26,4.94,0.06,0.19,99.6,5.05,-2,-0.2,,0.0,0.4,6,.484,.499,$4650000,Traded
82,Scott Elarton\elartsc01,30,KCR,114.2,20,20,73,5.73,5.03,0.18,0.19,103.5,5.22,-8,-0.7,,-0.1,0.4,7,.464,.496,$4000000,Free Agency
83,Scott Erickson\ericksc01,38,NYY,11.1,9,0,12,9.53,5.14,-0.42,-0.38,98.5,5.11,-6,-0.5,.79,0.0,-0.4,-4,.441,.497,,Free Agency
84,Kelvim Escobar\escobke01,30,LAA,189.1,30,30,93,4.42,5.04,0.00,0.19,99.4,5.19,14,1.5,,-0.1,3.3,38,.549,.509,$6750000,Free Agency
85,Seth Etherton\etherse01,29,KCR,7.2,2,2,9,10.57,4.95,0.20,0.19,94.0,4.64,-5,-0.4,,0.0,-0.3,-4,.298,.498,,Purchased
86,Willie Eyre\eyrewi01,27,MIN,59.1,42,0,36,5.46,5.06,0.09,-0.38,98.0,4.50,-7,-0.7,.39,0.0,0.0,0,.484,.496,$327000,Amateur Draft
87,Kyle Farnsworth\farnsky01,30,NYY,66.0,72,0,34,4.64,4.97,-0.30,-0.37,99.5,4.88,1,0.1,1.45,-0.1,0.7,9,.502,.501,$5416666,Free Agency
88,Ryan Feierabend*\feierry01,20,SEA,17.0,4,2,7,3.71,5.06,0.31,-0.01,102.0,4.85,2,0.2,.08,-0.1,0.3,4,.550,.501,,Amateur Draft
89,Scott Feldman\feldmsc01,23,TEX,41.1,36,0,19,4.14,4.94,0.05,-0.37,102.1,4.61,2,0.2,.64,-0.1,0.5,7,.505,.501,$329000,Amateur Draft
90,Ron Flores*\florero01,26,OAK,29.2,25,0,11,3.34,5.13,0.01,-0.38,95.7,4.53,4,0.4,.91,-0.1,0.6,7,.514,.502,,Amateur Draft
91,Casey Fossum*\fossuca01,28,TBD,130.0,25,25,89,6.16,5.13,-0.23,0.20,100.0,5.56,-10,-0.9,,-0.1,0.3,6,.462,.494,$2025000,Traded
92,Keith Foulke\foulkke01,33,BOS,49.2,44,0,24,4.35,5.15,-0.18,-0.38,103.8,5.13,4,0.4,1.00,-0.1,0.8,10,.509,.502,$7750000,Free Agency
93,Frank Francisco\francfr01,26,TEX,7.1,8,0,4,4.91,4.90,0.06,-0.36,98.1,4.40,0,0.0,.79,0.0,0.0,0,.494,.500,$331500,Traded
94,Jason Frasor\frasoja01,28,TOR,50.0,51,0,24,4.32,5.05,0.34,-0.38,100.2,4.34,0,0.0,1.06,-0.1,0.4,6,.499,.500,$359000,Traded
95,Emiliano Fruto\frutoem01,22,SEA,36.0,23,0,24,6.00,5.04,0.28,-0.37,97.2,4.27,-7,-0.7,.97,-0.1,-0.4,-3,.470,.496,,Amateur Free Agent
96,Kason Gabbard*\gabbaka01,24,BOS,25.2,7,4,11,3.86,4.97,-0.17,0.07,98.6,5.14,3,0.3,.50,0.0,0.6,7,.549,.502,,Amateur Draft
97,Freddy Garcia\garcifr03,29,CHW,216.1,33,33,116,4.83,5.01,-0.23,0.19,104.2,5.66,18,1.8,,-0.1,3.9,45,.555,.511,$9000000,Traded
98,Jon Garland\garlajo01,26,CHW,211.1,33,32,112,4.77,4.95,-0.24,0.19,103.0,5.54,16,1.6,2.11,-0.1,3.7,42,.549,.510,$7000000,Traded
99,Matt Garza\garzama01,22,MIN,50.0,10,9,33,5.94,5.07,0.08,0.19,97.9,5.08,-5,-0.5,1.59,0.0,0.0,1,.451,.497,,Amateur Draft
100,Chad Gaudin\gaudich01,23,OAK,64.0,55,0,24,3.38,5.03,0.01,-0.37,96.7,4.49,7,0.7,.94,-0.2,1.2,15,.513,.504,,Traded
101,Jimmy Gobble*\gobblji01,24,KCR,84.0,60,6,51,5.46,5.14,0.16,-0.20,103.3,4.93,-6,-0.6,1.42,-0.2,0.1,5,.491,.497,$345500,Amateur Draft
102,Danny Graves\graveda01,32,CLE,14.0,13,0,12,7.71,4.95,-0.22,-0.37,98.6,4.73,-5,-0.5,.83,0.0,-0.3,-3,.465,.497,$600000,Free Agency
103,Sean Green\greense01,27,SEA,32.0,24,0,16,4.50,5.12,0.33,-0.38,97.4,4.30,-1,-0.1,.71,-0.1,0.2,3,.496,.499,,Traded
104,Kevin Gregg\greggke01,28,LAA,78.1,32,3,41,4.71,5.09,0.00,-0.23,99.4,4.83,0,0.0,.51,-0.2,0.7,10,.501,.500,,Free Agency
105,Zack Greinke\greinza01,22,KCR,6.1,3,0,3,4.26,5.07,0.16,-0.38,98.0,4.44,0,0.0,.60,0.0,0.1,1,.502,.500,$365500,Amateur Draft
106,Jason Grilli\grillja01,29,DET,62.0,51,0,31,4.50,5.03,0.26,-0.37,98.6,4.34,-2,-0.2,.85,-0.1,0.4,6,.497,.499,$350000,Free Agency
107,Eddie Guardado*\guarded01,35,SEA,23.0,28,0,14,5.48,5.10,0.31,-0.38,96.8,4.27,-3,-0.3,1.44,-0.1,-0.2,0,.489,.498,$6250000,Free Agency
108,Matt Guerrier\guerrma02,27,MIN,69.2,39,1,29,3.75,5.06,0.08,-0.34,97.8,4.53,5,0.5,.51,-0.3,1.0,14,.514,.503,$343500,Waivers
109,Jeremy Guthrie\guthrje01,27,CLE,19.1,9,1,15,6.98,4.84,-0.18,-0.23,97.3,4.66,-5,-0.5,.15,0.1,-0.2,-3,.446,.497,,Amateur Draft
110,Charlie Haeger\haegech01,22,CHW,18.1,7,1,10,4.91,4.98,-0.17,-0.24,105.1,5.17,0,0.0,.64,0.0,0.2,3,.505,.500,,Amateur Draft
111,John Halama*\halamjo01,34,BAL,29.1,17,1,20,6.14,4.90,-0.06,-0.27,98.0,4.59,-5,-0.5,.73,0.0,-0.2,-2,.470,.497,,Free Agency
112,Roy Halladay\hallaro01,29,TOR,220.0,32,32,82,3.35,4.88,0.38,0.19,99.9,4.68,30,3.2,,-0.1,5.3,57,.599,.519,$12750000,Amateur Draft
113,Brad Halsey*\halsebr01,25,OAK,94.1,52,7,53,5.06,5.09,0.01,-0.15,95.9,4.73,-4,-0.4,.89,-0.2,0.4,7,.492,.497,$346000,Traded
114,Jason Hammel\hammeja01,23,TBD,44.0,9,9,38,7.77,5.10,-0.24,0.19,100.8,5.58,-11,-1.0,,0.0,-0.6,-6,.390,.494,,Amateur Draft
115,Devern Hansack\hansade01,28,BOS,10.0,2,2,3,2.70,5.09,-0.15,0.19,103.3,5.62,3,0.3,,0.0,0.4,4,.669,.502,,Free Agency
116,Craig Hansen\hansecr01,22,BOS,38.0,38,0,32,7.58,5.08,-0.19,-0.38,103.8,5.07,-11,-1.0,1.12,-0.2,-0.8,-6,.473,.494,,Amateur Draft
117,Rich Harden\harderi01,24,OAK,46.2,9,9,22,4.24,5.10,0.01,0.19,95.0,5.02,4,0.4,,0.0,0.8,9,.540,.502,$1250000,Amateur Draft
118,Dan Haren\harenda01,25,OAK,223.0,34,34,109,4.40,5.00,0.01,0.19,97.3,5.04,14,1.4,,-0.1,3.5,41,.541,.509,$550000,Traded
119,Travis Harper\harpetr01,30,TBD,42.0,30,0,27,5.79,5.11,-0.24,-0.38,99.0,4.93,-4,-0.4,.92,-0.1,-0.1,1,.486,.497,$850000,Free Agency
120,Jeff Harris\harrije02,31,SEA,3.1,3,0,2,5.40,5.26,0.32,-0.39,95.0,4.32,0,0.0,.09,0.0,0.0,0,.486,.500,$332000,Purchased
121,Chad Harville\harvich01,29,TBD,41.0,32,0,27,5.93,5.08,-0.22,-0.38,99.6,4.90,-5,-0.5,.88,-0.1,-0.1,0,.485,.497,,Free Agency
122,LaTroy Hawkins\hawkila01,33,BAL,60.1,60,0,30,4.48,5.07,-0.06,-0.38,99.1,4.70,1,0.1,1.10,-0.2,0.6,8,.502,.501,$4400000,Traded
123,Mark Hendrickson*\hendrma01,32,TBD,89.2,13,13,42,4.22,5.13,-0.22,0.20,100.2,5.56,13,1.3,,-0.1,2.2,24,.600,.508,$1950000,Traded
124,Sean Henn*\hennse01,25,NYY,9.1,4,1,5,4.82,5.02,-0.36,-0.15,99.5,5.20,0,0.0,.20,0.0,0.1,1,.507,.500,,Amateur Draft
125,Dustin Hermanson\hermadu01,33,CHW,6.2,6,0,3,4.05,4.90,-0.20,-0.36,104.3,4.94,1,0.1,.96,0.0,0.1,1,.510,.500,$3150000,Free Agency
126,Felix Hernandez\hernafe02,20,SEA,191.0,31,31,105,4.95,5.00,0.29,0.19,97.4,4.77,-6,-0.5,,-0.1,1.3,18,.483,.497,$340000,Amateur Free Agent
127,Roberto Hernandez\carmofa01,25,CLE,74.2,38,7,46,5.54,5.01,-0.18,-0.09,98.3,5.00,-5,-0.5,1.19,-0.1,0.2,4,.487,.497,,Amateur Free Agent
128,Runelvys Hernandez\hernaru03,28,KCR,109.2,21,21,87,7.14,5.11,0.19,0.20,103.6,5.30,-23,-2.1,,-0.1,-1.0,-10,.400,.487,,Amateur Free Agent
129,Jim Hoey\hoeyja02,23,BAL,9.2,12,0,11,10.24,4.92,-0.06,-0.37,98.0,4.52,-6,-0.6,.96,0.0,-0.5,-5,.451,.496,,Amateur Draft
130,Mike Holtz*\holtzmi01,33,BOS,1.2,3,0,3,16.20,5.35,-0.21,-0.40,104.2,5.37,-2,-0.2,.71,0.0,-0.2,-2,.438,.499,,Free Agency
131,J.P. Howell*\howeljp01,23,TBD,42.1,8,8,25,5.31,5.17,-0.22,0.20,99.3,5.56,1,0.1,,0.0,0.5,6,.509,.500,,Traded
132,Jon Huber\huberjo01,24,SEA,16.2,16,0,3,1.62,5.21,0.28,-0.39,98.4,4.47,5,0.5,1.57,0.1,0.8,7,.532,.503,,Traded
133,Luke Hudson\hudsolu01,29,KCR,102.0,26,15,62,5.47,5.12,0.17,0.12,103.5,5.24,-4,-0.3,1.33,-0.1,0.6,9,.487,.498,$337000,Free Agency
134,Edwin Jackson\jacksed01,22,TBD,36.1,23,1,27,6.69,5.26,-0.23,-0.28,99.4,5.18,-6,-0.6,.41,0.1,-0.2,-2,.473,.496,,Traded
135,Casey Janssen\janssca01,24,TOR,94.0,19,17,58,5.55,4.89,0.42,0.17,98.9,4.59,-11,-1.0,.88,-0.1,-0.1,1,.446,.494,,Amateur Draft
136,Kevin Jarvis\jarvike01,36,BOS,16.2,4,3,12,6.48,5.27,-0.21,0.17,104.4,5.90,-1,-0.1,.00,0.0,0.1,1,.470,.499,,Conditional Deal
137,Bobby Jenks\jenksbo01,25,CHW,69.2,67,0,32,4.13,5.03,-0.18,-0.37,104.5,5.06,6,0.6,1.91,0.1,1.5,15,.510,.504,$340000,Waivers
138,Cesar Jimenez*\jimence01,21,SEA,7.1,4,1,12,14.73,5.17,0.40,-0.07,95.7,4.50,-8,-0.7,.34,0.1,-0.5,-8,.327,.496,,Amateur Free Agent
139,Jason Johnson\johnsja02,32,2TM,106.1,20,20,81,6.86,4.97,-0.21,0.19,99.3,5.33,-19,-1.7,,-0.1,-0.7,-6,.415,.494,$3500000,Purchased
140,Jim Johnson\johnsji04,23,BAL,3.0,1,1,8,24.00,5.09,-0.09,0.20,98.0,5.27,-6,-0.4,,0.0,-0.3,-6,.140,.498,,Amateur Draft
141,Randy Johnson*\johnsra05,42,NYY,205.0,33,33,125,5.49,4.98,-0.32,0.19,99.3,5.45,-3,-0.3,,-0.1,1.7,22,.492,.498,$15661427,Traded
142,Greg Jones\jonesgr01,29,LAA,6.0,5,0,5,7.50,5.47,0.00,-0.41,99.4,5.03,-2,-0.2,.57,0.0,-0.1,-1,.468,.499,,Free Agency
143,Todd Jones\jonesto02,38,DET,64.0,62,0,31,4.36,4.96,0.27,-0.37,98.7,4.26,-1,-0.1,1.74,-0.2,0.4,7,.498,.499,$5792956,Free Agency
144,Steve Karsay\karsast01,34,OAK,9.1,9,0,6,5.79,5.09,0.01,-0.38,97.8,4.59,-1,-0.1,.90,0.0,0.0,0,.486,.499,,Purchased
145,Jeff Karstens\karstje01,23,NYY,42.2,8,6,20,4.22,4.92,-0.38,0.11,97.8,5.29,5,0.5,.06,-0.1,0.9,10,.559,.503,,Amateur Draft
146,Scott Kazmir*\kazmisc01,22,TBD,144.2,24,24,59,3.67,5.06,-0.19,0.19,99.5,5.41,27,2.8,,-0.1,4.2,44,.616,.517,$371700,Traded
147,Randy Keisler*\keislra01,30,OAK,10.0,11,0,5,4.50,5.40,0.01,-0.40,99.0,4.94,0,0.0,.89,0.0,0.1,2,.504,.500,,Free Agency
148,Joe Kennedy*\kennejo04,27,OAK,35.0,39,0,10,2.57,5.07,0.01,-0.38,96.8,4.53,7,0.7,1.44,0.1,1.2,12,.519,.504,$2400000,Traded
