Year,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Awards,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,key,Tm2,Tm3
2008,25,TBR,AL,13.0,9.0,0.591,4.38,32.0,32.0,0.0,1.0,1.0,0.0,193.1,212.0,105.0,94.0,21.0,37.0,2.0,124.0,5.0,0.0,6.0,819.0,101.0,3.91,1.288,9.9,1.0,1.7,5.8,3.35,,4.89,4.79,0.16,0.18,100.3,4.83,-5.0,-0.5,,-0.1,1.4,20.0,0.485,0.4970000000000001,"$395,800",840,,
2009,26,TBR,AL,6.0,9.0,0.4,6.77,22.0,18.0,2.0,0.0,0.0,0.0,99.2,131.0,85.0,75.0,19.0,34.0,3.0,60.0,2.0,0.0,3.0,459.0,64.0,5.45,1.656,11.8,1.7,3.1,5.4,1.76,,7.68,4.96,0.32,0.16,97.7,4.68,-34.0,-3.0,0.6,-0.1,-2.0,-22.0,0.365,0.482,"$430,100",840,,
2010,27,TBR,AL,3.0,1.0,0.75,4.44,41.0,4.0,23.0,0.0,0.0,1.0,81.0,83.0,40.0,40.0,11.0,27.0,3.0,50.0,7.0,0.0,3.0,355.0,88.0,4.87,1.358,9.2,1.2,3.0,5.6,1.85,,4.44,4.5,0.36,-0.18,96.9,3.84,-6.0,-0.6,0.46,0.0,0.2,3.0,0.485,0.496,"$416,900",840,,
2011,28,TBR,AL,0.0,2.0,0.0,5.55,15.0,4.0,8.0,0.0,0.0,0.0,35.2,40.0,22.0,22.0,10.0,12.0,1.0,12.0,1.0,0.0,0.0,152.0,68.0,7.09,1.4580000000000002,10.1,2.5,3.0,3.0,1.0,,5.55,4.21,0.39,-0.08,93.3,3.49,-8.0,-0.8,0.3,0.1,-0.4,-5.0,0.444,0.495,"$912,500",840,,
2007,22,NYY,AL,1.0,0.0,1.0,1.89,3.0,3.0,0.0,0.0,0.0,0.0,19.0,13.0,6.0,4.0,1.0,9.0,0.0,15.0,0.0,0.0,0.0,77.0,243.0,3.77,1.158,6.2,0.5,4.3,7.1,1.67,,2.84,4.67,-0.08,0.18,99.9,4.93,4.0,0.5,,0.0,0.6,7.0,0.652,0.503,,588,,
2008,23,NYY,AL,0.0,4.0,0.0,8.17,10.0,9.0,1.0,0.0,0.0,0.0,39.2,50.0,37.0,36.0,5.0,26.0,0.0,27.0,1.0,0.0,3.0,194.0,54.0,5.45,1.916,11.3,1.1,5.9,6.1,1.04,,8.39,4.83,-0.28,0.12,101.3,5.29,-14.0,-1.3,0.52,0.0,-0.9,-9.0,0.371,0.4920000000000001,"$394,275",588,,
2009,24,NYY,AL,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,6.0,,10.1,2.0,0.0,0.0,18.0,9.0,0.5,,0.0,5.53,-0.11,-0.41,96.0,5.02,1.0,0.1,2.5,0.0,0.1,1.0,0.557,0.5,"$408,925",588,,
2010,25,ARI,NL,9.0,10.0,0.474,3.8,32.0,32.0,0.0,0.0,0.0,0.0,194.0,163.0,87.0,82.0,26.0,70.0,2.0,168.0,10.0,0.0,16.0,810.0,111.0,4.33,1.2009999999999998,7.6,1.2,3.2,7.8,2.4,,4.04,4.44,0.14,0.17,104.7,4.67,13.0,1.4,,-0.1,3.0,30.0,0.545,0.509,"$403,000",588,,
2011,26,ARI,NL,21.0,4.0,0.84,2.88,33.0,33.0,0.0,1.0,1.0,0.0,222.0,186.0,73.0,71.0,19.0,55.0,0.0,198.0,9.0,1.0,11.0,900.0,137.0,3.22,1.086,7.5,0.8,2.2,8.0,3.6,"CYA-4,MVP-14",2.96,4.08,0.31,0.15,103.3,4.06,26.0,3.1,,-0.1,4.8,44.0,0.594,0.519,"$423,000",588,,
2012,27,ARI,NL,15.0,12.0,0.556,4.02,33.0,33.0,0.0,1.0,0.0,0.0,208.1,216.0,101.0,93.0,28.0,55.0,4.0,187.0,14.0,4.0,5.0,899.0,101.0,4.04,1.301,9.3,1.2,2.4,8.1,3.4,,4.36,4.37,0.09,0.17,102.3,4.54,2.0,0.2,,-0.1,1.9,21.0,0.507,0.502,"$519,500",588,,
2013,28,ARI,NL,7.0,10.0,0.397,4.918,31.0,31.0,0.0,0.0,0.0,0.0,181.1,180.0,108.0,99.0,27.0,73.0,1.0,163.0,12.0,1.0,10.0,794.0,76.207,4.594,1.395,8.953,1.332,3.626,8.052,2.234,,5.358,4.1,0.281,0.16,98.001,3.885,-17.694,-1.869,,-0.068,-1.027,-10.271,0.405,0.489,,588,SDP,
2014,29,SDP,NL,13.0,13.0,0.5,3.63,33.0,33.0,0.0,0.0,0.0,0.0,201.0,189.0,85.0,81.0,16.0,70.0,4.0,207.0,4.0,0.0,11.0,846.0,93.0,3.21,1.289,8.5,0.7,3.1,9.3,2.96,,3.81,4.14,0.29,0.15,91.3,3.66,-2.0,-0.2,,-0.1,1.5,13.0,0.494,0.499,"$6,100,000",588,,
2015,30,SDP,NL,9.0,15.0,0.375,4.28,30.0,30.0,0.0,0.0,0.0,0.0,168.1,166.0,95.0,80.0,31.0,52.0,4.0,174.0,7.0,1.0,5.0,713.0,87.0,4.51,1.295,8.9,1.7,2.8,9.3,3.35,,5.08,4.19,-0.09,0.17,95.9,4.26,-14.0,-1.5,,-0.1,-0.1,-1.0,0.451,0.491,"$9,850,000",588,,
2016,31,KCR,AL,11.0,11.0,0.5,3.68,33.0,33.0,0.0,0.0,0.0,0.0,195.2,173.0,81.0,80.0,33.0,66.0,1.0,184.0,13.0,0.0,4.0,818.0,117.0,4.67,1.221,8.0,1.5,3.0,8.5,2.79,,3.73,4.56,0.17,0.18,102.5,4.69,19.0,2.1,,-0.1,3.9,40.0,0.564,0.513,"$7,500,000",588,,
2017,32,KCR,AL,5.0,13.0,0.278,5.38,30.0,30.0,0.0,0.0,0.0,0.0,154.0,143.0,99.0,92.0,34.0,61.0,2.0,131.0,5.0,1.0,4.0,655.0,83.0,5.61,1.325,8.4,2.0,3.6,7.7,2.15,,5.79,4.79,-0.21,0.2,102.0,5.3,-10.0,-1.0,,-0.1,0.5,7.0,0.468,0.494,"$13,500,000",588,,
2018,33,KCR,AL,3.0,9.0,0.25,4.66,22.0,22.0,0.0,0.0,0.0,0.0,119.2,125.0,66.0,62.0,20.0,40.0,2.0,105.0,1.0,0.0,4.0,518.0,93.0,4.61,1.379,9.4,1.5,3.0,7.9,2.63,,4.96,4.49,0.08,0.2,99.6,4.59,-6.0,-0.6,,-0.1,0.5,7.0,0.473,0.496,"$16,000,000",588,,
2019,34,KCR,AL,0.0,2.0,0.0,3.11,46.0,0.0,35.0,0.0,0.0,20.0,46.1,46.0,16.0,16.0,2.0,11.0,1.0,54.0,1.0,0.0,2.0,194.0,153.0,2.23,1.23,8.9,0.4,2.1,10.5,4.91,,3.11,4.79,0.09,-0.32,102.5,4.48,7.0,0.7,1.19,-0.1,1.1,12.0,0.515,0.504,"$16,500,000",588,,
2007,24,WSN,NL,1.0,1.0,0.5,1.88,14.0,0.0,1.0,0.0,0.0,0.0,14.1,7.0,3.0,3.0,1.0,2.0,0.0,12.0,1.0,0.0,0.0,51.0,229.0,3.1,0.628,4.4,0.6,1.3,7.5,6.0,,1.88,5.15,-0.08,-0.37,94.5,4.6,4.0,0.4,1.41,0.1,0.6,6.0,0.532,0.503,,571,,
2008,25,NYY,AL,0.0,1.0,0.0,3.95,7.0,0.0,2.0,0.0,0.0,0.0,13.2,15.0,6.0,6.0,1.0,6.0,0.0,13.0,0.0,0.0,0.0,58.0,114.0,3.5,1.537,9.9,0.7,4.0,8.6,2.17,,3.95,5.02,-0.22,-0.37,100.6,4.9,1.0,0.1,0.68,-0.1,0.2,3.0,0.518,0.501,"$393,225",571,,
2009,26,NYY,AL,5.0,1.0,0.833,5.24,32.0,0.0,5.0,0.0,0.0,0.0,34.1,41.0,23.0,20.0,6.0,16.0,2.0,21.0,3.0,0.0,0.0,158.0,89.0,5.81,1.66,10.7,1.6,4.2,5.5,1.31,,6.03,5.01,-0.17,-0.37,101.8,4.9,-5.0,-0.4,0.71,0.0,-0.1,-1.0,0.486,0.4970000000000001,"$403,075",571,,
2010,27,NYY,AL,0.0,0.0,,3.97,10.0,0.0,5.0,0.0,0.0,0.0,11.1,9.0,5.0,5.0,1.0,8.0,1.0,8.0,2.0,0.0,0.0,50.0,112.0,5.46,1.5,7.1,0.8,6.4,6.4,1.0,,3.97,4.61,0.26,-0.35,108.7,4.35,0.0,0.0,0.33,0.0,0.1,2.0,0.504,0.5,,571,,
2012,29,ARI,NL,0.0,0.0,,9.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,15.0,51.0,7.1,1.6669999999999998,15.0,3.0,0.0,6.0,,,9.0,4.01,0.12,-0.3,104.4,3.75,-2.0,-0.2,0.06,0.1,-0.1,-2.0,0.439,0.499,"$490,000",571,,
2008,23,NYY,AL,4.0,0.0,1.0,5.34,25.0,0.0,8.0,0.0,0.0,0.0,30.1,29.0,18.0,18.0,3.0,15.0,2.0,36.0,0.0,0.0,6.0,131.0,83.0,3.53,1.4509999999999998,8.6,0.9,4.5,10.7,2.4,,5.34,4.94,-0.21,-0.37,101.4,4.84,-2.0,-0.2,0.67,-0.1,0.1,2.0,0.491,0.499,,7466,,
2009,24,NYY,AL,2.0,1.0,0.667,3.3,45.0,0.0,20.0,0.0,0.0,1.0,43.2,36.0,19.0,16.0,4.0,23.0,1.0,63.0,1.0,0.0,6.0,191.0,140.0,3.05,1.351,7.4,0.8,4.7,13.0,2.74,,3.92,4.91,-0.12,-0.36,102.4,4.78,4.0,0.4,0.71,-0.2,0.7,9.0,0.509,0.502,"$406,825",7466,,
2010,25,NYY,AL,4.0,5.0,0.444,3.82,64.0,0.0,10.0,0.0,0.0,1.0,61.1,59.0,26.0,26.0,5.0,33.0,6.0,71.0,3.0,2.0,7.0,273.0,114.0,3.58,1.5,8.7,0.7,4.8,10.4,2.15,,3.82,4.61,0.25,-0.35,105.1,4.21,2.0,0.2,1.19,-0.1,0.8,9.0,0.504,0.502,"$426,650",7466,,
2011,26,NYY,AL,4.0,0.0,1.0,1.08,70.0,0.0,8.0,0.0,0.0,1.0,66.2,40.0,9.0,8.0,1.0,35.0,6.0,100.0,1.0,1.0,6.0,272.0,399.0,1.84,1.125,5.4,0.1,4.7,13.5,2.86,"AS,CYA-11,MVP-22",1.22,4.53,0.13,-0.35,104.0,4.21,22.0,2.3,1.67,0.6,3.7,29.0,0.534,0.514,"$460,450",7466,,
2012,27,NYY,AL,2.0,7.0,0.222,2.67,65.0,0.0,17.0,0.0,0.0,2.0,60.2,52.0,19.0,18.0,5.0,19.0,0.0,81.0,1.0,1.0,1.0,248.0,159.0,2.49,1.17,7.7,0.7,2.8,12.0,4.26,,2.82,4.44,0.06,-0.33,102.4,4.14,9.0,0.9,1.44,0.1,1.7,15.0,0.515,0.506,"$1,600,000",7466,,
2013,28,NYY,AL,5.0,1.0,0.833,2.04,70.0,0.0,9.0,0.0,0.0,3.0,66.1,51.0,15.0,15.0,5.0,18.0,1.0,77.0,2.0,0.0,1.0,262.0,197.0,2.61,1.04,6.9,0.7,2.4,10.4,4.28,,2.04,4.37,0.11,-0.32,101.3,3.99,13.0,1.5,1.48,0.2,2.4,21.0,0.521,0.509,"$3,100,000",7466,,
2014,29,NYY,AL,4.0,5.0,0.444,3.08,63.0,0.0,55.0,0.0,0.0,39.0,64.1,45.0,23.0,22.0,7.0,23.0,2.0,96.0,1.0,0.0,0.0,259.0,125.0,2.68,1.057,6.3,1.0,3.2,13.4,4.17,,3.22,4.2,0.05,-0.31,100.6,3.85,4.0,0.4,2.08,0.1,1.1,10.0,0.506,0.502,"$5,215,000",7466,,
2015,30,CHW,AL,6.0,5.0,0.545,3.41,60.0,0.0,53.0,0.0,0.0,34.0,63.1,46.0,27.0,24.0,7.0,13.0,2.0,86.0,1.0,0.0,4.0,250.0,115.0,2.52,0.932,6.5,1.0,1.8,12.2,6.62,,3.84,4.36,-0.05,-0.32,97.4,3.99,0.0,0.0,1.78,-0.1,0.6,7.0,0.501,0.5,"$10,000,000",7466,,
2016,31,CHW,AL,5.0,3.0,0.625,3.47,62.0,0.0,48.0,0.0,0.0,37.0,62.1,53.0,24.0,24.0,6.0,32.0,4.0,75.0,1.0,0.0,1.0,267.0,117.0,3.58,1.364,7.7,0.9,4.6,10.8,2.34,,3.47,4.6,-0.12,-0.33,97.3,4.27,5.0,0.5,1.83,0.1,1.2,12.0,0.508,0.503,"$11,000,000",7466,,
2017,32,CHW,AL,9.0,2.0,0.838,1.842,61.0,0.0,34.0,0.0,0.0,14.0,68.1,35.0,14.0,14.0,6.0,23.0,5.0,98.0,3.0,0.0,7.0,264.0,305.42,2.571,0.848,4.621,0.792,3.051,12.906,4.26,,1.842,4.733,0.012,-0.335,101.936,4.473,10.084,1.008,1.461,0.1,1.46,13.598,0.534,0.506,,7466,NYY,
2018,33,NYY,AL,8.0,3.0,0.727,3.23,69.0,0.0,11.0,0.0,0.0,5.0,69.2,46.0,30.0,25.0,7.0,26.0,1.0,91.0,0.0,0.0,1.0,283.0,130.0,2.97,1.033,5.9,0.9,3.4,11.8,3.5,,3.88,4.6,0.0,-0.31,101.8,4.36,3.0,0.3,1.4,-0.1,1.0,11.0,0.505,0.502,"$13,000,000",7466,,
2019,34,PHI,NL,0.0,1.0,0.0,5.4,7.0,0.0,3.0,0.0,0.0,0.0,6.2,8.0,4.0,4.0,1.0,6.0,0.0,6.0,0.0,0.0,0.0,33.0,89.0,6.07,2.1,10.8,1.4,8.1,8.1,1.0,,5.4,4.91,0.02,-0.34,102.8,4.68,0.0,0.0,1.35,0.0,0.0,0.0,0.494,0.5,"$10,000,000",7466,,
2007,23,TEX,AL,1.0,0.0,1.0,2.25,6.0,3.0,2.0,0.0,0.0,0.0,16.0,13.0,4.0,4.0,1.0,4.0,0.0,7.0,2.0,0.0,0.0,64.0,207.0,4.3,1.063,7.3,0.6,2.3,3.9,1.75,,2.25,4.98,-0.04,0.04,100.4,5.08,5.0,0.5,0.45,-0.1,0.6,7.0,0.585,0.503,,869,,
2008,24,TEX,AL,3.0,8.0,0.273,8.67,25.0,11.0,6.0,0.0,0.0,1.0,63.1,97.0,74.0,61.0,7.0,25.0,4.0,35.0,6.0,0.0,5.0,316.0,52.0,4.93,1.926,13.8,1.0,3.6,5.0,1.4,,10.52,4.72,-0.32,0.02,104.4,5.28,-38.0,-3.4,0.84,0.0,-2.7,-30.0,0.365,0.479,"$391,000",869,,
2009,25,TEX,AL,0.0,0.0,,36.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,17.0,22.1,3.0,18.0,9.0,9.0,0.0,0.0,,36.0,4.28,0.05,-0.32,108.0,4.23,-4.0,-0.3,0.12,0.1,-0.1,-3.0,0.24,0.498,"$406,210",869,,
2010,26,KCR,AL,0.0,1.0,0.0,22.5,4.0,0.0,1.0,0.0,0.0,0.0,4.0,10.0,10.0,10.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,25.0,20.0,17.83,3.25,22.5,9.0,6.8,2.3,0.33,,22.5,4.66,-1.03,-0.36,102.0,5.45,-8.0,-0.7,1.29,-0.1,-0.7,-7.0,0.332,0.496,"$406,210",869,,
2011,27,KCR,AL,2.0,0.0,1.0,1.23,2.0,2.0,0.0,0.0,0.0,0.0,14.2,11.0,3.0,2.0,0.0,5.0,0.0,7.0,2.0,0.0,0.0,60.0,341.0,3.5,1.091,6.8,0.0,3.1,4.3,1.4,,1.84,4.37,0.04,0.16,105.8,4.75,5.0,0.6,,0.0,0.7,6.0,0.7809999999999999,0.503,,869,,
2012,28,KCR,AL,8.0,10.0,0.444,4.23,30.0,25.0,0.0,0.0,0.0,0.0,166.0,176.0,84.0,78.0,15.0,59.0,3.0,104.0,11.0,2.0,6.0,709.0,99.0,4.28,1.416,9.5,0.8,3.2,5.6,1.76,,4.55,4.52,-0.01,0.14,101.7,4.75,4.0,0.4,0.78,-0.1,1.9,20.0,0.513,0.502,"$488,925",869,,
2013,29,KCR,AL,2.0,6.0,0.25,5.36,22.0,15.0,4.0,0.0,0.0,0.0,94.0,106.0,60.0,56.0,10.0,43.0,0.0,54.0,3.0,1.0,10.0,419.0,77.0,4.75,1.585,10.1,1.0,4.1,5.2,1.26,,5.74,4.5,0.62,0.09,101.5,4.03,-19.0,-1.9,0.75,0.0,-1.0,-9.0,0.413,0.488,"$532,000",869,,
2008,22,TEX,AL,9.0,3.0,0.75,5.49,15.0,15.0,0.0,1.0,1.0,0.0,83.2,100.0,57.0,51.0,12.0,31.0,2.0,42.0,2.0,2.0,2.0,372.0,81.0,5.18,1.5659999999999998,10.8,1.3,3.3,4.5,1.35,,6.13,4.62,-0.29,0.18,100.2,5.09,-11.0,-1.1,,-0.1,-0.3,-1.0,0.43,0.493,,5389,,
2009,23,TEX,AL,4.0,5.0,0.444,6.11,11.0,11.0,0.0,2.0,1.0,0.0,63.1,81.0,43.0,43.0,9.0,23.0,0.0,34.0,2.0,0.0,0.0,283.0,76.0,5.05,1.642,11.5,1.3,3.3,4.8,1.48,,6.11,4.54,0.03,0.18,106.2,4.97,-8.0,-0.8,,0.0,-0.2,-1.0,0.428,0.495,"$405,500",5389,,
2010,24,TEX,AL,3.0,2.0,0.6,4.71,37.0,6.0,9.0,0.0,0.0,2.0,78.1,80.0,45.0,41.0,10.0,39.0,3.0,46.0,2.0,0.0,4.0,356.0,95.0,5.13,1.519,9.2,1.1,4.5,5.3,1.18,,5.17,4.31,-0.06,-0.12,105.8,4.5,-6.0,-0.7,1.08,-0.1,0.0,2.0,0.482,0.496,"$406,090",5389,,
2011,25,TEX,AL,14.0,9.0,0.609,3.39,31.0,30.0,0.0,0.0,0.0,0.0,185.2,180.0,79.0,70.0,13.0,57.0,1.0,126.0,1.0,1.0,6.0,772.0,130.0,3.52,1.276,8.7,0.6,2.8,6.1,2.21,,3.83,4.41,0.05,0.15,107.8,4.86,20.0,2.2,0.51,-0.1,4.0,40.0,0.5720000000000001,0.514,"$428,830",5389,,
2012,26,TEX,AL,18.0,11.0,0.621,3.29,32.0,32.0,0.0,4.0,2.0,0.0,213.1,210.0,82.0,78.0,22.0,59.0,0.0,133.0,1.0,0.0,2.0,876.0,133.0,4.03,1.261,8.9,0.9,2.5,5.6,2.25,"AS,CYA-8",3.46,4.47,-0.06,0.17,103.7,4.87,33.0,3.8,,-0.2,5.8,55.0,0.619,0.523,"$2,950,000",5389,,
2013,27,TEX,AL,0.0,2.0,0.0,8.44,2.0,2.0,0.0,0.0,0.0,0.0,10.2,14.0,11.0,10.0,2.0,7.0,2.0,12.0,0.0,0.0,0.0,51.0,50.0,5.2,1.969,11.8,1.7,5.9,10.1,1.71,,9.28,4.24,0.26,0.16,104.0,4.31,-6.0,-0.5,,0.0,-0.4,-5.0,0.255,0.4970000000000001,"$5,200,000",5389,,
2014,28,TEX,AL,1.0,1.0,0.5,4.15,4.0,4.0,0.0,0.0,0.0,0.0,17.1,20.0,8.0,8.0,1.0,12.0,0.0,10.0,1.0,0.0,1.0,84.0,98.0,4.98,1.846,10.4,0.5,6.2,5.2,0.83,,4.15,4.44,-0.2,0.12,95.8,4.56,1.0,0.1,,0.0,0.2,2.0,0.515,0.5,"$8,200,000",5389,,
2015,29,TEX,AL,1.0,2.0,0.333,6.75,3.0,3.0,0.0,0.0,0.0,0.0,16.0,19.0,12.0,12.0,3.0,6.0,0.0,5.0,0.0,1.0,0.0,69.0,64.0,6.07,1.5630000000000002,10.7,1.7,3.4,2.8,0.83,,6.75,4.33,0.01,0.17,119.0,5.34,-3.0,-0.3,,0.0,-0.1,-1.0,0.411,0.498,,5389,,
2008,21,TEX,AL,0.0,2.0,0.0,16.36,3.0,3.0,0.0,0.0,0.0,0.0,11.0,23.0,20.0,20.0,4.0,3.0,0.0,9.0,1.0,0.0,0.0,63.0,28.0,7.31,2.364,18.8,3.3,2.5,7.4,3.0,,16.36,4.73,-0.36,0.18,105.8,5.57,-13.0,-0.9,,0.0,-0.8,-12.0,0.196,0.494,,7558,,
2009,22,TEX,AL,9.0,6.0,0.6,4.1,19.0,19.0,0.0,1.0,0.0,0.0,112.0,113.0,55.0,51.0,13.0,33.0,2.0,64.0,2.0,1.0,6.0,475.0,114.0,4.4,1.304,9.1,1.0,2.7,5.1,1.94,,4.42,4.87,0.03,0.19,101.2,5.09,8.0,0.8,,-0.1,1.8,21.0,0.54,0.505,"$401,000",7558,,
2010,23,TEX,AL,13.0,4.0,0.765,3.73,23.0,22.0,0.0,1.0,0.0,0.0,128.0,126.0,55.0,53.0,21.0,33.0,0.0,68.0,3.0,0.0,1.0,536.0,120.0,4.99,1.242,8.9,1.5,2.3,4.8,2.06,,3.87,4.31,-0.05,0.15,107.4,4.85,13.0,1.4,0.96,-0.1,2.7,27.0,0.562,0.509,"$409,850",7558,,
2011,24,TEX,AL,4.0,4.0,0.5,4.678,20.0,11.0,2.0,0.0,0.0,0.0,84.19999999999999,100.0,50.0,44.0,12.0,15.0,1.0,45.0,4.0,0.0,0.0,367.0,96.553,4.477,1.358,10.611,1.257,1.587,4.751,3.231,,5.317,4.589,0.007,0.099,105.335,4.915,-4.565,-0.457,1.065,0.0,0.136,2.179,0.464,0.497,"$442,160",7558,BAL,
2012,25,BAL,AL,7.0,8.0,0.467,5.45,33.0,20.0,5.0,0.0,0.0,0.0,133.2,161.0,85.0,81.0,32.0,27.0,2.0,77.0,4.0,1.0,0.0,573.0,77.0,5.75,1.406,10.8,2.2,1.8,5.2,2.85,,5.72,4.41,-0.08,0.1,103.4,4.75,-14.0,-1.5,0.99,-0.1,-0.2,-1.0,0.455,0.491,"$493,500",7558,,
2013,26,BAL,AL,6.0,5.0,0.545,2.81,68.0,0.0,20.0,0.0,0.0,4.0,86.1,71.0,28.0,27.0,11.0,14.0,1.0,68.0,2.0,0.0,0.0,336.0,145.0,3.69,0.985,7.4,1.1,1.5,7.1,4.86,,2.92,4.41,0.14,-0.33,102.1,4.03,9.0,1.0,1.27,0.0,1.9,19.0,0.515,0.506,"$1,820,000",7558,,
2014,27,BAL,AL,3.0,2.0,0.6,2.97,60.0,0.0,24.0,0.0,0.0,11.0,60.2,55.0,22.0,20.0,4.0,12.0,3.0,45.0,1.0,0.0,2.0,241.0,133.0,3.15,1.104,8.2,0.6,1.8,6.7,3.75,,3.26,4.18,0.36,-0.31,103.2,3.62,2.0,0.2,1.29,-0.1,0.7,8.0,0.503,0.501,"$3,000,000",7558,,
2015,28,BAL,AL,4.0,2.0,0.621,4.121,58.0,0.0,17.0,0.0,0.0,1.0,59.400000000000006,61.0,29.0,28.0,7.0,14.0,2.0,47.0,1.0,0.0,2.0,249.0,101.038,3.778,1.227,9.013,1.023,2.048,6.882,3.405,,4.268,4.346,0.035,-0.319,99.674,4.03,0.459,0.046,0.918,-0.074,0.292,3.654,0.493,0.494,"$4,650,000",7558,CHC,
2016,29,CLE,AL,2.0,2.0,,3.111,33.0,0.0,8.0,0.0,0.0,0.0,33.3,35.0,13.0,12.0,1.0,8.0,1.0,23.0,2.0,0.0,0.0,139.0,147.959,2.996,1.239,9.055,0.249,2.092,5.993,2.832,,3.367,4.438,-0.001,-0.323,101.984,4.296,1.068,0.107,0.816,-0.098,0.267,3.294,0.5,0.49,"$2,000,000",7558,BAL,
2017,30,TBR,AL,3.0,5.0,0.375,2.61,61.0,0.0,11.0,0.0,0.0,1.0,58.2,43.0,18.0,17.0,6.0,14.0,0.0,64.0,1.0,0.0,2.0,228.0,162.0,3.07,0.972,6.6,0.9,2.1,9.8,4.57,,2.76,4.78,0.33,-0.33,96.2,3.97,7.0,0.8,1.38,0.0,1.3,14.0,0.512,0.505,"$1,400,000",7558,,
2018,31,PHI,NL,5.0,4.0,0.556,3.8,65.0,0.0,10.0,0.0,0.0,4.0,64.0,65.0,28.0,27.0,6.0,15.0,1.0,51.0,3.0,0.0,1.0,270.0,110.0,3.63,1.25,9.1,0.8,2.1,7.2,3.4,,3.94,4.53,-0.8,-0.31,102.1,5.12,8.0,0.9,1.46,0.0,1.5,14.0,0.514,0.506,"$9,000,000",7558,,
2019,32,PHI,NL,0.0,0.0,,0.0,5.0,0.0,1.0,0.0,0.0,0.0,5.1,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,18.0,,1.34,0.375,3.4,0.0,0.0,8.4,,,0.0,4.79,0.02,-0.33,90.9,4.04,2.0,0.3,0.68,-0.1,0.3,3.0,0.552,0.502,"$9,000,000",7558,,
2008,21,BOS,AL,1.0,0.0,1.0,3.6,1.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,22.0,137.0,2.53,1.6,12.6,0.0,1.8,5.4,3.0,,3.6,4.89,0.15,0.19,112.0,5.51,1.0,0.1,,0.0,0.2,2.0,0.605,0.501,,7251,,
2009,22,BOS,AL,1.0,1.0,0.5,9.56,8.0,1.0,3.0,0.0,0.0,0.0,16.0,23.0,17.0,17.0,3.0,6.0,0.0,12.0,0.0,0.0,3.0,75.0,50.0,5.16,1.813,12.9,1.7,3.4,6.8,2.0,,9.56,5.11,-0.13,-0.27,106.9,5.31,-8.0,-0.7,0.44,0.1,-0.4,-6.0,0.412,0.496,"$400,000",7251,,
2010,23,BOS,AL,0.0,1.0,0.0,4.7,14.0,0.0,7.0,0.0,0.0,0.0,15.1,20.0,8.0,8.0,2.0,4.0,0.0,13.0,0.0,0.0,2.0,66.0,95.0,3.86,1.565,11.7,1.2,2.3,7.6,3.25,,4.7,4.78,0.18,-0.37,107.5,4.55,0.0,0.0,0.85,0.0,0.1,1.0,0.4970000000000001,0.5,,7251,,
2011,24,BOS,AL,0.0,0.0,,4.05,14.0,0.0,9.0,0.0,0.0,0.0,20.0,19.0,9.0,9.0,3.0,11.0,0.0,17.0,0.0,0.0,3.0,90.0,108.0,4.93,1.5,8.6,1.4,5.0,7.7,1.55,,4.05,4.53,0.23,-0.35,108.2,4.28,0.0,0.0,0.19,-0.1,0.2,3.0,0.503,0.5,,7251,,
2012,25,BOS,AL,0.0,0.0,,2.954,32.0,0.0,13.0,0.0,0.0,0.0,39.2,32.0,13.0,13.0,5.0,17.0,1.0,32.0,1.0,0.0,1.0,165.0,141.301,4.481,1.235,7.293,1.153,3.831,7.245,1.901,,2.954,4.328,0.004,-0.32,106.5,4.264,4.617,0.554,0.482,-0.185,0.646,7.464,0.519,0.503,"$484,000",7251,CHC,
2013,26,CHC,NL,1.0,3.0,0.25,4.3,34.0,0.0,12.0,0.0,0.0,0.0,37.2,32.0,18.0,18.0,3.0,15.0,2.0,23.0,3.0,1.0,4.0,158.0,90.0,4.3,1.248,7.6,0.7,3.6,5.5,1.53,,4.3,4.14,0.09,-0.31,105.1,3.94,-1.0,-0.2,0.79,-0.1,0.1,1.0,0.496,0.499,"$509,500",7251,,
2008,23,BOS,AL,6.0,5.0,0.545,3.16,36.0,9.0,6.0,0.0,0.0,0.0,88.1,68.0,31.0,31.0,10.0,40.0,3.0,68.0,8.0,0.0,1.0,365.0,147.0,4.69,1.223,6.9,1.0,4.1,6.9,1.7,,3.16,4.67,0.12,-0.03,107.3,4.85,15.0,1.6,1.07,-0.1,2.4,26.0,0.5429999999999999,0.51,,5187,,
