Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
45,Daniel Cabrera\cabreda01,28,2TM,51.0,15,9,47,8.29,4.71,-0.29,0.12,102.4,5.22,-17,-1.6,.09,0.0,-1.1,-13,.394,.494,$2600000,Free Agency
46,Matt Cain\cainma01,24,SFG,217.2,33,33,73,3.02,4.48,0.06,0.17,101.3,4.66,39,4.4,,-0.2,6.1,58,.635,.527,$2900000,Amateur Draft
47,Kiko Calero\calerki01,34,FLA,60.0,67,0,13,1.95,4.55,-0.25,-0.33,101.9,4.54,17,1.8,1.20,0.1,2.4,22,.527,.511,$500000,Free Agency
48,Jorge Campillo\campijo01,30,ATL,4.1,5,0,3,6.23,4.63,-0.08,-0.34,99.4,4.34,-1,-0.1,1.58,0.0,-0.1,-1,.481,.499,$420000,Free Agency
49,Matt Capps\cappsma01,25,PIT,54.1,57,0,36,5.96,4.53,0.17,-0.33,99.2,3.99,-12,-1.2,1.43,-0.4,-1.1,-7,.479,.492,$2425000,Amateur Draft
50,Esmailin Caridad\carides01,25,CHC,19.1,14,0,4,1.86,4.44,-0.13,-0.19,110.5,4.84,6,0.7,.85,-0.1,0.8,8,.549,.504,,Free Agency
51,Buddy Carlyle\carlybu01,31,ATL,21.1,16,0,23,9.70,4.35,-0.09,-0.32,97.4,4.02,-14,-1.3,.82,0.1,-1.0,-12,.418,.492,$425000,Free Agency
52,Chris Carpenter\carpech01,34,STL,192.2,28,28,49,2.29,4.43,0.13,0.17,96.8,4.32,43,5.0,,-0.1,6.5,60,.678,.531,$13302583,Free Agency
53,Drew Carpenter\carpean01,24,PHI,5.2,3,1,7,11.12,4.55,0.13,0.06,101.5,4.54,-4,-0.4,.09,0.0,-0.3,-4,.373,.498,$400000,Amateur Draft
54,Cesar Carrillo\carrice01,25,SDP,10.1,3,3,15,13.06,4.43,-0.12,0.17,84.0,3.96,-10,-0.8,,0.0,-0.7,-10,.236,.495,$400000,Amateur Draft
55,Jhoulys Chacin\chacijh01,21,COL,11.0,9,1,6,4.91,4.31,0.03,-0.20,112.6,4.59,0,0.0,.38,0.0,0.1,1,.495,.500,$400000,Amateur Free Agent
56,Jesse Chavez\chaveje01,25,PIT,67.1,73,0,33,4.41,4.49,0.16,-0.33,99.5,3.98,-3,-0.3,1.10,-0.2,0.1,2,.495,.498,$402000,Traded
57,Anthony Claggett\claggan01,24,PIT,1.0,1,0,1,9.00,4.15,0.26,-0.31,100.0,3.58,-1,-0.1,.11,0.0,0.0,-1,.441,.500,,Waivers
58,Tyler Clippard\clippty01,24,WSN,60.1,41,0,20,2.98,4.57,-0.24,-0.30,101.2,4.56,10,1.1,.84,-0.2,1.4,16,.527,.507,$400000,Traded
59,Todd Coffey\coffeto01,28,MIL,83.2,78,0,28,3.01,4.42,0.01,-0.33,97.6,3.98,9,0.9,1.37,0.0,1.7,16,.512,.506,$800002,Waivers
60,Jesus Colome\colomje01,31,2TM,21.1,21,0,18,7.59,4.67,-0.25,-0.34,99.2,4.55,-7,-0.7,.99,-0.1,-0.6,-5,.465,.497,,Free Agency
61,Clay Condrey\condrcl01,33,PHI,42.0,45,0,17,3.64,4.71,0.11,-0.35,100.3,4.27,3,0.3,1.08,-0.1,0.6,6,.507,.502,$650000,Free Agency
62,Jose Contreras\contrjo01,37,COL,17.0,7,2,3,1.59,4.49,0.04,-0.04,118.2,5.21,7,0.8,1.46,0.1,1.0,8,.608,.505,,Traded
63,Aaron Cook\cookaa01,30,COL,158.0,27,27,76,4.33,4.66,0.05,0.18,109.0,5.22,15,1.7,,-0.1,2.9,29,.562,.510,$9375000,Amateur Draft
64,Francisco Cordero\cordefr01,34,CIN,66.2,68,0,21,2.84,4.48,0.11,-0.33,100.2,4.05,9,0.9,1.68,0.2,1.7,15,.514,.506,$12125000,Free Agency
65,Manny Corpas\corpama01,26,COL,33.2,35,0,22,5.88,4.58,0.05,-0.34,110.8,4.64,-5,-0.5,.93,-0.1,-0.2,-2,.486,.497,$750000,Amateur Free Agent
66,Kevin Correia\correke01,28,SDP,198.0,33,33,92,4.18,4.42,-0.09,0.17,90.9,4.25,1,0.1,,-0.1,1.7,18,.504,.501,$750000,Free Agency
67,Neal Cotts*\cottsne01,29,CHC,11.0,19,0,9,7.36,4.84,-0.16,-0.36,103.1,4.78,-3,-0.3,1.07,0.0,-0.3,-2,.483,.498,$1100000,Traded
68,Johnny Cueto\cuetojo01,23,CIN,171.1,30,30,90,4.73,4.42,0.12,0.17,100.5,4.49,-5,-0.5,,-0.1,0.9,10,.484,.497,$418000,Amateur Free Agent
69,Matt Daley\daleyma01,27,COL,51.0,57,0,24,4.24,4.56,0.04,-0.34,110.9,4.65,2,0.2,1.15,-0.1,0.6,7,.504,.501,$400000,Amateur Free Agent
70,Dave Davidson*\davidda01,25,FLA,1.0,1,0,5,45.00,4.87,-0.42,-0.36,104.0,5.13,-4,-0.3,.06,0.1,-0.2,-4,.192,.498,,Waivers
71,Doug Davis*\davisdo02,33,ARI,203.1,34,34,101,4.47,4.45,0.02,0.17,105.1,4.83,8,0.8,,-0.1,2.4,25,.524,.505,$8750000,Traded
72,Frankie De La Cruz\delaceu01,25,SDP,3.1,3,0,2,5.40,4.41,-0.08,-0.32,81.3,3.39,-1,-0.1,.05,0.0,0.0,0,.475,.500,$400000,Purchased
73,Jorge De La Rosa*\rosajo01,28,COL,185.0,33,32,95,4.62,4.50,0.04,0.17,111.9,5.18,11,1.2,.55,-0.1,2.6,27,.536,.507,$2000000,Traded
74,Ryan Dempster\dempsry01,32,CHC,200.0,31,31,94,4.23,4.49,-0.15,0.17,104.6,5.03,17,1.9,,-0.1,3.5,35,.561,.512,$9000000,Free Agency
75,Elmer Dessens\desseel01,38,NYM,32.2,28,0,12,3.31,4.68,-0.01,-0.34,96.6,4.20,3,0.3,.46,-0.2,0.5,6,.512,.502,,Free Agency
76,Ross Detwiler*\detwiro01,23,WSN,75.2,15,14,43,5.11,4.60,-0.34,0.17,102.6,5.24,1,0.1,.27,-0.1,0.7,8,.507,.501,$400000,Amateur Draft
77,Mark DiFelice\difelma01,32,MIL,51.2,59,0,21,3.66,4.45,0.01,-0.33,97.2,4.00,2,0.2,1.10,-0.1,0.6,6,.503,.501,$403000,Free Agency
78,Tim Dillard\dillati01,25,MIL,4.1,2,0,6,12.46,4.53,0.01,-0.33,93.2,3.90,-4,-0.4,.94,0.0,-0.3,-4,.321,.498,,Amateur Draft
79,Brendan Donnelly\donnebr01,37,FLA,25.1,30,0,8,2.84,4.48,-0.29,-0.33,100.7,4.47,5,0.5,1.44,0.1,0.8,7,.516,.503,,Free Agency
80,Zach Duke*\dukeza01,26,PIT,213.0,32,32,101,4.27,4.46,0.17,0.17,99.0,4.42,3,0.3,,-0.2,2.0,22,.511,.502,$2200000,Amateur Draft
81,Phil Dumatrait*\dumatph01,27,PIT,13.0,15,0,11,7.62,4.67,0.18,-0.34,99.0,4.11,-5,-0.5,1.39,-0.1,-0.5,-4,.466,.497,$401500,Waivers
82,Chad Durbin\durbich01,31,PHI,69.2,59,0,38,4.91,4.62,0.10,-0.34,100.0,4.18,-6,-0.6,.92,-0.1,-0.1,0,.490,.496,$1635000,Free Agency
83,Adam Eaton\eatonad01,31,COL,8.0,4,0,5,5.63,4.33,0.05,-0.32,117.7,4.67,-1,-0.1,.73,0.0,0.0,0,.478,.499,,Free Agency
84,Mike Ekstrom\ekstrmi01,25,SDP,18.1,12,0,14,6.87,4.45,-0.09,-0.33,94.1,3.96,-6,-0.6,.37,0.1,-0.3,-4,.451,.496,$400800,Amateur Draft
85,Scott Elbert*\elbersc01,23,LAD,19.2,19,0,11,5.03,4.51,0.08,-0.33,95.2,3.90,-3,-0.3,.68,0.0,-0.1,-1,.486,.498,,Amateur Draft
86,Alan Embree*\embreal01,39,COL,24.2,36,0,18,6.57,4.66,0.05,-0.34,111.3,4.75,-5,-0.5,1.31,-0.1,-0.4,-3,.486,.497,$2000000,Free Agency
87,Sergio Escalona*\escalse01,24,PHI,13.2,14,0,7,4.61,4.69,0.10,-0.35,99.0,4.20,-1,-0.1,.44,0.0,0.1,1,.495,.500,$400000,Amateur Free Agent
88,Marco Estrada\estrama01,25,WSN,7.1,4,1,6,7.36,4.98,-0.27,-0.19,102.6,5.19,-2,-0.2,.48,0.0,-0.1,-1,.456,.499,$400000,Amateur Draft
89,Scott Eyre*\eyresc01,37,PHI,30.0,42,0,6,1.80,4.60,0.10,-0.34,100.0,4.16,8,0.8,1.34,0.1,1.2,10,.520,.505,$2000000,Traded
90,Pedro Feliciano*\felicpe01,32,NYM,59.1,88,0,25,3.79,4.74,-0.01,-0.35,98.5,4.34,4,0.4,1.36,-0.1,0.8,9,.504,.502,$1612500,Free Agency
91,Nelson Figueroa\figuene01,35,NYM,70.1,16,10,33,4.22,4.53,-0.01,0.12,97.3,4.53,2,0.2,.84,-0.1,0.8,8,.515,.502,,Free Agency
92,Carlos Fisher\fisheca01,26,CIN,52.1,39,0,26,4.47,4.58,0.11,-0.29,99.3,4.14,-2,-0.2,.64,-0.1,0.2,3,.495,.499,$400000,Amateur Draft
93,Randy Flores*\florera01,33,COL,12.0,27,0,7,5.25,4.98,0.04,-0.37,108.4,4.96,0,0.0,1.18,0.0,0.0,1,.498,.500,,Free Agency
94,Josh Fogg\foggjo01,32,COL,45.2,24,1,20,3.94,4.56,0.04,-0.30,111.7,4.71,4,0.4,.57,-0.2,0.6,8,.517,.502,,Free Agency
95,Casey Fossum*\fossuca01,31,NYM,4.0,3,0,1,2.25,4.57,-0.01,-0.34,94.0,3.99,1,0.1,1.81,0.0,0.1,1,.527,.501,,Free Agency
96,Chad Fox\foxch02,38,CHC,0.1,2,0,5,135.00,8.18,-0.43,-0.59,96.0,7.70,-5,-0.4,.12,0.2,-0.2,-5,.301,.498,,Free Agency
97,Ryan Franklin\frankry01,36,STL,61.0,62,0,13,1.92,4.45,0.14,-0.33,96.9,3.86,13,1.4,1.61,0.3,2.2,18,.522,.509,$2500000,Free Agency
98,Ernesto Frieri\frierer01,23,SDP,2.0,2,0,0,0.00,4.14,-0.06,-0.31,93.7,3.65,1,0.1,.07,0.0,0.1,1,.543,.501,$400000,Amateur Free Agent
99,Jeff Fulchino\fulchje01,29,HOU,82.0,61,0,33,3.62,4.48,-0.01,-0.30,98.5,4.13,4,0.5,1.05,-0.1,1.1,12,.508,.503,$400000,Waivers
100,Sean Gallagher\gallase01,23,SDP,5.1,8,0,0,0.00,4.28,-0.08,-0.32,90.7,3.67,2,0.2,1.35,0.0,0.3,3,.529,.501,,Traded
101,Yovani Gallardo\gallayo01,23,MIL,185.2,30,30,78,3.78,4.35,0.01,0.17,97.0,4.37,12,1.3,,-0.1,2.7,28,.543,.508,$414000,Amateur Draft
102,Victor Garate*\garatvi01,24,WSN,2.0,4,0,5,22.50,6.11,-0.54,-0.45,102.3,6.34,-4,-0.3,.07,0.2,-0.2,-3,.414,.498,,Traded
103,Jon Garland\garlajo01,29,2TM,204.0,33,33,106,4.68,4.47,0.04,0.17,101.9,4.69,0,0.0,,-0.1,1.6,18,.500,.500,$6250000,Free Agency
104,Chad Gaudin\gaudich01,26,SDP,105.1,20,19,69,5.90,4.49,-0.08,0.16,95.1,4.49,-17,-1.6,2.24,-0.1,-0.8,-7,.420,.490,$2000000,Free Agency
105,Geoff Geary\gearyge01,32,HOU,20.0,16,0,19,8.55,4.56,-0.01,-0.34,99.1,4.19,-10,-1.0,1.14,-0.1,-0.9,-8,.440,.494,$1700000,Traded
106,Josh Geer\geerjo01,26,SDP,102.2,19,17,73,6.40,4.51,-0.10,0.17,88.8,4.24,-25,-2.3,.41,-0.1,-1.5,-16,.379,.486,,Amateur Draft
107,Sammy Gervacio\gervasa01,24,HOU,21.0,29,0,5,2.14,4.80,0.00,-0.35,97.6,4.35,5,0.5,.96,-0.1,0.7,7,.519,.503,,Amateur Free Agent
108,Ross Gload*\gloadro01,33,FLA,1.0,1,0,0,0.00,4.87,-0.23,-0.36,104.0,4.93,1,0.1,.00,0.0,0.0,1,.559,.500,$1900000,Traded
109,Mike Gonzalez*\gonzami02,31,ATL,74.1,80,0,28,3.39,4.62,-0.06,-0.34,98.8,4.28,7,0.8,1.47,0.0,1.5,14,.510,.505,$3450000,Traded
110,Tom Gordon\gordoto01,41,ARI,1.2,3,0,4,21.60,4.48,0.03,-0.33,100.8,4.15,-3,-0.3,.73,0.0,-0.3,-3,.398,.498,$500000,Free Agency
111,Tom Gorzelanny*\gorzeto01,26,2TM,47.0,22,7,30,5.74,4.45,-0.09,0.00,103.7,4.71,-5,-0.6,1.23,-0.1,-0.2,-1,.475,.498,$433000,Traded
112,John Grabow*\grabojo02,30,2TM,72.1,75,0,28,3.48,4.49,0.05,-0.33,100.6,4.15,5,0.5,1.10,-0.1,1.1,11,.507,.502,$2300000,Traded
113,Sean Green\greense01,30,NYM,69.2,79,0,37,4.78,4.68,-0.01,-0.34,97.1,4.22,-4,-0.5,1.05,-0.2,0.0,2,.494,.497,$471000,Traded
114,Luke Gregerson\gregelu01,25,SDP,75.0,72,0,29,3.48,4.46,-0.07,-0.33,91.7,3.86,3,0.3,1.47,-0.1,0.9,10,.504,.502,$400000,Traded
115,Kevin Gregg\greggke01,31,CHC,68.2,72,0,38,4.98,4.56,-0.14,-0.34,104.7,4.57,-3,-0.3,1.46,-0.2,0.1,3,.495,.498,$4200000,Traded
116,Jason Grilli\grillja01,32,COL,19.1,22,0,13,6.05,4.54,0.05,-0.33,114.9,4.78,-3,-0.3,.90,0.0,-0.1,-1,.487,.498,$800000,Traded
117,J.C. Gutierrez\gutieju01,25,ARI,71.0,65,0,33,4.18,4.59,0.02,-0.34,105.4,4.46,2,0.2,1.22,-0.1,0.7,8,.503,.501,$401000,Traded
118,Angel Guzman\guzmaan01,27,CHC,61.0,55,0,20,2.95,4.53,-0.14,-0.33,105.2,4.56,11,1.1,1.18,0.0,1.7,16,.521,.507,$421500,Free Agency
119,Eric Hacker\hackeer01,26,PIT,3.0,3,0,2,6.00,4.14,0.19,-0.31,102.6,3.74,-1,-0.1,.03,0.0,0.0,0,.474,.500,,Traded
120,Charlie Haeger\haegech01,25,LAD,19.0,6,3,7,3.32,4.32,0.09,0.10,92.5,4.01,1,0.2,.06,0.0,0.3,3,.526,.501,,Free Agency
121,Cole Hamels*\hamelco01,25,PHI,193.2,32,32,95,4.41,4.50,0.10,0.18,100.3,4.59,3,0.4,,-0.1,1.9,20,.511,.502,$4350000,Amateur Draft
122,Jason Hammel\hammeja01,26,COL,176.2,34,30,94,4.79,4.49,0.05,0.15,110.8,5.09,6,0.6,.42,-0.1,2.0,21,.518,.504,$422200,Traded
123,Mike Hampton*\hamptmi01,36,HOU,112.0,21,21,71,5.71,4.42,-0.01,0.17,98.5,4.53,-15,-1.4,,-0.1,-0.6,-5,.431,.491,$2000000,Free Agency
124,Joel Hanrahan\hanrajo01,27,2TM,64.0,67,0,40,5.63,4.59,-0.11,-0.34,100.4,4.39,-9,-0.9,1.13,-0.4,-0.7,-3,.487,.497,$420000,Traded
125,Craig Hansen\hansecr01,25,PIT,6.1,5,0,4,5.68,4.36,0.16,-0.32,96.9,3.76,-1,-0.1,.36,0.0,-0.1,-1,.472,.499,$825000,Traded
126,Tommy Hanson\hansoto01,22,ATL,127.2,21,21,42,2.96,4.62,-0.06,0.18,98.1,4.76,25,2.9,,-0.1,3.9,36,.637,.518,,Amateur Draft
127,J.A. Happ*\happja01,26,PHI,166.0,35,23,55,2.98,4.51,0.10,0.11,99.5,4.50,28,3.1,.48,-0.3,4.2,42,.587,.519,$405000,Amateur Draft
128,Aaron Harang\haranaa01,31,CIN,162.1,26,26,82,4.55,4.44,0.13,0.17,99.4,4.46,-2,-0.2,,-0.1,1.1,12,.493,.499,$14000000,Traded
129,Rich Harden\harderi01,27,CHC,141.0,26,26,74,4.72,4.53,-0.13,0.18,105.1,5.08,5,0.6,,-0.1,1.7,18,.522,.503,$7000000,Traded
130,Dan Haren\harenda01,28,ARI,229.1,33,33,83,3.26,4.53,0.02,0.18,104.8,4.91,42,4.7,,-0.2,6.5,62,.644,.529,$7500000,Traded
131,Kevin Hart\hartke01,26,2TM,81.0,18,14,55,6.11,4.49,0.06,0.14,103.5,4.73,-13,-0.9,.18,-0.1,-0.4,-6,.449,.496,$407500,Traded
132,LaTroy Hawkins\hawkila01,36,HOU,63.1,65,0,16,2.27,4.50,-0.01,-0.33,98.2,4.10,13,1.3,1.38,0.1,2.0,18,.521,.508,$3500000,Traded
133,Blake Hawksworth\hawksbl01,26,STL,40.0,30,0,10,2.25,4.59,0.14,-0.34,95.9,3.94,7,0.8,.75,-0.2,1.0,11,.526,.505,$400000,Amateur Draft
134,Aaron Heilman\heilmaa01,30,CHC,72.1,70,0,34,4.23,4.62,-0.14,-0.34,105.8,4.68,3,0.4,1.30,-0.1,0.9,10,.505,.502,$1625000,Traded
135,Matt Herges\hergema01,39,COL,9.1,9,0,4,3.86,4.52,0.05,-0.33,116.5,4.82,1,0.1,.38,-0.1,0.1,2,.512,.501,,Free Agency
136,Livan Hernandez\hernali01,34,2TM,183.2,31,31,112,5.49,4.63,-0.10,0.18,97.5,4.78,-15,-1.5,,-0.1,0.0,1,.453,.494,,Free Agency
137,Danny Herrera*\herreda01,24,CIN,61.2,70,0,30,4.38,4.70,0.12,-0.35,99.7,4.22,-1,-0.1,1.06,-0.1,0.3,4,.498,.499,$400000,Traded
138,Shawn Hill\hillsh01,28,SDP,12.0,3,3,7,5.25,4.49,-0.11,0.09,87.5,4.10,-2,-0.2,,0.0,-0.1,-1,.449,.499,$500000,Free Agency
139,Mike Hinckley*\hinckmi01,26,WSN,9.2,14,0,5,4.66,5.11,-0.30,-0.38,100.4,5.05,0,0.0,1.48,0.0,0.1,1,.503,.500,$400000,Free Agency
140,Alex Hinshaw*\hinshal01,26,SFG,6.0,9,0,8,12.00,4.72,0.08,-0.35,94.1,4.04,-5,-0.5,.19,0.2,-0.3,-5,.442,.497,$401750,Amateur Draft
141,Trevor Hoffman\hoffmtr01,41,MIL,54.0,55,0,11,1.83,4.46,0.01,-0.33,96.1,3.96,13,1.3,1.72,0.4,2.2,17,.524,.508,$6000000,Free Agency
142,Bob Howry\howrybo01,35,SFG,63.2,63,0,26,3.68,4.63,0.06,-0.34,101.2,4.28,4,0.4,1.06,-0.1,0.9,10,.507,.503,$2750000,Free Agency
143,Tim Hudson\hudsoti01,33,ATL,42.1,7,7,17,3.61,4.60,-0.07,0.18,96.5,4.68,5,0.5,,0.0,0.9,9,.577,.503,$15500000,Traded
144,Steven Jackson\jacksst01,27,PIT,43.0,40,0,20,4.19,4.48,0.17,-0.33,99.9,3.98,-1,-0.1,1.01,-0.1,0.2,3,.497,.499,$400000,Waivers
145,Paul Janish\janispa01,26,CIN,2.0,2,0,11,49.50,5.03,0.23,-0.37,100.0,4.43,-10,-0.7,.00,0.3,-0.3,-10,.170,.496,$400000,Amateur Draft
146,Ubaldo Jimenez\jimenub01,25,COL,218.0,33,33,87,3.59,4.42,0.04,0.17,110.4,5.02,34,3.8,,-0.2,5.5,53,.617,.524,$750000,Amateur Free Agent
