Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
148,Sterling Hitchcock*\hitchst01,33,SDP,21.1,4,4,15,6.33,4.86,-0.06,0.19,85.8,4.38,-5,-0.4,,0.0,-0.3,-3,.392,.497,,Free Agency
149,Trevor Hoffman\hoffmtr01,36,SDP,54.2,55,0,14,2.30,4.57,-0.05,-0.34,89.7,3.84,9,0.9,1.97,0.3,1.8,14,.517,.506,$2500000,Traded
150,Joe Horgan*\horgajo01,27,MON,40.0,47,0,18,4.05,4.93,0.29,-0.36,106.0,4.53,2,0.2,1.24,-0.1,0.5,6,.504,.501,,Traded
151,Ben Howard\howarbe01,25,FLA,37.2,31,0,23,5.50,4.67,0.09,-0.34,96.1,4.08,-6,-0.6,.85,0.0,-0.3,-3,.480,.496,,Traded
152,Luke Hudson\hudsolu01,27,CIN,48.1,9,9,16,2.98,4.60,0.04,0.18,99.9,4.74,9,1.0,,0.0,1.4,14,.612,.506,,Traded
153,Kazuhisa Ishii*\ishiika01,30,LAD,172.0,31,31,97,5.08,4.64,0.35,0.18,96.7,4.32,-15,-1.5,,-0.1,-0.1,1,.452,.491,$2975000,Free Agency
154,Jason Isringhausen\isrinja01,31,STL,75.1,74,0,27,3.23,4.58,0.17,-0.34,98.6,4.01,6,0.6,1.55,0.0,1.3,13,.509,.504,$7750000,Free Agency
155,Edwin Jackson\jacksed01,20,LAD,24.2,8,5,20,7.30,4.77,0.38,0.08,98.2,4.39,-8,-0.8,.17,0.0,-0.5,-6,.406,.495,,Amateur Draft
156,Kevin Jarvis\jarvike01,34,COL,2.0,2,0,6,27.00,5.54,-0.26,-0.41,117.3,6.33,-5,-0.4,.98,0.0,-0.4,-4,.309,.498,,Free Agency
157,Jason Jennings\jennija01,25,COL,201.0,33,33,125,5.60,4.79,-0.16,0.19,113.2,5.81,4,0.4,,-0.1,2.0,22,.512,.502,$340000,Amateur Draft
158,Randy Johnson*\johnsra05,40,ARI,245.2,35,35,88,3.22,4.81,-0.03,0.19,107.0,5.38,58,6.5,,-0.2,8.4,81,.686,.540,$16000000,Free Agency
159,Mike Johnston*\johnsmi03,25,PIT,22.2,24,0,16,6.35,4.87,-0.15,-0.36,103.3,4.81,-4,-0.4,1.06,-0.1,-0.3,-2,.483,.498,$300000,Amateur Draft
160,Todd Jones\jonesto02,36,2TM,82.1,78,0,39,4.26,4.69,0.06,-0.35,98.1,4.20,-1,-0.1,1.44,-0.1,0.5,7,.499,.500,$500000,Free Agency
161,Joe Kennedy*\kennejo04,25,COL,162.1,27,27,68,3.77,4.87,-0.15,0.19,114.8,5.98,39,4.4,,-0.1,5.6,54,.661,.527,$320000,Traded
162,Logan Kensing\kensilo01,21,FLA,13.2,5,3,15,9.88,4.84,0.11,0.07,93.6,4.49,-8,-0.7,.03,0.1,-0.5,-7,.355,.496,,Amateur Draft
163,Masao Kida\kidama01,35,LAD,4.2,3,0,0,0.00,4.02,0.29,-0.30,104.3,3.58,2,0.2,.11,-0.1,0.1,2,.565,.501,,Free Agency
164,Brooks Kieschnick\kiescbr01,32,MIL,43.0,32,0,19,3.98,4.89,-0.12,-0.36,100.6,4.68,3,0.3,1.03,-0.1,0.6,7,.510,.502,$380000,Free Agency
165,Sun-Woo Kim\kimsu01,26,MON,135.2,43,17,80,5.31,4.81,0.31,0.04,104.9,4.75,-9,-0.9,.59,-0.1,0.2,4,.479,.495,$303000,Traded
166,Ray King*\kingra01,30,STL,62.0,86,0,19,2.76,4.71,0.18,-0.35,98.5,4.12,9,0.9,1.11,-0.1,1.4,15,.511,.506,$900000,Traded
167,Matt Kinney\kinnema01,27,MIL,62.1,32,6,41,5.92,4.98,-0.13,-0.14,98.7,4.90,-7,-0.7,.72,0.0,-0.2,-2,.477,.495,$400000,Traded
168,Steve Kline*\klinest02,31,STL,50.1,67,0,12,2.15,4.62,0.18,-0.34,99.0,4.06,10,1.1,1.32,0.1,1.6,15,.516,.507,$1700000,Free Agency
169,Billy Koch\kochbi01,29,FLA,25.2,23,0,10,3.51,4.65,0.08,-0.34,92.6,3.91,1,0.1,.54,-0.1,0.3,3,.505,.501,,Traded
170,Danny Kolb\kolbda01,29,MIL,57.1,64,0,22,3.45,4.74,-0.13,-0.35,101.7,4.60,7,0.7,1.79,0.2,1.4,12,.511,.504,$1500000,Free Agency
171,Mike Koplove\koplomi01,27,ARI,86.2,76,0,42,4.36,4.85,-0.04,-0.36,106.3,4.82,4,0.4,1.41,-0.1,1.1,12,.505,.503,$330000,Amateur Draft
172,Marc Kroon\kroonma01,31,COL,6.0,6,0,4,6.00,4.74,-0.15,-0.35,119.1,5.41,0,0.0,.76,0.0,0.0,0,.493,.500,,Free Agency
173,Brian Lawrence\lawrebr02,28,SDP,203.0,34,34,101,4.48,4.74,-0.06,0.18,91.1,4.54,1,0.1,,-0.1,1.6,19,.502,.500,$925000,Amateur Draft
174,Jon Leicester\leicejo01,25,CHC,41.2,32,0,20,4.32,4.90,-0.10,-0.36,102.0,4.74,2,0.2,1.07,-0.1,0.5,6,.506,.501,,Amateur Draft
175,Al Leiter*\leiteal01,38,NYM,173.2,30,30,65,3.37,4.64,-0.21,0.18,101.1,5.09,32,3.5,,-0.1,4.9,48,.618,.522,$10295600,Traded
176,Brad Lidge\lidgebr01,27,HOU,94.2,80,0,21,2.00,4.64,0.12,-0.34,100.2,4.18,23,2.3,1.70,0.6,3.8,31,.529,.514,$360000,Amateur Draft
177,Cory Lidle\lidleco01,32,2TM,211.1,34,34,123,5.24,4.74,0.06,0.18,99.9,4.85,-10,-0.9,,-0.1,0.7,10,.473,.495,$2750000,Free Agency
178,Jose Lima\limajo01,31,LAD,170.1,36,24,81,4.28,4.66,0.37,0.14,97.2,4.31,0,0.0,.79,-0.1,1.3,15,.499,.500,,Free Agency
179,Mike Lincoln\lincomi01,29,STL,17.1,13,0,12,6.23,4.50,0.18,-0.33,99.0,3.96,-4,-0.4,1.38,-0.1,-0.4,-3,.466,.497,$450000,Free Agency
180,Scott Linebrink\linebsc01,27,SDP,84.0,73,0,22,2.36,4.75,-0.05,-0.35,92.0,4.09,16,1.6,1.43,0.2,2.5,24,.522,.510,$326000,Waivers
181,Pedro Liriano\liriape01,23,MIL,15.2,11,0,10,5.74,5.00,-0.13,-0.37,101.5,4.83,-2,-0.2,.40,0.0,0.0,0,.485,.499,,Traded
182,Braden Looper\loopebr01,29,NYM,83.1,71,0,28,3.02,4.68,-0.23,-0.35,100.0,4.56,14,1.4,1.52,0.2,2.4,22,.520,.509,$2000000,Free Agency
183,Javier Lopez*\lopezja02,26,COL,40.2,64,0,34,7.52,4.89,-0.16,-0.36,113.4,5.32,-10,-1.0,1.08,-0.1,-0.8,-6,.484,.494,$317500,Traded
184,Noah Lowry*\lowryno01,23,SFG,92.0,16,14,41,4.01,4.83,-0.28,0.16,99.4,5.23,12,1.3,.10,-0.1,2.0,21,.581,.508,,Amateur Draft
185,Greg Maddux\maddugr01,38,CHC,212.2,33,33,103,4.36,4.66,-0.11,0.18,101.4,5.02,15,1.5,,-0.1,3.2,34,.547,.509,$6000000,Free Agency
186,Ryan Madson\madsory01,23,PHI,77.0,52,1,23,2.69,4.63,0.09,-0.34,105.6,4.43,15,1.5,1.27,0.0,2.2,22,.529,.509,$300000,Amateur Draft
187,Gary Majewski\majewga01,24,MON,21.0,16,0,15,6.43,4.87,0.34,-0.36,105.4,4.40,-5,-0.5,.77,0.0,-0.3,-3,.470,.497,,Traded
188,Matt Mantei\mantema01,30,ARI,10.2,12,0,15,12.66,4.92,-0.04,-0.36,108.4,4.99,-9,-0.9,1.55,-0.3,-1.0,-8,.428,.495,$7000000,Traded
189,Josias Manzanillo\manzajo01,36,FLA,32.1,26,0,24,6.68,4.60,0.10,-0.34,94.1,3.91,-10,-1.0,.94,0.0,-0.7,-7,.462,.494,,Free Agency
190,Jason Marquis\marquja01,25,STL,201.1,32,32,90,4.02,4.50,0.20,0.17,98.7,4.42,8,0.8,,-0.1,2.4,27,.526,.505,$525000,Traded
191,Tom Martin*\martito02,34,2TM,45.1,76,0,20,3.97,4.94,0.34,-0.36,96.7,4.10,0,0.0,1.30,-0.1,0.4,5,.501,.500,$1400000,Traded
192,Mike Matthews*\matthmi01,30,CIN,30.0,35,0,22,6.60,4.79,0.05,-0.35,96.9,4.26,-8,-0.8,.93,0.0,-0.6,-5,.478,.495,,Free Agency
193,Sam McConnell*\mcconsa02,28,ATL,9.1,10,0,4,3.86,4.73,0.31,-0.35,98.9,4.02,0,0.0,.76,0.0,0.1,1,.501,.500,,Free Agency
194,Cody McKay\mckayco01,30,STL,2.0,1,0,0,0.00,3.88,0.18,-0.29,96.0,3.28,1,0.1,.02,0.0,0.1,1,.577,.500,$300000,Free Agency
195,Marty McLeary\mcleama01,29,SDP,3.2,3,0,6,14.73,4.39,-0.07,-0.32,94.4,3.91,-4,-0.4,.05,0.2,-0.2,-4,.368,.498,,Traded
196,Brian Meadows\meadobr01,28,PIT,78.0,68,0,40,4.62,4.81,-0.15,-0.33,99.3,4.60,0,0.0,1.06,-0.2,0.5,7,.499,.500,$625000,Free Agency
197,Kent Mercker*\merckke01,36,CHC,53.0,71,0,15,2.55,4.76,-0.09,-0.35,101.9,4.58,12,1.2,1.14,0.0,1.7,17,.517,.507,$1200000,Free Agency
198,Jose Mesa\mesajo01,38,PIT,69.1,70,0,26,3.38,4.70,-0.15,-0.35,98.6,4.44,8,0.8,1.58,0.1,1.5,14,.512,.505,$800000,Free Agency
199,Dan Meyer*\meyerda02,22,ATL,2.0,2,0,0,0.00,4.34,0.25,-0.32,98.0,3.69,1,0.1,.05,0.0,0.1,1,.542,.501,,Amateur Draft
200,Dan Miceli\micelda01,33,HOU,77.2,74,0,34,3.94,4.75,0.19,-0.35,100.5,4.24,2,0.2,1.43,-0.1,0.8,9,.503,.501,$600000,Conditional Deal
201,Wade Miller\millewa04,27,HOU,88.2,15,15,35,3.55,4.82,0.19,0.19,101.5,4.88,13,1.4,,-0.1,2.1,21,.591,.508,$3400000,Amateur Draft
202,Kevin Millwood\millwke01,29,PHI,141.0,25,25,81,5.17,4.64,0.10,0.17,104.8,4.95,-4,-0.4,,-0.1,0.7,9,.484,.497,$11000000,Free Agency
203,Eric Milton*\miltoer01,28,PHI,201.0,34,34,110,4.93,4.61,0.10,0.18,104.3,4.90,-1,-0.1,,-0.1,1.4,17,.496,.499,$9000000,Traded
204,Sergio Mitre\mitrese01,23,CHC,51.2,12,9,38,6.62,4.65,-0.12,0.13,99.9,4.89,-10,-1.0,.04,0.0,-0.5,-5,.420,.494,$305000,Amateur Draft
205,Orber Moreno\morenor01,27,NYM,34.2,33,0,17,4.41,4.83,-0.21,-0.36,99.4,4.66,1,0.1,.97,-0.1,0.3,4,.502,.500,$317500,Free Agency
206,Matt Morris\morrima01,29,STL,202.0,32,32,116,5.17,4.62,0.20,0.17,98.2,4.51,-16,-1.5,,-0.1,0.0,3,.452,.491,$12500000,Free Agency
207,Guillermo Mota\motagu01,30,2TM,96.2,78,0,33,3.07,4.62,0.23,-0.34,97.1,3.93,9,0.9,1.49,0.0,1.7,18,.512,.504,$1475000,Traded
208,Peter Munro\munrope01,29,HOU,99.2,21,19,59,5.33,4.50,0.22,0.17,99.2,4.42,-11,-1.0,.64,-0.1,-0.2,-1,.451,.494,,Free Agency
209,Brett Myers\myersbr01,23,PHI,176.0,32,31,113,5.78,4.77,0.10,0.18,103.8,5.03,-15,-1.5,2.37,-0.1,-0.1,1,.453,.491,$362500,Amateur Draft
210,Rodney Myers\myersro01,35,LAD,2.0,1,0,0,0.00,3.88,0.27,-0.29,90.0,2.98,1,0.1,.13,0.0,0.1,1,.570,.500,,Free Agency
211,Aaron Myette\myettaa01,26,CIN,4.1,5,0,4,8.31,4.45,0.03,-0.33,98.5,4.03,-2,-0.2,.03,0.1,-0.1,-2,.459,.499,,Free Agency
212,Shane Nance*\nancesh01,26,ARI,12.1,19,0,11,8.03,4.72,-0.04,-0.35,106.9,4.72,-5,-0.5,1.22,-0.1,-0.4,-3,.476,.497,$307500,Traded
213,Blaine Neal\nealbl01,26,SDP,42.0,40,0,19,4.07,4.77,-0.06,-0.35,90.6,4.05,0,0.0,.72,-0.1,0.3,4,.499,.500,,Traded
214,Michael Neu\neumi01,26,FLA,4.0,1,0,2,4.50,5.50,0.11,-0.41,92.0,4.59,0,0.0,.11,0.0,0.0,0,.502,.500,,Traded
215,C.J. Nitkowski*\nitkoc.01,31,ATL,20.0,22,0,11,4.95,4.74,0.28,-0.35,98.4,4.05,-2,-0.2,.34,0.0,0.0,0,.491,.499,$375000,Free Agency
216,Hideo Nomo\nomohi01,35,LAD,84.0,18,18,77,8.25,4.70,0.38,0.17,98.3,4.41,-36,-3.1,,-0.1,-2.4,-28,.328,.481,$9000000,Free Agency
217,Phil Norton*\nortoph01,28,CIN,65.2,69,0,41,5.62,4.87,0.04,-0.36,98.6,4.41,-9,-0.9,.81,-0.1,-0.4,-3,.487,.494,$303500,Traded
218,Abraham Nunez\nunezab01,28,PIT,0.1,1,0,0,0.00,4.78,-0.11,-0.35,98.0,4.46,0,0.0,.00,0.0,0.0,0,.517,.500,$625000,Traded
219,Vladimir Nunez\nunezvl01,29,COL,25.2,22,0,22,7.71,4.71,-0.14,-0.35,118.3,5.32,-7,-0.7,1.56,-0.2,-0.7,-5,.469,.496,$700000,Free Agency
220,Wes Obermueller\obermwe01,27,MIL,118.0,25,20,80,6.10,4.81,-0.13,0.14,99.9,5.08,-14,-1.3,.42,-0.1,-0.4,-3,.446,.492,$314000,Traded
221,Tomo Ohka\ohkato01,28,MON,84.2,15,15,40,4.25,4.66,0.34,0.18,103.9,4.67,4,0.4,,-0.1,1.0,11,.525,.502,$2337500,Traded
222,Darren Oliver*\oliveda02,33,2TM,72.2,27,10,50,6.19,4.80,0.12,0.02,98.3,4.62,-13,-1.2,.40,0.0,-0.6,-6,.454,.495,$750000,Free Agency
223,Eddie Oropesa*\oropeed01,32,SDP,9.0,16,0,12,12.00,5.31,-0.05,-0.39,86.9,4.32,-8,-0.8,.99,0.0,-0.7,-7,.453,.495,$600000,Free Agency
224,Russ Ortiz\ortizru01,30,ATL,204.2,34,34,98,4.31,4.60,0.26,0.18,99.2,4.49,3,0.3,,-0.1,1.9,22,.509,.502,$6200000,Traded
225,Antonio Osuna\osunaan01,31,SDP,36.2,31,0,11,2.70,4.64,-0.05,-0.34,91.7,3.99,5,0.5,1.00,-0.1,0.8,8,.517,.503,$750000,Free Agency
226,Roy Oswalt\oswalro01,26,HOU,237.0,36,35,100,3.80,4.62,0.19,0.18,99.7,4.59,20,2.1,1.86,-0.2,3.9,42,.558,.513,$3250000,Amateur Draft
227,Akinori Otsuka\otsukak01,32,SDP,77.1,73,0,16,1.86,4.66,-0.05,-0.34,91.3,3.99,18,1.8,1.56,0.4,2.9,25,.525,.511,$700000,Free Agency
228,Juan Padilla\padilju01,27,CIN,14.1,12,0,17,10.67,4.46,0.05,-0.33,99.8,4.08,-11,-1.0,.57,0.2,-0.7,-9,.417,.494,,Waivers
229,Vicente Padilla\padilvi01,26,PHI,115.1,20,20,63,4.92,4.52,0.10,0.18,105.4,4.84,-1,-0.1,,-0.1,0.8,9,.493,.499,$2600000,Traded
230,Jose Parra\parrajo01,31,NYM,14.0,13,0,6,3.86,5.02,-0.21,-0.37,97.6,4.74,1,0.1,.67,-0.1,0.2,3,.510,.501,,Free Agency
231,John Patterson\pattejo02,26,MON,98.1,19,19,58,5.31,4.67,0.28,0.18,102.6,4.69,-7,-0.7,,-0.1,0.1,2,.463,.496,$310000,Traded
232,Carl Pavano\pavanca01,28,FLA,222.1,31,31,80,3.24,4.69,0.10,0.18,96.2,4.59,33,3.5,,-0.2,5.3,53,.614,.522,$3800000,Traded
233,Josh Pearce\pearcjo01,26,STL,2.1,3,0,1,3.86,4.38,0.24,-0.32,104.7,4.00,0,0.0,.33,0.0,0.0,0,.501,.500,,Amateur Draft
234,Jake Peavy\peavyja01,23,SDP,166.1,27,27,49,2.65,4.68,-0.05,0.18,91.2,4.48,33,3.6,,-0.1,4.9,48,.634,.522,$350000,Amateur Draft
235,Brad Penny\pennybr01,26,2TM,143.0,24,24,55,3.46,4.65,0.11,0.18,94.5,4.46,15,1.6,,-0.1,2.7,28,.568,.509,$3725000,Traded
236,Odalis Perez*\perezod01,26,LAD,196.1,31,31,76,3.48,4.69,0.34,0.18,98.2,4.45,20,2.2,,-0.1,3.7,38,.570,.513,$5000000,Traded
237,Oliver Perez*\perezol01,22,PIT,196.0,30,30,71,3.26,4.79,-0.11,0.19,99.3,5.04,38,4.2,,-0.1,5.7,56,.640,.526,$321000,Traded
238,Matt Perisho*\perisma01,29,FLA,47.0,66,0,23,4.40,4.84,0.09,-0.36,96.0,4.21,-1,-0.1,1.43,-0.1,0.2,3,.498,.499,$325000,Free Agency
239,Andy Pettitte*\pettian01,32,HOU,83.0,15,15,37,4.01,4.50,0.18,0.17,100.0,4.49,4,0.4,,-0.1,1.1,12,.528,.503,$5500000,Free Agency
240,Tommy Phelps*\phelpto01,30,FLA,34.0,19,4,20,5.29,4.67,0.09,-0.05,94.5,4.28,-4,-0.4,1.35,-0.1,-0.2,-1,.479,.498,$307500,Free Agency
241,Travis Phelps\phelptr01,26,MIL,6.0,4,0,7,10.50,4.79,-0.16,-0.35,100.4,4.62,-4,-0.4,.71,0.0,-0.3,-3,.408,.498,,Free Agency
242,Brian Powell\powelbr01,30,PHI,39.1,17,2,23,5.26,4.76,0.10,-0.17,104.6,4.69,-3,-0.3,.56,0.0,0.1,1,.484,.498,,Free Agency
243,Andy Pratt*\prattan01,24,CHC,1.2,4,0,4,21.60,6.48,-0.08,-0.48,98.8,6.00,-3,-0.3,1.22,0.0,-0.3,-3,.431,.498,$300000,Traded
244,Mark Prior\priorma01,23,CHC,118.2,21,21,53,4.02,4.75,-0.09,0.18,103.9,5.21,15,1.6,,-0.1,2.6,26,.577,.510,$3150000,Amateur Draft
245,Brandon Puffer\puffebr01,28,SDP,18.0,14,0,13,6.50,4.70,-0.06,-0.35,99.4,4.40,-4,-0.4,.36,0.1,-0.2,-3,.470,.497,,Free Agency
246,Chad Qualls\quallch01,25,HOU,33.0,25,0,13,3.55,4.61,0.21,-0.34,102.1,4.14,2,0.2,1.17,-0.1,0.5,5,.508,.501,,Amateur Draft
247,Elizardo Ramirez\ramirel01,21,PHI,15.0,7,0,8,4.80,4.98,0.11,-0.22,103.9,4.83,0,0.0,.09,0.0,0.1,1,.500,.500,,Amateur Free Agent
248,Horacio Ramirez*\ramirho01,24,ATL,60.1,10,9,24,3.58,4.40,0.27,0.16,102.6,4.40,5,0.6,.29,0.0,1.0,11,.555,.503,$330000,Amateur Draft
249,Steve Randolph*\randost01,30,ARI,81.2,45,6,56,6.17,4.89,-0.04,-0.18,107.1,5.08,-10,-1.0,.78,-0.1,-0.4,-3,.477,.494,$322500,Free Agency
250,Jon Rauch\rauchjo01,25,MON,23.1,9,2,4,1.54,4.86,0.25,-0.11,103.4,4.65,8,0.9,.83,-0.1,1.0,10,.595,.505,,Traded
251,Tim Redding\redditi01,26,HOU,100.2,27,17,73,6.53,4.60,0.23,0.10,99.8,4.46,-24,-2.2,.35,0.0,-1.3,-14,.418,.486,$395000,Amateur Draft
252,Steve Reed\reedst01,39,COL,66.0,65,0,29,3.95,4.87,-0.16,-0.36,113.0,5.28,9,1.0,1.24,0.0,1.5,16,.515,.506,$600000,Free Agency
253,Brian Reith\reithbr01,26,CIN,26.0,22,0,21,7.27,4.61,0.04,-0.34,97.9,4.14,-9,-0.9,1.11,-0.1,-0.8,-7,.459,.494,$327250,Waivers
254,Chris Reitsma\reitsch01,26,ATL,79.2,84,0,38,4.29,4.74,0.27,-0.35,99.7,4.10,-2,-0.2,1.28,-0.2,0.3,5,.498,.499,$950000,Traded
255,Mike Remlinger*\remlimi01,38,CHC,36.2,48,0,16,3.93,4.71,-0.09,-0.35,102.8,4.58,3,0.3,1.63,0.0,0.6,6,.505,.502,$3983333,Free Agency
256,Alberto Reyes\reyesal01,34,STL,12.0,12,2,1,0.75,4.51,0.14,-0.21,103.4,4.30,5,0.5,.60,-0.1,0.5,6,.541,.503,,Free Agency
257,Shane Reynolds\reynosh01,36,ARI,2.0,1,1,6,27.00,5.39,-0.07,0.21,112.0,6.35,-5,-0.3,,0.0,-0.3,-4,.190,.498,$1000000,Free Agency
258,John Riedling\riedljo01,28,CIN,77.2,70,0,54,6.26,4.71,0.05,-0.35,97.4,4.20,-18,-1.8,1.02,-0.2,-1.3,-11,.474,.489,$650000,Free Agency
259,Grant Roberts\robergr01,26,NYM,4.2,4,0,9,17.36,4.70,-0.34,-0.35,98.0,4.59,-7,-0.6,.56,0.1,-0.4,-6,.354,.496,$319500,Free Agency
260,Willis Roberts\roberwi01,29,PIT,12.0,9,0,7,5.25,4.63,-0.14,-0.34,94.1,4.17,-1,-0.1,.77,0.0,-0.1,0,.483,.499,,Free Agency
261,Felix Rodriguez\rodrife01,31,2TM,65.2,76,0,25,3.43,4.83,-0.17,-0.36,101.2,4.71,9,0.9,1.58,0.1,1.6,15,.512,.503,$3050000,Traded
262,Kirk Rueter*\rueteki01,33,SFG,190.1,33,33,108,5.11,4.74,-0.34,0.18,101.9,5.36,5,0.5,,-0.1,2.0,22,.514,.503,$6133333,Traded
263,Glendon Rusch*\ruschgl01,29,CHC,129.2,32,16,54,3.75,4.90,-0.11,0.09,100.8,5.14,19,2.1,1.04,-0.1,3.1,31,.564,.513,,Free Agency
264,Chris Saenz\saenzch01,22,MIL,6.0,1,1,0,0.00,5.36,-0.08,0.21,102.0,5.76,4,0.4,,0.0,0.5,4,.926,.503,,Free Agency
265,Duaner Sanchez\sanchdu01,24,LAD,80.0,67,0,34,3.83,4.78,0.36,-0.35,96.8,3.94,1,0.1,.67,-0.2,0.6,8,.501,.500,$305000,Waivers
266,Jesus Sanchez*\sanchje01,29,CIN,14.1,3,3,12,7.53,5.39,0.05,0.21,96.0,5.33,-4,-0.3,,0.0,-0.2,-2,.391,.498,,Free Agency
267,Victor Santos\santovi01,27,MIL,154.0,31,28,95,5.55,4.81,-0.12,0.17,101.7,5.20,-7,-0.7,.57,-0.1,0.5,7,.478,.496,,Free Agency
268,Jason Schmidt\schmija01,31,SFG,225.0,32,32,84,3.36,4.71,-0.23,0.18,101.7,5.21,45,5.0,,-0.2,6.8,66,.657,.531,$7937500,Traded
269,Rudy Seanez\seaneru01,35,FLA,23.0,23,0,7,2.74,4.66,0.08,-0.34,94.4,4.01,3,0.3,1.27,0.0,0.5,5,.514,.502,,Traded
270,Jae Weong Seo\seoja01,27,NYM,117.2,24,21,67,5.12,4.72,-0.24,0.16,98.2,5.03,-2,-0.2,1.34,-0.1,0.7,9,.493,.499,,Amateur Free Agent
271,Scott Service\servisc01,37,ARI,20.1,21,0,17,7.52,5.15,-0.04,-0.38,105.9,5.09,-6,-0.6,1.22,-0.1,-0.5,-4,.474,.497,,Free Agency
272,Ben Sheets\sheetbe01,25,MIL,237.0,34,34,85,3.23,4.74,-0.10,0.18,101.5,5.10,48,5.4,,-0.2,7.2,70,.658,.533,$2425000,Amateur Draft
273,Jason Simontacchi\simonja01,30,STL,15.1,13,0,10,5.87,4.56,0.22,-0.34,96.6,3.86,-3,-0.3,.30,0.1,-0.1,-2,.473,.498,$350000,Free Agency
274,Allan Simpson\simpsal01,26,COL,39.0,32,0,26,6.00,4.82,-0.14,-0.35,118.3,5.44,-3,-0.3,.75,0.0,0.0,1,.492,.498,,Traded
275,Aaron Small\smallaa01,32,FLA,16.1,7,0,15,8.27,4.48,0.12,-0.21,93.2,3.87,-8,-0.7,.95,0.0,-0.6,-7,.394,.495,,Free Agency
276,Travis Smith\smithtr01,31,ATL,40.2,16,4,28,6.20,4.82,0.29,-0.06,99.3,4.44,-8,-0.8,.71,0.0,-0.4,-4,.451,.495,,Free Agency
277,John Smoltz\smoltjo01,37,ATL,81.2,73,0,25,2.76,4.70,0.23,-0.35,98.7,4.07,12,1.2,1.68,0.2,2.1,19,.516,.507,$11666667,Free Agency
278,Ian Snell\snellia01,22,PIT,12.0,3,1,10,7.50,4.91,-0.14,0.10,102.8,5.29,-3,-0.3,.46,0.0,-0.2,-2,.407,.498,,Amateur Draft
279,Steve Sparks\sparkst01,38,ARI,120.2,29,18,89,6.64,5.00,-0.04,0.11,103.3,5.32,-18,-1.7,.32,0.0,-0.7,-7,.440,.489,$500000,Free Agency
280,Russ Springer\sprinru01,35,HOU,13.2,16,0,4,2.63,4.60,0.22,-0.34,99.2,4.01,2,0.2,.64,-0.1,0.3,3,.513,.501,,Free Agency
281,Mike Stanton*\stantmi02,37,NYM,77.0,83,0,32,3.74,4.77,-0.22,-0.35,99.3,4.61,7,0.7,1.37,0.0,1.4,14,.509,.504,$3000000,Free Agency
282,Denny Stark\starkde01,29,COL,26.0,6,6,43,14.88,5.06,-0.22,0.20,103.0,5.64,-27,-1.8,,0.0,-1.6,-24,.195,.489,$321000,Traded
283,Scott Stewart*\stewasc01,28,LAD,12.1,11,0,8,5.84,4.89,0.41,-0.36,101.9,4.20,-2,-0.2,.71,0.0,-0.1,-1,.479,.499,,Conditional Deal
284,Ricky Stone\stoneri01,29,2TM,51.2,43,0,39,6.79,4.79,0.04,-0.35,92.2,4.05,-16,-1.6,.45,0.3,-0.8,-11,.464,.494,$395000,Free Agency
285,Jeff Suppan\suppaje01,29,STL,188.0,31,31,98,4.69,4.66,0.20,0.18,98.3,4.56,-4,-0.4,,-0.1,1.1,14,.488,.498,$1000000,Free Agency
286,Brian Sweeney\sweenbr01,30,SDP,14.1,7,2,9,5.65,3.98,-0.06,-0.02,102.2,4.11,-3,-0.2,.42,0.0,-0.1,-1,.465,.498,,Traded
287,Jason Szuminski\szumija01,25,SDP,10.0,7,0,9,8.10,4.71,-0.07,-0.35,87.7,3.89,-5,-0.5,.36,0.1,-0.2,-4,.435,.497,$300000,Traded
288,Dennis Tankersley\tankede01,25,SDP,35.0,9,6,25,6.43,4.40,-0.06,0.13,93.8,4.30,-8,-0.8,1.00,0.0,-0.5,-5,.412,.495,,Traded
289,Julian Tavarez\tavarju01,31,STL,64.1,77,0,21,2.94,4.68,0.19,-0.34,97.7,4.05,8,0.8,1.26,0.0,1.3,14,.510,.505,$1600000,Free Agency
290,Michael Tejera*\tejermi01,27,FLA,4.0,2,2,8,18.00,4.95,0.10,0.19,94.7,4.78,-6,-0.5,,0.0,-0.4,-6,.269,.497,,Amateur Draft
291,Amaury Telemaco\telemam01,30,PHI,54.1,42,0,27,4.47,4.81,0.10,-0.35,103.9,4.53,0,0.0,.96,-0.1,0.4,5,.500,.500,$525000,Free Agency
292,John Thomson\thomsjo01,30,ATL,198.1,33,33,93,4.22,4.59,0.27,0.18,100.0,4.50,5,0.5,,-0.1,2.1,24,.517,.503,$2250000,Free Agency
293,Brett Tomko\tomkobr01,31,SFG,194.0,32,31,98,4.55,4.57,-0.30,0.17,100.3,5.06,10,1.1,.31,-0.1,2.6,28,.534,.507,$1200000,Free Agency
294,Salomon Torres\torresa01,32,PIT,92.0,84,0,33,3.23,4.84,-0.14,-0.36,99.4,4.60,14,1.4,1.38,0.1,2.3,22,.517,.509,$775000,Free Agency
295,Steve Trachsel\trachst01,33,NYM,202.2,33,33,104,4.62,4.85,-0.24,0.19,99.0,5.22,13,1.3,,-0.1,2.9,31,.540,.508,$5000000,Free Agency
296,Chin-hui Tsao\tsaoch01,23,COL,9.1,10,0,4,3.86,4.80,-0.13,-0.35,110.5,5.06,1,0.1,.84,0.0,0.2,2,.512,.501,,Amateur Free Agent
