Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
84,Trent Durrington\durritr01,28,MIL,0.1,1,0,0,0.00,5.10,-0.11,-0.38,100.0,4.83,0,0.0,.00,0.0,0.0,0,.518,.500,$305000,Free Agency
85,Adam Eaton\eatonad01,26,SDP,199.1,33,33,113,5.10,4.64,-0.06,0.18,91.5,4.46,-15,-1.5,,-0.1,0.1,3,.455,.491,$1925000,Traded
86,Joey Eischen*\eischjo01,34,MON,18.1,21,0,10,4.91,5.02,0.28,-0.37,108.8,4.76,0,0.0,1.42,0.0,0.1,1,.498,.500,$1300000,Free Agency
87,Scott Elarton\elartsc01,28,COL,41.1,8,8,45,9.80,4.55,-0.18,0.18,121.0,5.94,-18,-1.5,,0.0,-1.2,-14,.313,.491,$480000,Free Agency
88,Cal Eldred\eldreca01,36,STL,67.0,52,0,31,4.16,4.66,0.19,-0.34,98.5,4.06,-1,-0.1,1.00,-0.1,0.3,5,.498,.499,$900000,Free Agency
89,Scott Erickson\ericksc01,36,NYM,8.0,2,2,9,10.13,4.48,-0.31,0.17,102.3,5.08,-5,-0.4,,0.0,-0.3,-4,.311,.498,$700000,Free Agency
90,Shawn Estes*\estessh01,31,COL,202.0,34,34,133,5.93,4.74,-0.16,0.18,110.1,5.59,-8,-0.8,,-0.1,0.8,10,.476,.495,$600000,Free Agency
91,Leo Estrella\estrele01,29,SFG,1.1,2,0,4,27.00,5.12,-0.80,-0.38,100.0,5.54,-3,-0.3,.39,0.1,-0.2,-3,.359,.498,$316000,Traded
92,Scott Eyre*\eyresc01,32,SFG,52.2,83,0,26,4.44,4.87,-0.26,-0.36,101.3,4.83,2,0.2,1.54,-0.1,0.6,7,.503,.501,$1000000,Waivers
93,Brian Falkenborg\falkebr01,26,LAD,14.1,6,0,14,8.79,4.36,0.38,-0.06,96.4,3.78,-8,-0.7,.96,0.0,-0.6,-7,.379,.496,$302500,Free Agency
94,Kyle Farnsworth\farnsky01,28,CHC,66.2,72,0,39,5.27,4.90,-0.09,-0.36,101.3,4.69,-5,-0.5,1.23,-0.2,-0.1,2,.494,.497,$1400000,Amateur Draft
95,Jeff Fassero*\fasseje01,41,2TM,112.0,41,12,73,5.87,4.77,-0.17,-0.02,113.1,5.56,-4,-0.4,.79,-0.1,0.4,6,.490,.497,$500000,Free Agency
96,Pedro Feliciano*\felicpe01,27,NYM,18.1,22,0,12,5.89,4.81,-0.21,-0.35,104.9,4.90,-2,-0.2,.85,0.0,-0.1,0,.490,.499,,Free Agency
97,Jared Fernandez\fernaja01,32,HOU,1.0,2,1,6,54.00,4.37,0.59,-0.16,99.0,3.59,-6,-0.4,.04,0.1,-0.3,-6,.277,.497,$325000,Free Agency
98,Mike Fetters\fettemi01,39,ARI,18.2,23,0,22,10.61,4.96,-0.04,-0.37,108.6,5.03,-12,-1.1,.74,0.1,-0.9,-10,.451,.493,,Free Agency
99,Nelson Figueroa\figuene01,30,PIT,28.1,10,3,18,5.72,4.89,-0.16,-0.08,98.7,4.91,-3,-0.3,.68,0.0,0.0,0,.474,.498,,Free Agency
100,Jeremy Fikac\fikacje01,29,MON,25.0,19,0,16,5.76,4.66,0.29,-0.34,107.1,4.32,-4,-0.4,1.00,-0.1,-0.2,-2,.479,.497,$350000,Free Agency
101,Randy Flores*\florera01,28,STL,14.0,9,1,3,1.93,4.63,0.19,-0.23,99.5,4.19,3,0.4,.41,-0.1,0.4,5,.540,.502,,Free Agency
102,Gavin Floyd\floydga01,21,PHI,28.1,6,4,11,3.49,4.44,0.09,0.12,104.3,4.67,4,0.4,.90,0.0,0.6,6,.563,.502,,Amateur Draft
103,Josh Fogg\foggjo01,27,PIT,178.1,32,32,98,4.95,4.71,-0.15,0.18,99.1,5.00,0,0.0,,-0.1,1.4,17,.501,.500,$342000,Traded
104,Jesse Foppert\foppeje01,23,SFG,1.0,1,0,0,0.00,5.01,-0.17,-0.37,90.0,4.34,0,0.1,.08,0.0,0.0,1,.550,.500,$312000,Amateur Draft
105,Ben Ford\fordbe01,28,MIL,24.0,19,0,17,6.38,4.81,-0.13,-0.35,100.3,4.60,-5,-0.5,1.00,0.0,-0.3,-3,.475,.497,$310000,Free Agency
106,Bartolome Fortunato\fortuba01,29,NYM,18.2,15,0,8,3.86,4.74,-0.19,-0.35,99.5,4.55,1,0.1,.80,-0.1,0.3,3,.509,.501,,Traded
107,Casey Fossum*\fossuca01,26,ARI,142.0,27,27,111,7.04,4.91,-0.04,0.19,103.8,5.33,-28,-2.6,,-0.1,-1.5,-14,.405,.484,$345000,Traded
108,Chad Fox\foxch02,33,FLA,10.2,12,0,8,6.75,4.82,0.06,-0.36,102.8,4.52,-3,-0.3,1.34,-0.1,-0.2,-2,.478,.498,$1200000,Free Agency
109,Jeff Francis*\francje01,23,COL,36.2,7,7,22,5.40,4.72,-0.15,0.18,105.8,5.35,0,0.0,,0.0,0.3,3,.495,.500,,Amateur Draft
110,John Franco*\francjo01,43,NYM,46.0,52,0,28,5.48,4.79,-0.22,-0.35,98.4,4.59,-5,-0.5,.97,-0.1,-0.2,-1,.491,.497,$1000000,Free Agency
111,Wayne Franklin*\frankwa01,30,SFG,50.2,43,2,37,6.57,4.65,-0.29,-0.27,102.4,4.77,-10,-1.0,.94,-0.1,-0.7,-6,.476,.494,$360000,Traded
112,Brian Fuentes*\fuentbr01,28,COL,44.2,47,0,30,6.04,4.71,-0.14,-0.35,113.7,5.11,-5,-0.5,1.30,-0.2,-0.3,-1,.490,.497,$320000,Traded
113,Eric Gagne\gagneer01,28,LAD,82.1,70,0,24,2.62,4.76,0.25,-0.35,95.7,3.98,12,1.2,1.75,0.3,2.3,20,.518,.508,$5000000,Amateur Free Agent
114,Mike Gallo*\gallomi01,27,HOU,49.1,69,0,27,4.93,4.78,0.21,-0.35,100.7,4.24,-4,-0.4,.89,-0.1,-0.1,1,.494,.498,,Amateur Draft
115,Geoff Geary\gearyge01,27,PHI,44.2,33,0,29,5.84,4.51,0.10,-0.33,103.7,4.22,-8,-0.8,.45,0.1,-0.3,-4,.475,.495,,Free Agency
116,Justin Germano\germaju01,21,SDP,21.1,7,5,24,10.13,4.88,-0.07,0.19,108.9,5.59,-11,-1.0,.22,0.0,-0.8,-9,.362,.494,,Amateur Draft
117,Matt Ginter\gintema01,26,NYM,69.1,15,14,41,5.32,5.01,-0.25,0.18,100.0,5.45,1,0.1,.03,-0.1,0.6,7,.505,.500,,Traded
118,Chris Gissell\gissech01,26,COL,8.2,5,1,14,14.54,4.96,-0.18,-0.11,124.9,6.29,-8,-0.7,.25,0.1,-0.5,-7,.359,.496,,Free Agency
119,Tom Glavine*\glavito02,38,NYM,212.1,33,33,94,3.98,4.59,-0.24,0.18,99.3,4.97,22,2.4,,-0.1,4.0,42,.572,.515,$10765608,Free Agency
120,Gary Glover\glovega01,27,MIL,18.0,4,3,9,4.50,4.32,-0.13,0.10,102.4,4.65,0,0.0,.25,0.0,0.2,2,.506,.500,,Free Agency
121,Edgar Gonzalez\gonzaed01,21,ARI,46.1,10,10,49,9.52,4.79,-0.04,0.19,104.6,5.25,-22,-1.9,,0.0,-1.5,-18,.314,.489,,Amateur Free Agent
122,Mike Gonzalez*\gonzami02,26,PIT,43.1,47,0,7,1.45,4.61,-0.11,-0.34,100.0,4.38,14,1.4,1.36,0.2,2.0,18,.531,.509,,Traded
123,Andrew Good\goodan01,24,ARI,40.2,17,2,25,5.53,4.80,-0.04,-0.21,107.8,4.99,-3,-0.3,.34,0.0,0.1,1,.485,.498,,Amateur Draft
124,Mike Gosling*\goslimi01,23,ARI,25.1,6,4,13,4.62,5.18,-0.04,0.13,100.3,5.37,2,0.2,.49,0.0,0.4,4,.535,.501,,Amateur Draft
125,John Grabow*\grabojo02,25,PIT,61.2,68,0,39,5.69,4.84,-0.14,-0.36,100.1,4.63,-8,-0.8,1.29,-0.2,-0.5,-2,.489,.495,$300000,Amateur Draft
126,Frank Gracesqui*\gracefr01,24,FLA,4.0,7,0,5,11.25,5.87,0.13,-0.43,95.0,5.04,-3,-0.3,1.54,-0.1,-0.3,-2,.461,.498,,MinorLg Draft
127,Danny Graves\graveda01,30,CIN,68.1,68,0,39,5.14,4.79,0.04,-0.35,96.9,4.26,-7,-0.7,1.67,-0.4,-0.5,-1,.490,.496,$6000000,Traded
128,Jeremy Griffiths\griffje01,26,HOU,4.1,1,1,5,10.38,4.74,0.18,0.18,100.0,4.75,-3,-0.2,,0.0,-0.2,-2,.282,.499,,Traded
129,Kevin Gryboski\gryboke01,30,ATL,50.2,69,0,22,3.91,4.74,0.28,-0.35,98.7,4.06,1,0.1,1.43,-0.1,0.4,5,.501,.500,$377500,Traded
130,Mike Hampton*\hamptmi01,31,ATL,172.1,29,29,86,4.49,4.75,0.29,0.18,98.5,4.58,1,0.1,,-0.1,1.4,17,.503,.501,$14625000,Traded
131,Josh Hancock\hancojo01,26,2TM,63.2,16,11,43,6.08,4.75,0.06,0.13,98.9,4.77,-10,-0.9,.86,0.0,-0.4,-4,.443,.497,,Traded
132,Aaron Harang\haranaa01,26,CIN,161.0,28,28,90,5.03,4.71,0.04,0.18,97.1,4.70,-7,-0.6,,-0.1,0.6,8,.477,.496,$360000,Traded
133,Dan Haren\harenda01,23,STL,46.0,14,5,23,4.50,4.65,0.19,0.04,97.6,4.39,-1,-0.1,.74,0.0,0.3,3,.495,.500,,Amateur Draft
134,Tim Harikkala\harikti01,32,COL,62.2,55,0,34,4.88,5.06,-0.16,-0.37,112.9,5.47,4,0.4,1.52,0.0,0.9,10,.507,.502,,Free Agency
135,Chad Harville\harvich01,27,HOU,53.0,56,0,35,5.94,4.66,0.20,-0.34,100.6,4.15,-11,-1.1,.97,-0.1,-0.7,-6,.481,.493,,Traded
136,LaTroy Hawkins\hawkila01,31,CHC,82.0,77,0,27,2.96,4.77,-0.10,-0.35,101.8,4.60,15,1.5,1.44,0.2,2.4,22,.519,.509,$3000000,Free Agency
137,Jimmy Haynes\hayneji01,31,CIN,15.0,5,4,17,10.20,4.46,0.05,0.12,99.0,4.48,-10,-0.8,.07,0.0,-0.7,-8,.335,.495,$2500000,Free Agency
138,Aaron Heilman\heilmaa01,25,NYM,28.0,5,5,17,5.46,4.84,-0.21,0.19,98.0,5.13,-1,-0.1,,0.0,0.1,1,.477,.499,,Amateur Draft
139,Ben Hendrickson\hendrbe01,23,MIL,46.1,10,9,33,6.41,4.91,-0.13,0.18,98.9,5.16,-7,-0.6,2.34,0.0,-0.3,-2,.436,.496,,Amateur Draft
140,Brad Hennessey\hennebr01,24,SFG,34.1,7,7,24,6.29,4.35,-0.32,0.17,102.5,4.96,-5,-0.5,,0.0,-0.2,-2,.429,.497,,Amateur Draft
141,Matt Herges\hergema01,34,SFG,65.1,70,0,44,6.06,4.85,-0.33,-0.36,100.8,4.86,-9,-0.9,1.74,-0.5,-0.8,-3,.487,.494,$1100000,Traded
142,Dustin Hermanson\hermadu01,31,SFG,131.0,47,18,71,4.88,4.66,-0.28,0.07,101.4,5.08,2,0.2,1.84,-0.1,1.3,15,.505,.502,$800000,Free Agency
143,Adrian Hernandez\hernaad01,29,MIL,16.0,6,1,18,10.13,4.40,-0.13,-0.19,100.2,4.35,-10,-0.9,1.11,-0.1,-0.8,-9,.349,.494,$425000,Free Agency
144,Carlos Hernandez*\hernaca03,24,HOU,42.0,9,9,31,6.64,4.61,0.22,0.18,102.4,4.67,-9,-0.9,,0.0,-0.5,-5,.403,.495,,Amateur Free Agent
145,Livan Hernandez\hernali01,29,MON,255.0,35,35,105,3.71,4.64,0.28,0.18,103.9,4.71,27,2.9,,-0.2,4.9,51,.584,.518,$6000000,Traded
146,Roberto Hernandez\hernaro01,39,PHI,56.2,63,0,39,6.19,4.70,0.10,-0.35,103.5,4.40,-12,-1.1,1.12,-0.2,-0.8,-6,.482,.493,$750000,Free Agency
147,Shawn Hill\hillsh01,23,MON,9.0,3,3,16,16.00,4.43,0.35,0.10,109.3,4.57,-11,-0.8,,0.0,-0.8,-11,.223,.495,,Amateur Draft
