Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
39,Norm Charlton*\charlno01,38,SEA,47.2,44,0,19,3.59,5.09,0.55,-0.38,92.1,3.83,1,0.1,1.25,-0.1,0.5,7,.502,.501,,Free Agency
40,Randy Choate*\choatra01,25,NYY,48.1,37,0,21,3.91,4.99,-0.33,-0.33,97.8,4.89,5,0.5,.54,-0.2,0.8,11,.513,.503,$200000,Amateur Draft
41,Roger Clemens\clemero02,38,NYY,220.1,33,33,94,3.84,4.83,-0.33,0.18,98.5,5.27,34,3.5,,-0.1,5.7,60,.607,.522,$10300000,Traded
42,Pasqual Coco\cocopa01,23,TOR,14.1,7,1,8,5.02,4.57,-0.02,-0.19,100.9,4.45,-1,-0.1,.43,0.0,0.1,1,.486,.499,,Amateur Free Agent
43,Tony Cogan*\coganto01,24,KCR,24.2,39,0,17,6.20,5.31,0.32,-0.40,106.7,4.89,-4,-0.4,1.19,-0.1,-0.2,-1,.491,.498,$200000,Amateur Draft
44,Jesus Colome\colomje01,23,TBD,48.2,30,0,22,4.07,5.05,-0.17,-0.38,98.4,4.76,3,0.3,1.06,-0.1,0.8,9,.512,.502,,Traded
45,Bartolo Colon\colonba01,28,CLE,222.1,34,34,106,4.29,4.84,-0.29,0.18,99.9,5.30,24,2.4,,-0.1,4.6,50,.572,.515,$2625000,Amateur Free Agent
46,David Cone\coneda01,38,BOS,135.2,25,25,74,4.91,4.85,-0.33,0.18,99.4,5.32,6,0.6,,-0.1,1.9,22,.522,.503,$1000000,Free Agency
47,Brian Cooper\coopebr01,26,ANA,13.2,7,1,5,3.29,5.81,0.24,-0.20,99.7,5.35,3,0.3,.17,-0.1,0.4,5,.544,.502,,Amateur Draft
48,Francisco Cordero\cordefr01,26,TEX,2.1,3,0,1,3.86,5.12,-0.35,-0.39,96.0,4.88,0,0.0,2.34,0.0,0.1,1,.508,.500,$277500,Traded
49,Nate Cornejo\cornena01,21,DET,42.2,10,10,38,8.02,4.82,-0.25,0.18,95.9,5.04,-14,-1.3,,0.0,-0.8,-9,.375,.492,,Amateur Draft
50,Tim Crabtree\crabtti01,31,TEX,23.1,21,0,18,6.94,4.89,-0.32,-0.37,101.6,4.92,-5,-0.5,1.26,-0.1,-0.4,-3,.475,.497,$1300000,Traded
51,Paxton Crawford\crawfpa02,23,BOS,36.0,8,7,19,4.75,4.88,-0.35,0.15,98.7,5.30,2,0.2,.30,0.0,0.6,6,.525,.501,$200000,Amateur Draft
52,Doug Creek*\creekdo01,32,TBD,62.2,66,0,34,4.88,4.87,-0.14,-0.37,98.3,4.56,-3,-0.3,1.09,-0.1,0.3,5,.496,.498,$260000,Free Agency
53,Jack Cressend\cressja01,26,MIN,56.1,44,0,24,3.83,5.03,0.18,-0.38,99.8,4.46,4,0.4,.77,-0.2,0.8,10,.508,.502,,Waivers
54,Doug Davis*\davisdo02,25,TEX,186.0,30,30,103,4.98,5.15,-0.30,0.19,101.0,5.70,14,1.4,,-0.1,3.2,36,.547,.509,$250000,Amateur Draft
55,Matt DeWitt\dewitma01,23,TOR,19.0,16,0,8,3.79,4.93,-0.02,-0.37,100.3,4.60,2,0.2,.52,-0.1,0.3,4,.510,.501,,Traded
56,R.A. Dickey\dicker.01,26,TEX,12.0,4,0,9,6.75,5.09,-0.30,-0.16,106.5,5.57,-2,-0.2,.55,0.0,0.0,0,.461,.499,,Amateur Draft
57,Sean Douglass\douglse01,22,BAL,20.1,4,4,12,5.31,4.95,-0.08,0.18,93.8,4.89,-1,-0.1,,0.0,0.1,1,.475,.499,,Amateur Draft
58,Ryan Drese\dresery01,25,CLE,36.2,9,4,15,3.68,4.70,-0.29,0.04,101.5,5.11,6,0.6,.74,-0.1,0.9,10,.564,.504,,Amateur Draft
59,Tim Drew\drewti01,22,CLE,35.0,8,6,39,10.03,4.91,-0.39,0.10,101.7,5.50,-18,-1.5,1.28,-0.1,-1.2,-14,.318,.491,$202000,Amateur Draft
60,Justin Duchscherer\duchsju01,23,TEX,14.2,5,2,20,12.27,5.17,-0.34,0.02,103.8,5.74,-11,-0.9,.19,0.1,-0.6,-9,.324,.495,,Traded
61,Chad Durbin\durbich01,23,KCR,179.0,29,29,109,5.48,5.02,0.33,0.19,108.0,5.27,-5,-0.5,,-0.1,1.2,16,.483,.497,,Amateur Draft
62,Mike Duvall*\duvalmi01,26,MIN,4.2,8,0,4,7.71,6.13,0.20,-0.46,99.7,5.46,-1,-0.1,.71,0.0,-0.1,-1,.486,.499,,Free Agency
63,Cal Eldred\eldreca01,33,CHW,6.0,2,2,9,13.50,5.65,0.05,0.21,101.4,5.90,-5,-0.4,,0.0,-0.4,-4,.298,.498,$750000,Traded
64,Alan Embree*\embreal01,31,CHW,34.0,39,0,21,5.56,5.08,0.04,-0.38,102.9,4.79,-3,-0.3,1.19,-0.1,0.0,1,.492,.498,,Traded
65,Todd Erdos\erdosto01,27,BOS,16.1,10,0,9,4.96,4.70,-0.33,-0.35,100.0,4.68,-1,-0.1,.77,0.0,0.1,1,.494,.500,,Free Agency
66,Kelvim Escobar\escobke01,25,TOR,126.0,59,11,51,3.64,4.88,-0.02,-0.07,100.8,4.87,17,1.7,1.06,-0.1,2.9,31,.528,.510,$1500000,Amateur Free Agent
67,Scott Eyre*\eyresc01,29,TOR,15.2,17,0,6,3.45,4.92,-0.02,-0.37,99.3,4.54,2,0.2,1.94,0.1,0.4,4,.511,.501,,Traded
68,Bob File\filebo01,24,TOR,74.1,60,0,28,3.39,4.98,-0.02,-0.38,99.9,4.62,10,1.0,1.18,-0.1,1.7,19,.516,.506,,Amateur Draft
69,Chuck Finley*\finlech01,38,CLE,113.2,22,22,78,6.18,4.76,-0.31,0.17,100.1,5.25,-12,-1.2,,-0.1,-0.1,1,.447,.493,$9666667,Free Agency
70,Tony Fiore\fioreto01,29,2TM,9.2,7,0,6,5.59,4.85,0.05,-0.37,99.5,4.41,-1,-0.1,.33,0.0,0.0,0,.482,.500,,Free Agency
71,Bryce Florie\floribr01,31,BOS,8.2,7,0,11,11.42,4.59,-0.37,-0.35,103.1,4.76,-6,-0.6,.64,0.1,-0.4,-5,.416,.496,$1450000,Traded
72,Josh Fogg\foggjo01,24,CHW,13.1,11,0,3,2.03,5.03,0.03,-0.38,105.2,4.86,4,0.4,.79,-0.1,0.5,6,.538,.503,,Amateur Draft
73,Casey Fossum*\fossuca01,23,BOS,44.1,13,7,26,5.28,4.91,-0.34,0.06,99.1,5.27,0,0.0,.83,0.0,0.4,5,.498,.500,,Amateur Draft
74,Kevin Foster\fosteke01,32,TEX,17.2,9,0,14,7.13,5.18,-0.26,-0.26,103.1,5.34,-4,-0.3,.34,0.1,-0.1,-2,.462,.498,,Free Agency
75,Kris Foster\fostekr01,26,BAL,10.0,7,0,4,3.60,4.72,-0.08,-0.36,98.4,4.37,1,0.1,.28,0.0,0.1,2,.511,.500,,Traded
76,Keith Foulke\foulkke01,28,CHW,81.0,72,0,21,2.33,4.96,0.03,-0.37,102.8,4.68,21,2.1,1.94,0.8,3.7,30,.529,.513,$3100000,Traded
77,Ryan Franklin\frankry01,28,SEA,78.1,38,0,32,3.68,5.00,0.65,-0.31,95.4,3.85,1,0.1,.65,-0.2,0.8,10,.503,.501,$202500,Amateur Draft
78,John Frascatore\frascjo01,31,TOR,16.1,12,0,4,2.20,5.06,-0.03,-0.38,101.2,4.76,5,0.5,.80,-0.1,0.6,6,.538,.503,,Traded
79,Brian Fuentes*\fuentbr01,25,SEA,11.2,10,0,6,4.63,5.17,0.47,-0.39,104.3,4.50,0,0.0,1.12,0.0,0.1,1,.498,.500,,Amateur Draft
80,Mike Fyhrie\fyhrimi01,31,OAK,5.0,3,0,0,0.00,5.21,0.08,-0.39,98.9,4.69,3,0.3,.26,-0.1,0.2,3,.589,.502,,Traded
81,Rich Garces\garceri01,30,BOS,67.0,62,0,32,4.30,4.96,-0.31,-0.37,100.0,4.90,4,0.4,1.29,-0.1,1.1,12,.507,.503,$1375000,Free Agency
82,Freddy Garcia\garcifr03,24,SEA,238.2,34,34,88,3.32,4.90,0.64,0.18,91.3,4.06,18,1.9,,-0.1,4.2,47,.555,.512,$425000,Traded
83,Jon Garland\garlajo01,21,CHW,117.0,35,16,59,4.54,4.85,0.04,0.01,103.5,4.99,5,0.5,.83,-0.1,1.6,19,.515,.503,,Traded
84,Chris George*\georgch02,21,KCR,74.0,13,13,48,5.84,5.04,0.34,0.19,105.2,5.14,-6,-0.6,,0.0,0.1,3,.455,.496,,Amateur Draft
85,Matt Ginter\gintema01,23,CHW,39.2,20,0,23,5.22,4.92,0.04,-0.23,104.8,4.88,-2,-0.2,.60,0.0,0.2,3,.492,.499,,Amateur Draft
86,Gary Glover\glovega01,24,CHW,100.1,46,11,61,5.47,5.09,0.04,-0.06,103.0,5.14,-4,-0.4,1.24,-0.1,0.5,8,.491,.497,$200000,Traded
87,Ryan Glynn\glynnry01,26,TEX,46.0,12,9,38,7.43,5.01,-0.34,0.12,100.0,5.47,-10,-0.9,.17,0.0,-0.5,-5,.422,.494,$240000,Amateur Draft
88,Steve Green\greenst01,23,ANA,6.0,1,1,2,3.00,5.78,0.21,0.21,94.0,5.44,2,0.2,,0.0,0.2,2,.672,.501,,Amateur Draft
89,Jason Grimsley\grimsja01,33,KCR,80.1,73,0,32,3.59,5.03,0.28,-0.38,107.2,4.68,9,0.9,1.47,0.1,1.9,19,.513,.506,$750000,Free Agency
90,Buddy Groom*\groombu01,35,BAL,66.0,70,0,28,3.82,4.93,-0.07,-0.37,95.9,4.44,4,0.4,1.62,0.0,1.1,12,.506,.503,$2000000,Free Agency
91,Eddie Guardado*\guarded01,30,MIN,66.2,67,0,27,3.65,4.98,0.15,-0.38,100.8,4.48,6,0.6,1.47,0.0,1.3,14,.509,.504,$1800000,Amateur Draft
92,Mark Guthrie*\guthrma01,35,OAK,52.1,54,0,29,4.99,5.23,0.11,-0.39,95.8,4.53,-3,-0.3,1.45,-0.2,0.1,3,.495,.498,$1800000,Free Agency
93,John Halama*\halamjo01,29,SEA,110.1,31,17,69,5.63,5.00,0.76,0.05,89.3,3.84,-23,-2.1,.64,0.0,-0.9,-10,.433,.487,$425000,Traded
94,Roy Halladay\hallaro01,24,TOR,105.1,17,16,41,3.50,4.96,-0.02,0.17,99.5,5.13,19,1.9,.52,-0.1,3.0,31,.615,.512,,Amateur Draft
95,Joey Hamilton\hamiljo02,30,TOR,122.1,22,22,88,6.47,4.83,-0.03,0.18,101.5,5.11,-19,-1.8,,-0.1,-0.6,-5,.420,.489,$7250000,Traded
96,Travis Harper\harpetr01,25,TBD,7.0,2,2,11,14.14,4.80,-0.24,0.02,99.3,5.03,-7,-0.5,,0.0,-0.5,-6,.241,.497,$202000,Free Agency
97,Chad Harville\harvich01,24,OAK,3.0,3,0,0,0.00,4.62,0.12,-0.35,99.5,4.13,1,0.1,.46,0.0,0.1,2,.546,.501,$204000,Amateur Draft
98,Shigetoshi Hasegawa\hasegsh01,32,ANA,55.2,46,0,28,4.53,5.19,0.23,-0.39,99.6,4.55,0,0.0,1.38,-0.1,0.5,6,.500,.500,$1500000,Purchased
99,LaTroy Hawkins\hawkila01,28,MIN,51.1,62,0,34,5.96,4.99,0.19,-0.38,101.7,4.50,-9,-0.8,1.82,-0.4,-0.7,-3,.487,.495,$1450000,Amateur Draft
100,Rick Helling\helliri01,30,TEX,215.2,34,34,134,5.59,4.90,-0.29,0.18,103.5,5.56,-2,-0.2,,-0.1,1.9,24,.495,.499,$4500000,Traded
101,Doug Henry\henrydo01,37,KCR,75.2,53,0,53,6.30,5.01,0.30,-0.34,108.4,4.73,-14,-1.3,.74,0.0,-0.5,-5,.475,.492,$1200000,Free Agency
102,Pat Hentgen\hentgpa01,32,BAL,62.1,9,9,25,3.61,4.92,-0.08,0.18,94.2,4.89,9,0.9,,0.0,1.5,16,.599,.505,$4500000,Free Agency
103,Gil Heredia\heredgi01,35,OAK,109.2,24,18,75,6.16,5.13,0.15,0.13,96.5,4.94,-15,-1.4,.55,0.0,-0.3,-2,.440,.491,$3300000,Free Agency
104,Adrian Hernandez\hernaad01,26,NYY,22.0,6,3,10,4.09,4.80,-0.37,0.01,96.3,4.99,2,0.2,.97,0.0,0.4,5,.535,.501,,Amateur Free Agent
105,Orlando Hernandez\hernaor01,35,NYY,94.2,17,16,51,4.85,4.92,-0.36,0.15,99.3,5.39,5,0.5,1.17,-0.1,1.4,16,.531,.503,$2050000,Amateur Free Agent
106,Roberto Hernandez\hernaro01,36,KCR,67.2,63,0,34,4.52,5.06,0.30,-0.38,108.2,4.73,1,0.1,1.51,-0.1,0.7,9,.502,.501,$6000000,Traded
107,Erik Hiljus\hiljuer01,28,OAK,66.0,16,11,29,3.95,5.13,0.12,0.16,96.5,4.99,7,0.7,.84,0.0,1.4,15,.546,.505,,Free Agency
108,Ken Hill\hillke01,35,TBD,7.1,5,0,11,13.50,4.66,-0.22,-0.35,96.4,4.37,-7,-0.7,.99,0.0,-0.6,-7,.370,.496,$750000,Free Agency
109,Sterling Hitchcock*\hitchst01,30,NYY,51.1,10,9,37,6.49,4.84,-0.43,0.16,100.2,5.45,-6,-0.6,.85,0.0,-0.1,0,.442,.496,,Traded
110,Chris Holt\holtch01,29,DET,151.1,30,22,102,6.07,5.03,-0.24,0.12,95.4,5.13,-16,-1.6,.42,-0.1,0.0,1,.448,.490,$1850000,Traded
111,Mike Holtz*\holtzmi01,28,ANA,37.0,63,0,24,5.84,5.71,0.23,-0.43,99.3,5.01,-4,-0.4,1.16,-0.1,-0.1,1,.494,.498,$705000,Amateur Draft
112,Bob Howry\howrybo01,27,CHW,78.2,69,0,41,4.69,4.96,0.04,-0.37,103.9,4.73,0,0.0,1.41,-0.2,0.7,9,.500,.500,$375000,Traded
113,Tim Hudson\hudsoti01,25,OAK,235.0,35,35,100,3.83,4.84,0.12,0.18,96.1,4.71,22,2.2,,-0.1,4.5,50,.564,.514,$525000,Amateur Draft
114,Jason Isringhausen\isrinja01,28,OAK,71.1,65,0,24,3.03,5.02,0.11,-0.38,96.2,4.37,10,1.0,1.57,0.1,1.9,19,.516,.506,$3300000,Traded
115,Brett Jodie\jodiebr01,24,NYY,2.0,1,1,6,27.00,4.76,-0.70,0.18,100.0,5.63,-5,-0.3,,0.0,-0.3,-5,.189,.498,,Amateur Draft
116,Adam Johnson\johnsad01,21,MIN,25.0,7,4,25,9.00,5.48,0.19,0.08,99.5,5.34,-10,-0.9,.32,0.0,-0.6,-7,.372,.494,,Amateur Draft
117,Jason Johnson\johnsja02,27,BAL,196.0,32,32,109,5.01,4.80,-0.08,0.18,95.5,4.83,-5,-0.5,,-0.1,1.4,18,.485,.497,$350000,Traded
118,Jonathan Johnson\johnsjo08,26,TEX,10.1,5,0,11,9.58,5.15,-0.29,-0.39,98.9,4.99,-5,-0.5,.27,0.2,-0.2,-4,.404,.497,$202500,Amateur Draft
119,Todd Jones\jonesto02,33,2TM,68.0,69,0,39,5.16,4.93,-0.10,-0.37,97.5,4.53,-5,-0.5,1.27,-0.3,0.0,3,.493,.498,$3975000,Traded
120,Mike Judd\juddmi01,26,2TM,29.0,12,3,24,7.45,4.78,-0.24,-0.08,96.4,4.76,-9,-0.8,.26,0.1,-0.4,-5,.433,.498,$208000,Conditional Deal
121,Jorge Julio\juliojo01,22,BAL,21.1,18,0,13,5.48,5.03,-0.08,-0.38,95.2,4.50,-2,-0.2,1.14,-0.1,-0.1,0,.487,.499,,Traded
122,Steve Karsay\karsast01,29,CLE,43.1,31,0,6,1.25,4.71,-0.26,-0.36,101.5,4.69,16,1.7,1.19,0.1,2.2,21,.554,.510,$2700000,Traded
123,Randy Keisler*\keislra01,25,NYY,50.2,10,10,36,6.39,4.75,-0.38,0.18,99.1,5.26,-7,-0.6,,0.0,-0.1,-1,.438,.496,,Amateur Draft
124,Joe Kennedy*\kennejo04,22,TBD,117.2,20,20,63,4.82,4.92,-0.18,0.18,99.9,5.27,5,0.5,,-0.1,1.7,19,.526,.503,,Amateur Draft
125,Sun-Woo Kim\kimsu01,23,BOS,41.2,20,2,27,5.83,4.85,-0.37,-0.23,99.3,4.95,-4,-0.4,.48,0.0,0.0,1,.479,.497,,Amateur Free Agent
126,Brandon Knight\knighbr01,25,NYY,10.2,4,0,12,10.13,4.50,-0.46,-0.13,98.6,4.76,-6,-0.6,.83,0.0,-0.4,-5,.362,.497,,Rule 5 returned
127,Billy Koch\kochbi01,26,TOR,69.1,69,0,39,5.06,4.96,-0.02,-0.37,100.9,4.65,-4,-0.3,1.75,-0.3,0.1,5,.495,.498,$733333,Amateur Draft
128,Ryan Kohlmeier\kohlmry01,24,BAL,40.2,34,1,33,7.30,4.83,-0.08,-0.30,94.8,4.37,-13,-1.3,.98,-0.1,-0.9,-9,.462,.492,$230000,Amateur Draft
129,Danny Kolb\kolbda01,26,TEX,15.1,17,0,8,4.70,4.98,-0.26,-0.38,104.9,5.10,1,0.1,1.20,0.0,0.2,2,.504,.500,$202500,Amateur Draft
130,Tim Laker\lakerti01,31,CLE,1.0,1,0,0,0.00,4.87,-0.31,-0.37,106.0,5.09,1,0.1,.00,0.0,0.0,1,.557,.500,,Free Agency
131,Al Levine\levinal01,33,ANA,75.2,64,1,25,2.97,5.19,0.24,-0.37,99.4,4.55,13,1.3,1.63,0.2,2.3,22,.520,.508,$715000,Waivers
132,Cory Lidle\lidleco01,29,OAK,188.0,29,29,84,4.02,4.93,0.12,0.18,96.9,4.83,16,1.6,,-0.1,3.5,38,.556,.510,,Traded
133,Ted Lilly*\lillyte01,25,NYY,120.2,26,21,81,6.04,4.83,-0.36,0.12,97.7,5.19,-12,-1.1,.55,-0.1,0.1,2,.456,.493,,Traded
134,Jose Lima\limajo01,28,DET,112.2,18,18,66,5.27,4.89,-0.23,0.18,96.5,5.11,-3,-0.3,,-0.1,0.8,11,.486,.498,,Traded
135,Esteban Loaiza\loaizes01,29,TOR,190.0,36,30,113,5.35,4.87,-0.03,0.15,102.4,5.17,-5,-0.5,.72,-0.1,1.4,17,.487,.497,$4250000,Traded
136,Kyle Lohse\lohseky01,22,MIN,90.1,19,16,60,5.98,4.95,0.19,0.15,99.4,4.87,-12,-1.1,.14,0.0,-0.2,-1,.443,.493,,Traded
137,Albie Lopez\lopezal02,29,TBD,124.2,20,20,87,6.28,4.81,-0.19,0.18,97.7,5.06,-18,-1.6,,-0.1,-0.4,-3,.420,.490,$2975000,Expansion Draft
138,Derek Lowe\lowede01,28,BOS,91.2,67,3,39,3.83,4.90,-0.32,-0.27,99.8,4.94,11,1.1,1.66,0.1,2.2,22,.516,.507,$2125000,Traded
139,Sean Lowe\lowese01,30,CHW,127.0,45,11,55,3.90,4.94,0.04,-0.04,102.7,4.99,15,1.5,.96,-0.2,2.7,30,.533,.509,$300000,Traded
140,Mark Lukasiewicz*\lukasma01,28,ANA,22.1,24,0,17,6.85,5.22,0.21,-0.39,97.1,4.49,-6,-0.6,.74,0.0,-0.3,-3,.476,.496,,Waivers
141,Brandon Lyon\lyonbr01,21,TOR,63.0,11,11,31,4.43,4.79,-0.02,0.18,99.4,4.96,3,0.3,,0.0,1.0,11,.531,.502,,Amateur Draft
142,Mike MacDougal\macdomi01,24,KCR,15.1,3,3,10,5.87,5.19,0.34,0.19,111.6,5.62,-1,0.0,,0.0,0.1,1,.484,.500,,Amateur Draft
143,Calvin Maduro\madurca01,26,BAL,93.2,22,12,44,4.23,4.99,-0.08,0.06,97.5,5.01,8,0.8,1.14,-0.1,1.7,19,.535,.505,$210000,Free Agency
144,Mike Magnante*\magnami01,36,OAK,55.1,65,0,23,3.74,5.26,0.13,-0.40,96.1,4.55,5,0.5,1.43,0.0,1.0,11,.507,.503,$900000,Free Agency
145,Pat Mahomes\mahompa01,30,TEX,107.1,56,4,71,5.95,5.19,-0.29,-0.29,102.3,5.32,-8,-0.8,1.07,-0.2,0.1,5,.486,.495,$500000,Free Agency
146,Pedro Martinez\martipe02,29,BOS,116.2,18,18,33,2.55,4.99,-0.23,0.19,99.2,5.36,36,3.9,,-0.1,5.1,50,.719,.524,$13000000,Traded
147,T.J. Mathews\mathet.01,31,OAK,23.0,20,0,14,5.48,5.01,0.13,-0.38,98.0,4.41,-3,-0.3,.86,0.0,-0.1,0,.486,.498,$1900000,Traded
