Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
148,Rodrigo Lopez\lopezro02,27,BAL,147.0,26,26,101,6.18,5.20,-0.01,0.18,98.2,5.29,-14,-1.3,,-0.1,0.1,2,.448,.492,$325000,Free Agency
149,Shane Loux\louxsh01,23,DET,30.1,11,4,24,7.12,4.91,-0.21,-0.04,99.9,5.07,-7,-0.6,1.10,-0.1,-0.4,-3,.442,.496,,Amateur Draft
150,Derek Lowe\lowede01,30,BOS,203.1,33,33,113,5.00,4.84,-0.15,0.18,103.9,5.37,9,0.9,,-0.1,2.8,31,.526,.505,$3625000,Traded
151,Sean Lowe\lowese01,32,KCR,44.2,28,0,32,6.45,4.77,-0.32,-0.36,109.9,5.20,-6,-0.6,1.02,-0.1,-0.2,-1,.479,.496,,Free Agency
152,Brandon Lyon\lyonbr01,23,BOS,59.0,49,0,33,5.03,4.94,-0.15,-0.37,102.5,4.84,-1,-0.1,1.18,-0.1,0.4,5,.498,.499,$309500,Traded
153,Mike MacDougal\macdomi01,26,KCR,64.0,68,0,36,5.06,4.75,-0.27,-0.36,110.1,5.13,1,0.1,1.23,-0.1,0.6,8,.501,.500,$301000,Amateur Draft
154,Ron Mahay*\mahayro01,32,TEX,45.1,35,0,19,3.77,4.99,0.31,-0.38,110.5,4.76,5,0.5,1.34,0.0,1.0,10,.514,.503,,Free Agency
155,Mark Malaska*\malasma01,25,TBD,16.0,22,0,7,3.94,5.24,0.11,-0.39,98.1,4.64,1,0.1,1.64,0.0,0.3,3,.506,.501,,Amateur Draft
156,Mike Maroth*\marotmi01,25,DET,193.1,33,33,131,6.10,4.96,-0.20,0.19,98.7,5.28,-17,-1.6,,-0.1,0.2,4,.451,.490,$309000,Traded
157,Damaso Marte*\marteda01,28,CHW,79.2,71,0,16,1.81,4.78,0.10,-0.36,102.3,4.42,23,2.3,1.69,0.6,3.8,32,.533,.514,$330000,Traded
158,Pedro Martinez\martipe02,31,BOS,186.2,29,29,52,2.51,4.86,-0.12,0.18,101.4,5.24,57,6.2,,-0.1,8.0,78,.715,.539,$15500000,Traded
159,Julio Mateo\mateoju01,25,SEA,85.2,50,0,32,3.36,4.88,0.20,-0.33,96.9,4.21,8,0.8,.53,-0.4,1.4,18,.516,.505,$302500,Amateur Free Agent
160,Darrell May*\mayda02,31,KCR,210.0,35,32,98,4.20,4.87,-0.31,0.17,107.9,5.77,37,3.9,2.10,-0.1,5.9,60,.611,.524,$450000,Free Agency
161,Joe Mays\maysjo01,27,MIN,130.0,31,21,92,6.37,4.82,-0.03,0.12,100.7,5.00,-19,-1.8,.47,-0.1,-0.5,-5,.442,.489,$4150000,Traded
162,Seth McClung\mccluse01,22,TBD,38.2,12,5,23,5.35,4.68,0.13,0.02,99.2,4.53,-3,-0.3,.73,0.0,0.1,1,.472,.498,$300000,Amateur Draft
163,Chris Mears\mearsch01,25,DET,41.1,29,3,28,6.10,4.97,-0.19,-0.23,95.2,4.68,-6,-0.6,1.08,-0.1,-0.3,-2,.479,.496,,Free Agency
164,Gil Meche\mechegi01,24,SEA,186.1,32,32,97,4.69,4.88,0.22,0.18,95.8,4.64,-1,-0.1,,-0.1,1.7,20,.498,.500,$325000,Amateur Draft
165,Jim Mecir\mecirji01,33,OAK,37.0,41,0,25,6.08,4.86,0.03,-0.37,99.9,4.47,-7,-0.6,1.10,-0.1,-0.4,-2,.485,.496,$3216667,Traded
166,Ramiro Mendoza\mendora01,31,BOS,66.2,37,5,51,6.89,5.08,-0.17,-0.17,105.2,5.33,-11,-1.1,.88,-0.1,-0.5,-4,.471,.493,$2900000,Free Agency
167,Bart Miadich\miadiba01,27,ANA,2.0,1,0,4,18.00,4.89,0.15,-0.37,94.0,4.11,-3,-0.2,.38,0.1,-0.1,-3,.267,.499,,Free Agency
168,Dan Miceli\micelda01,32,2TM,19.2,20,0,7,3.20,4.63,0.02,-0.35,101.2,4.29,2,0.2,1.14,0.0,0.4,5,.512,.501,,Free Agency
169,Trever Miller*\milletr02,30,TOR,52.2,79,0,30,5.13,5.08,-0.22,-0.38,104.0,5.11,0,0.0,1.18,-0.1,0.5,6,.500,.500,$305000,Free Agency
170,Eric Milton*\miltoer01,27,MIN,17.0,3,3,5,2.65,4.02,-0.03,0.15,94.6,3.97,3,0.3,,0.0,0.4,4,.587,.502,$6000000,Traded
171,Damian Moss*\mossda01,26,BAL,50.2,10,9,40,7.11,5.33,-0.01,0.16,97.3,5.35,-10,-0.9,1.01,0.0,-0.4,-4,.411,.495,,Traded
172,Tony Mounce*\mouncto01,28,TEX,50.2,11,11,42,7.46,4.92,0.37,0.18,108.2,5.11,-13,-1.2,,0.0,-0.7,-7,.394,.493,,Free Agency
173,Jamie Moyer*\moyerja01,40,SEA,215.0,33,33,83,3.47,4.81,0.23,0.18,95.6,4.55,26,2.7,,-0.1,4.8,50,.582,.517,$6500000,Free Agency
174,Mark Mulder*\muldema01,25,OAK,186.2,26,26,66,3.18,4.89,0.02,0.18,98.7,4.98,38,4.0,,-0.1,5.8,58,.655,.525,$2650000,Amateur Draft
175,Terry Mulholland*\mulhote01,40,CLE,99.0,45,3,60,5.45,4.86,0.19,-0.21,102.4,4.57,-10,-0.9,.94,-0.2,0.0,2,.480,.494,$500000,Free Agency
176,Scott Mullen*\mullesc01,28,KCR,4.1,2,0,8,16.62,5.27,-0.45,0.11,111.5,6.49,-5,-0.4,.54,0.0,-0.3,-4,.305,.498,,Amateur Draft
177,Mike Mussina\mussimi01,34,NYY,214.2,31,31,86,3.61,5.04,-0.24,0.19,98.3,5.37,43,4.5,,-0.1,6.6,66,.646,.528,$12000000,Free Agency
178,Aaron Myette\myettaa01,25,CLE,2.2,2,0,7,23.63,4.71,0.26,-0.35,97.3,3.99,-6,-0.4,.10,0.2,-0.2,-6,.277,.497,$307500,Traded
179,Micheal Nakamura\nakammi01,26,MIN,12.2,12,0,11,7.82,4.66,-0.03,-0.35,100.5,4.36,-5,-0.5,.29,0.1,-0.2,-3,.462,.497,,Amateur Free Agent
180,Jeff Nelson\nelsoje01,36,2TM,55.1,70,0,25,4.07,4.83,0.05,-0.36,94.5,4.18,1,0.1,1.46,-0.1,0.6,7,.501,.500,$3983333,Traded
181,Michael Neu\neumi01,25,OAK,42.0,32,0,18,3.86,5.04,0.03,-0.38,99.4,4.60,4,0.3,.15,-0.2,0.6,8,.511,.502,$300000,Rule 5 Draft
182,C.J. Nitkowski*\nitkoc.01,30,TEX,9.2,6,0,8,7.45,4.98,0.43,-0.37,107.2,4.48,-3,-0.3,.77,0.0,-0.2,-2,.450,.498,$550000,Free Agency
183,Jesse Orosco*\oroscje01,46,2TM,9.0,23,0,9,9.00,5.46,-0.14,-0.41,98.7,5.13,-4,-0.4,1.42,-0.1,-0.4,-3,.484,.499,,Traded
184,Ramon Ortiz\ortizra02,30,ANA,180.0,32,32,121,6.05,4.85,0.15,0.18,96.6,4.71,-26,-2.4,,-0.1,-0.7,-6,.424,.485,$2266667,Amateur Free Agent
185,Antonio Osuna\osunaan01,30,NYY,50.2,48,0,22,3.91,4.99,-0.27,-0.37,95.9,4.68,4,0.4,.88,-0.1,0.8,10,.509,.503,$2400000,Traded
186,Jose Paniagua\paniajo01,29,CHW,0.1,1,0,4,108.00,4.94,0.51,-0.38,104.0,4.21,-4,-0.3,.07,0.1,-0.1,-4,.228,.498,,Purchased
187,Chan Ho Park\parkch01,30,TEX,29.2,7,7,26,7.89,5.14,0.35,0.19,112.0,5.57,-8,-0.7,,0.0,-0.4,-4,.403,.496,$13000000,Free Agency
188,Chad Paronto\paronch01,27,CLE,6.2,6,0,8,10.80,4.86,0.15,-0.37,98.6,4.28,-5,-0.4,.91,0.0,-0.4,-4,.426,.497,,Waivers
189,Jim Parque*\parquji01,28,TBD,17.1,5,5,23,11.94,4.74,0.18,0.13,100.6,4.72,-14,-1.1,,0.0,-0.9,-12,.284,.493,$400000,Free Agency
190,Steve Parris\parrist01,35,TBD,43.2,10,7,32,6.60,4.95,0.17,0.09,97.3,4.74,-9,-0.8,.13,0.0,-0.3,-4,.419,.495,$400000,Free Agency
191,John Parrish*\parrijo01,25,BAL,23.2,14,0,7,2.66,5.46,-0.01,-0.41,97.8,4.94,6,0.6,1.04,0.0,0.8,9,.543,.504,,Amateur Draft
192,Danny Patterson\patteda04,32,DET,17.2,19,0,8,4.08,4.88,-0.15,-0.37,94.8,4.42,1,0.1,.88,0.0,0.2,3,.504,.500,$2500000,Traded
193,Troy Percival\percitr01,33,ANA,49.1,52,0,22,4.01,4.92,0.11,-0.37,96.5,4.28,2,0.2,1.60,-0.1,0.6,7,.503,.501,$7833333,Amateur Draft
194,Robert Person\persoro01,33,BOS,11.2,7,0,10,7.71,4.98,-0.14,-0.37,103.5,4.91,-4,-0.3,.57,0.0,-0.2,-2,.452,.498,$300000,Free Agency
195,Andy Pettitte*\pettian01,31,NYY,208.1,33,33,109,4.71,4.93,-0.26,0.18,96.0,5.16,11,1.1,,-0.1,3.1,34,.533,.507,$11500000,Amateur Draft
196,Jason Phillips\phillja03,29,CLE,5.0,3,0,5,9.00,4.91,0.21,-0.37,102.2,4.42,-3,-0.2,1.15,0.0,-0.2,-2,.423,.499,,Free Agency
197,Joel Pineiro\pineijo01,24,SEA,211.2,32,32,94,4.00,4.79,0.22,0.18,92.9,4.42,10,1.0,,-0.1,3.1,34,.532,.506,$440000,Amateur Draft
198,Cliff Politte\politcl01,29,TOR,49.1,54,0,32,5.84,5.01,-0.24,-0.38,103.7,5.05,-4,-0.4,1.20,-0.2,0.0,1,.492,.497,$845000,Traded
199,Sidney Ponson\ponsosi01,26,BAL,148.0,21,21,65,3.95,5.02,-0.01,0.19,98.1,5.12,19,2.0,,-0.1,3.4,36,.596,.512,$4250000,Amateur Free Agent
200,Mike Porzio*\porzimi01,30,CHW,14.0,3,3,10,6.43,4.55,0.15,0.17,100.0,4.57,-3,-0.3,,0.0,-0.1,-1,.413,.498,,Free Agency
201,Jay Powell\powelja04,31,TEX,58.2,51,0,58,8.90,4.91,0.37,-0.37,111.4,4.65,-28,-2.6,.33,0.7,-1.2,-21,.449,.484,$3250000,Free Agency
202,Bret Prinz\prinzbr01,26,NYY,2.0,2,0,4,18.00,4.87,-0.41,-0.36,116.0,5.70,-3,-0.2,.64,0.0,-0.2,-3,.380,.499,,Traded
203,Carlos Pulido*\pulidca01,31,MIN,15.2,7,1,9,5.17,4.50,-0.03,-0.24,103.7,4.44,-1,-0.1,.54,0.0,0.0,1,.483,.499,,Free Agency
204,J.J. Putz\putzjj01,26,SEA,3.2,3,0,2,4.91,5.07,0.23,-0.38,99.4,4.43,0,0.0,.12,0.0,0.0,0,.494,.500,,Amateur Draft
205,Brad Radke\radkebr01,30,MIN,212.1,33,33,111,4.70,4.71,-0.03,0.18,99.3,4.87,4,0.4,,-0.1,2.5,28,.513,.503,$8750000,Amateur Draft
206,Erasmo Ramirez*\ramirer01,27,TEX,49.0,34,0,21,3.86,4.84,0.35,-0.36,110.2,4.55,4,0.4,.79,-0.2,0.8,9,.511,.502,,Traded
207,Mario Ramos*\ramosma01,25,TEX,13.0,3,3,9,6.23,4.94,0.34,0.18,108.1,5.17,-2,-0.1,,0.0,0.0,0,.453,.499,,Traded
208,Rick Reed\reedri01,38,MIN,135.0,27,21,80,5.33,4.82,-0.03,0.14,101.0,5.04,-4,-0.4,1.28,-0.1,0.9,11,.485,.498,$8000000,Traded
209,Dan Reichert\reichda01,26,TOR,16.1,15,0,12,6.61,5.13,-0.27,-0.39,102.9,5.16,-3,-0.3,1.14,-0.1,-0.1,-1,.483,.498,,Free Agency
210,Alberto Reyes\reyesal01,33,NYY,17.0,13,0,7,3.71,5.03,-0.27,-0.38,97.3,4.79,2,0.2,.50,-0.1,0.3,4,.516,.501,,Free Agency
211,Carlos Reyes\reyesca01,34,TBD,39.2,10,3,23,5.22,5.14,0.16,0.02,95.2,4.76,-2,-0.2,.31,0.0,0.2,2,.481,.499,,Free Agency
212,Arthur Rhodes*\rhodear01,33,SEA,54.0,67,0,25,4.17,4.89,0.21,-0.37,93.7,4.05,-1,-0.1,1.32,-0.1,0.4,5,.499,.500,$3500000,Free Agency
213,Jerrod Riggan\riggaje01,29,CLE,4.0,2,0,4,9.00,5.27,0.21,-0.40,94.0,4.39,-2,-0.2,.26,0.1,-0.1,-2,.408,.499,,Traded
214,Matt Riley*\rileyma01,23,BAL,10.0,2,2,2,1.80,5.38,-0.01,0.20,103.1,5.76,4,0.5,,0.0,0.6,6,.744,.503,,Amateur Draft
215,Juan Rincon\rincoju01,24,MIN,85.2,58,0,38,3.99,4.79,-0.02,-0.36,100.5,4.47,5,0.5,1.00,-0.2,1.2,14,.508,.503,,Amateur Free Agent
216,Ricardo Rincon*\rincori01,33,OAK,55.1,64,0,21,3.42,4.98,0.02,-0.37,98.7,4.52,7,0.7,1.36,0.0,1.3,13,.511,.504,$1700000,Free Agency
217,David Riske\riskeda01,26,CLE,74.2,68,0,21,2.53,4.72,0.13,-0.35,97.5,4.13,13,1.3,1.52,0.2,2.3,22,.520,.508,$314000,Amateur Draft
218,Mariano Rivera\riverma01,33,NYY,70.2,64,0,15,1.91,4.84,-0.23,-0.36,96.6,4.56,21,2.1,1.83,0.7,3.6,29,.533,.513,$10500000,Amateur Free Agent
219,Willis Roberts\roberwi01,28,BAL,39.1,26,0,26,5.95,4.86,-0.01,-0.37,98.9,4.45,-6,-0.6,.88,0.0,-0.3,-2,.476,.496,$3500000,Free Agency
220,Nate Robertson*\roberna01,25,DET,44.2,8,8,27,5.44,4.87,-0.18,0.18,91.7,4.80,-3,-0.3,,0.0,0.1,2,.463,.498,,Traded
221,John Rocker*\rockejo01,28,TBD,1.0,2,0,1,9.00,6.73,0.16,-0.50,104.5,6.34,0,0.0,.60,0.0,0.0,0,.486,.500,,Free Agency
222,Fernando Rodney\rodnefe01,26,DET,29.2,27,0,20,6.07,5.06,-0.17,-0.38,96.3,4.67,-5,-0.4,1.39,-0.2,-0.3,-1,.484,.497,,Amateur Free Agent
223,Francisco Rodriguez\rodrifr03,21,ANA,86.0,59,0,30,3.14,4.85,0.10,-0.36,97.3,4.27,11,1.1,1.05,-0.2,1.8,21,.518,.507,$312500,Amateur Free Agent
224,Ricardo Rodriguez\rodriri03,25,CLE,81.2,15,15,57,6.28,4.77,0.18,0.18,101.4,4.83,-13,-1.2,,-0.1,-0.4,-4,.421,.493,$302400,Traded
225,Rich Rodriguez*\rodriri02,40,ANA,3.2,3,0,1,2.45,5.51,0.13,-0.41,99.6,4.95,1,0.1,.18,-0.1,0.1,1,.534,.501,,Free Agency
226,Kenny Rogers*\rogerke01,38,MIN,195.0,33,31,108,4.98,4.73,-0.03,0.17,101.0,4.98,0,0.0,.99,-0.1,1.9,22,.501,.500,$2000000,Free Agency
227,J.C. Romero*\romerj.01,27,MIN,63.0,73,0,37,5.29,4.82,-0.02,-0.36,100.0,4.48,-5,-0.5,1.42,-0.3,-0.1,2,.493,.497,$325000,Amateur Draft
228,Matt Roney\roneyma01,23,DET,100.2,45,11,67,5.99,4.97,-0.19,-0.12,97.7,4.92,-12,-1.1,.78,-0.1,-0.2,-1,.475,.493,$300000,Purchased
229,Ryan Rupe\rupery01,28,BOS,10.0,4,1,9,8.10,5.04,-0.17,-0.04,102.9,5.32,-3,-0.3,.65,0.0,-0.2,-2,.429,.498,,Waivers
230,B.J. Ryan*\ryanb.01,27,BAL,50.1,76,0,19,3.40,5.35,0.00,-0.40,99.1,4.90,9,0.8,1.71,0.2,1.6,14,.511,.505,$762500,Traded
231,CC Sabathia*\sabatc.01,22,CLE,197.2,30,30,85,3.87,4.78,0.16,0.18,97.5,4.68,18,1.8,,-0.1,3.7,40,.561,.511,$1100000,Amateur Draft
232,Carl Sadler*\sadleca01,26,CLE,9.2,18,0,2,1.86,5.35,0.15,-0.40,97.1,4.66,3,0.3,1.29,0.0,0.4,4,.517,.502,$303200,Free Agency
233,David Sanders*\sandeda01,23,CHW,22.0,20,0,16,6.55,4.87,0.15,-0.37,101.3,4.41,-5,-0.5,.46,0.1,-0.2,-3,.475,.497,,Amateur Draft
234,Johan Santana*\santajo02,24,MIN,158.1,45,18,56,3.18,4.63,-0.02,0.01,99.1,4.62,26,2.6,1.16,-0.1,4.1,43,.558,.516,$335000,Traded
235,Jose Santiago\santijo03,28,CLE,31.2,25,0,11,3.13,4.82,0.18,-0.36,98.0,4.20,4,0.4,1.18,0.0,0.7,7,.515,.502,$600000,Free Agency
236,Victor Santos\santovi01,26,TEX,25.2,8,4,21,7.36,5.02,0.35,0.05,112.2,5.29,-6,-0.5,.51,0.0,-0.3,-3,.432,.497,,Free Agency
237,Kazuhiro Sasaki\sasakka01,35,SEA,33.1,35,0,17,4.59,4.92,0.22,-0.37,96.1,4.16,-2,-0.2,1.05,-0.1,0.1,2,.496,.499,$8000000,Amateur Free Agent
238,Scott Sauerbeck*\sauersc01,31,BOS,16.2,26,0,14,7.56,5.25,-0.13,-0.39,102.6,5.11,-5,-0.4,.93,0.0,-0.3,-3,.483,.497,,Traded
239,Brian Schmack\schmabr01,29,DET,13.0,11,0,6,4.15,4.81,-0.19,-0.36,95.0,4.40,0,0.0,.87,0.0,0.1,2,.503,.500,,Free Agency
240,Scott Schoeneweis*\schoesc01,29,2TM,64.2,59,0,35,4.87,4.98,0.13,-0.37,98.7,4.42,-3,-0.3,.66,-0.1,0.3,4,.495,.499,$1425000,Amateur Draft
241,Rudy Seanez\seaneru01,34,BOS,8.2,9,0,7,7.27,5.24,-0.15,-0.39,103.9,5.19,-2,-0.2,.89,0.0,-0.1,-1,.479,.499,,Free Agency
242,Bobby Seay*\seaybo01,25,TBD,9.0,12,0,3,3.00,5.47,0.14,-0.41,94.3,4.64,2,0.2,1.41,0.0,0.3,3,.514,.501,$300000,Free Agency
243,Aaron Sele\seleaa01,33,ANA,121.2,25,25,82,6.07,4.84,0.15,0.18,95.5,4.66,-19,-1.7,,-0.1,-0.6,-5,.431,.489,$8166667,Free Agency
244,Scott Service\servisc01,36,TOR,16.0,15,0,8,4.50,4.89,-0.21,-0.37,104.4,4.95,1,0.1,1.36,0.0,0.2,3,.505,.501,,Waivers
245,Scot Shields\shielsc01,27,ANA,148.1,44,13,56,3.40,4.90,0.13,-0.06,97.3,4.58,20,2.0,.46,-0.4,3.1,36,.545,.512,$305000,Amateur Draft
246,Jason Shiell\shielja01,26,BOS,23.1,17,0,13,5.01,4.95,-0.13,-0.37,106.5,5.01,0,0.0,.85,-0.1,0.2,3,.500,.500,,Free Agency
247,Brian Shouse*\shousbr01,34,TEX,61.0,62,0,24,3.54,5.01,0.34,-0.38,111.5,4.78,9,0.8,1.01,-0.1,1.4,15,.514,.505,,Free Agency
248,Kyle Snyder\snydeky01,25,KCR,85.1,15,15,52,5.48,4.81,-0.33,0.18,107.0,5.69,2,0.2,,-0.1,1.0,12,.514,.501,,Amateur Draft
249,Rafael Soriano\soriara01,23,SEA,53.0,40,0,9,1.53,4.88,0.16,-0.37,95.6,4.16,16,1.6,.89,-0.2,1.9,22,.539,.510,,Amateur Free Agent
250,Jorge Sosa\sosajo02,25,TBD,128.2,29,19,71,4.97,5.07,0.15,0.09,96.2,4.82,-2,-0.2,1.08,-0.1,1.0,13,.494,.499,$300000,Waivers
251,Steve Sparks\sparkst01,37,2TM,107.0,51,0,68,5.72,4.95,-0.15,-0.26,98.9,4.79,-11,-1.0,.98,-0.1,-0.1,1,.480,.496,$4500000,Free Agency
252,Chris Spurling\spurlch01,26,DET,77.0,66,0,42,4.91,4.92,-0.18,-0.37,95.6,4.53,-3,-0.3,.96,-0.2,0.4,5,.495,.498,$305000,Traded
253,Jason Standridge\standja01,24,TBD,35.1,8,7,25,6.37,5.08,0.15,0.09,95.0,4.77,-6,-0.6,.02,0.0,-0.2,-2,.428,.496,,Amateur Draft
254,Jason Stanford*\stanfja01,26,CLE,50.0,13,8,20,3.60,4.94,0.17,0.12,97.8,4.79,7,0.7,.96,0.0,1.2,12,.552,.504,,Amateur Free Agent
255,Josh Stewart*\stewajo02,24,CHW,25.2,5,5,18,6.31,4.33,0.15,0.16,100.4,4.36,-6,-0.5,,0.0,-0.3,-3,.401,.497,$300000,Amateur Draft
256,Tanyon Sturtze\sturtta01,32,TOR,89.1,40,8,67,6.75,4.95,-0.26,-0.04,104.2,5.38,-13,-1.3,.76,-0.1,-0.4,-3,.468,.492,$1000000,Free Agency
257,Scott Sullivan\sullisc01,32,CHW,14.1,15,0,6,3.77,5.25,0.11,-0.39,101.6,4.81,2,0.2,1.17,0.0,0.3,3,.511,.501,,Traded
258,Jeff Suppan\suppaje01,28,BOS,63.0,11,10,41,5.86,5.01,-0.16,0.15,100.3,5.33,-4,-0.3,.36,0.0,0.3,3,.469,.498,,Traded
259,Brian Sweeney\sweenbr01,29,SEA,9.1,5,0,2,1.93,5.06,0.20,-0.38,98.5,4.41,3,0.3,.14,-0.1,0.2,4,.553,.502,,Purchased
260,Jon Switzer*\switzjo01,23,TBD,9.2,5,0,8,7.45,5.27,0.15,-0.40,101.4,4.79,-3,-0.3,1.17,0.0,-0.2,-2,.447,.498,,Amateur Draft
261,Brian Tallet*\tallebr01,25,CLE,19.0,5,3,14,6.63,4.44,0.19,0.08,104.4,4.52,-4,-0.4,.11,0.0,-0.2,-2,.419,.498,,Amateur Draft
262,Jeff Tam\tamje01,32,TOR,44.2,44,0,30,6.04,4.93,-0.27,-0.37,105.2,5.07,-5,-0.5,.87,-0.1,-0.1,0,.490,.497,$600000,Free Agency
263,Aaron Taylor\tayloaa01,25,SEA,12.2,10,0,12,8.53,4.74,0.25,-0.36,98.3,4.06,-6,-0.6,.21,0.2,-0.3,-5,.442,.496,,MinorLg Draft
264,Brad Thomas*\thomabr01,25,MIN,4.2,3,0,4,7.71,3.99,-0.03,-0.30,92.7,3.45,-2,-0.2,1.05,0.0,-0.2,-2,.432,.499,,Free Agency
265,John Thomson\thomsjo01,29,TEX,217.0,35,35,125,5.18,4.90,0.35,0.18,108.2,5.11,-1,-0.1,,-0.1,2.0,23,.496,.499,$1300000,Free Agency
266,Corey Thurman\thurmco01,24,TOR,15.1,6,3,11,6.46,5.13,-0.27,-0.07,99.4,5.30,-2,-0.2,.40,0.0,0.0,0,.469,.499,,Rule 5 Draft
267,Mike Timlin\timlimi01,37,BOS,83.2,72,0,37,3.98,4.93,-0.14,-0.37,102.4,4.81,8,0.8,1.33,-0.1,1.6,17,.511,.505,$1850000,Free Agency
268,Kevin Tolar*\tolarke01,32,BOS,4.0,6,0,5,11.25,5.05,-0.14,-0.38,111.3,5.36,-3,-0.2,.55,0.0,-0.2,-2,.459,.498,,Free Agency
269,Josh Towers\towerjo01,26,TOR,64.1,14,8,34,4.76,4.68,-0.24,0.08,103.8,5.19,3,0.3,1.13,-0.1,0.9,10,.523,.502,,Free Agency
270,Billy Traber*\trabebi01,23,CLE,111.2,33,18,67,5.40,4.84,0.17,0.06,99.3,4.70,-8,-0.8,.94,-0.1,0.3,4,.475,.495,$300000,Traded
271,Derrick Turnbow\turnbde01,25,ANA,15.1,11,0,1,0.59,4.97,0.10,-0.37,97.8,4.40,7,0.7,.29,-0.3,0.6,8,.561,.504,,Rule 5 Draft
272,Ugueth Urbina\urbinug01,29,TEX,38.2,39,0,19,4.42,4.99,0.30,-0.38,113.0,4.88,2,0.2,1.60,0.0,0.6,6,.505,.501,$4500000,Free Agency
273,Ismael Valdez\valdeis01,29,TEX,115.0,22,22,83,6.50,4.84,0.40,0.18,110.5,5.11,-18,-1.6,,-0.1,-0.5,-5,.427,.490,$2500000,Free Agency
274,Todd Van Poppel\vanpoto01,31,TEX,12.2,7,1,14,9.95,4.98,0.41,-0.20,111.5,4.87,-7,-0.6,.57,0.1,-0.4,-6,.408,.496,$2500000,Free Agency
275,Mike Venafro*\venafmi01,29,TBD,19.0,24,0,10,4.74,5.16,0.16,-0.39,96.2,4.44,-1,-0.1,1.10,0.0,0.1,2,.498,.500,$300000,Free Agency
276,Brad Voyles\voylebr01,26,KCR,31.1,11,3,29,8.33,4.46,-0.34,-0.12,116.2,5.44,-10,-0.9,.39,0.1,-0.5,-7,.417,.494,,Traded
277,Doug Waechter\waechdo01,22,TBD,35.1,6,5,13,3.31,5.42,0.12,0.16,96.2,5.25,8,0.8,2.82,0.0,1.2,12,.636,.505,,Amateur Draft
278,Tim Wakefield\wakefti01,36,BOS,202.1,35,33,106,4.71,4.92,-0.14,0.18,104.0,5.44,17,1.7,1.03,-0.1,3.6,39,.548,.510,$4000000,Free Agency
279,Jamie Walker*\walkeja01,31,DET,65.0,78,0,30,4.15,4.96,-0.17,-0.37,94.7,4.50,3,0.3,1.32,-0.1,0.9,10,.503,.502,$360000,Free Agency
280,Pete Walker\walkepe01,34,TOR,55.1,23,7,31,5.04,4.96,-0.25,-0.03,102.1,5.28,2,0.2,.96,-0.1,0.7,8,.507,.501,$425000,Waivers
281,Les Walrond*\walrole01,26,KCR,8.0,7,0,9,10.13,4.96,-0.33,-0.37,117.4,5.77,-4,-0.4,.73,0.0,-0.3,-3,.448,.498,,Waivers
282,John Wasdin\wasdijo01,30,TOR,5.0,3,2,13,23.40,5.35,-0.39,-0.08,107.1,6.06,-10,-0.7,.55,0.1,-0.6,-9,.260,.496,,Traded
283,Jarrod Washburn*\washbja01,28,ANA,207.1,32,32,106,4.60,4.87,0.14,0.18,97.3,4.78,4,0.4,,-0.1,2.4,28,.514,.503,$3875000,Amateur Draft
284,Jeff Weaver\weaveje01,26,NYY,159.1,32,24,113,6.38,4.94,-0.30,0.14,98.1,5.29,-19,-1.8,.71,-0.1,-0.2,-1,.444,.489,$4150000,Traded
285,Ben Weber\weberbe01,33,ANA,80.1,62,0,26,2.91,4.92,0.14,-0.37,97.1,4.28,12,1.2,.91,-0.2,1.9,21,.520,.508,$375000,Waivers
286,David Wells*\wellsda01,40,NYY,213.0,31,30,101,4.27,4.84,-0.30,0.17,97.4,5.17,22,2.2,2.27,-0.1,4.3,45,.572,.514,$3250000,Free Agency
287,Jake Westbrook\westbja01,25,CLE,133.0,34,22,70,4.74,4.75,0.17,0.11,97.0,4.55,-3,-0.2,1.62,-0.1,1.0,12,.493,.498,$305500,Traded
288,Gabe White*\whitega01,31,NYY,12.1,12,0,7,5.11,4.93,-0.27,-0.37,98.1,4.74,0,0.0,2.04,-0.1,0.0,1,.496,.500,,Conditional Deal
289,Matt White*\whitema03,25,2TM,5.2,6,0,14,22.24,5.29,-0.06,-0.40,98.4,4.90,-11,-0.9,.41,0.2,-0.6,-10,.355,.497,$300000,Rule 5 Draft
290,Rick White\whiteri01,34,CHW,47.2,34,0,39,7.36,4.75,0.14,-0.36,102.8,4.37,-16,-1.5,.66,0.1,-0.8,-10,.456,.491,$600000,Free Agency
291,Scott Williamson\willisc01,27,BOS,20.1,24,0,15,6.64,5.00,-0.13,-0.38,101.3,4.81,-4,-0.4,1.25,-0.1,-0.3,-2,.484,.498,,Traded
292,Kris Wilson\wilsokr01,26,KCR,72.2,29,4,49,6.07,4.80,-0.34,-0.17,110.4,5.49,-5,-0.4,1.06,-0.1,0.2,4,.485,.497,$311000,Amateur Draft
293,Mike Wood\woodmi01,23,OAK,13.2,7,1,17,11.20,5.23,0.03,-0.31,98.3,4.81,-10,-0.8,1.00,0.0,-0.7,-8,.379,.495,,Amateur Draft
294,Steve Woodard\woodast01,28,BOS,17.2,7,0,10,5.09,4.85,-0.16,-0.22,106.0,5.08,0,0.0,.61,0.0,0.2,2,.500,.500,,Free Agency
