Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
25,Rafael Betancourt\betanra01,28,CLE,38.0,33,0,11,2.61,4.81,0.14,-0.36,98.2,4.23,7,0.7,1.15,0.0,1.1,11,.521,.504,,Free Agency
26,Nick Bierbrodt*\bierbni01,25,2TM,43.1,18,5,47,9.76,4.81,0.17,-0.04,99.3,4.58,-25,-2.1,.40,0.1,-1.5,-20,.382,.491,$300000,Waivers
27,Jeremy Bonderman\bondeje01,20,DET,162.0,33,28,118,6.56,4.80,-0.19,0.14,95.5,4.90,-30,-2.7,.14,0.0,-1.1,-12,.418,.483,$300000,Traded
28,Chris Bootcheck\bootcch01,24,ANA,10.1,4,1,13,11.32,4.87,0.17,-0.19,101.8,4.60,-8,-0.6,.04,0.2,-0.3,-7,.339,.496,,Amateur Draft
29,Micah Bowie*\bowiemi01,28,OAK,8.1,6,0,7,7.56,4.80,0.03,-0.36,94.0,4.15,-3,-0.3,1.04,0.0,-0.2,-2,.451,.498,$304000,Free Agency
30,Brian Bowles\bowlebr01,26,TOR,7.0,5,0,4,5.14,5.36,-0.30,-0.40,101.5,5.33,0,0.0,.56,0.0,0.1,1,.503,.500,,Amateur Draft
31,Jason Boyd\boydja02,30,CLE,52.1,44,0,25,4.30,4.77,0.16,-0.36,100.5,4.27,0,0.0,1.05,-0.1,0.4,6,.500,.500,,Free Agency
32,Chad Bradford\bradfch01,28,OAK,77.0,72,0,28,3.27,4.90,0.02,-0.37,98.6,4.45,10,1.0,1.51,0.1,1.9,19,.514,.506,$331000,Traded
33,Dewon Brazelton\brazede01,23,TBD,48.1,10,10,49,9.12,4.78,0.16,0.18,99.0,4.75,-23,-1.9,,0.0,-1.4,-18,.311,.488,,Amateur Draft
34,Mark Buehrle*\buehrma01,24,CHW,230.1,35,35,124,4.85,4.85,0.15,0.18,101.4,4.96,3,0.3,,-0.1,2.5,29,.509,.502,$445000,Amateur Draft
35,Ryan Bukvich\bukviry01,25,KCR,10.1,9,0,11,9.58,4.83,-0.31,-0.36,103.9,4.97,-5,-0.5,.26,0.2,-0.2,-4,.445,.497,$304500,Amateur Draft
36,John Burkett\burkejo03,38,BOS,181.2,32,30,108,5.35,4.81,-0.15,0.15,102.0,5.22,-2,-0.2,.34,-0.1,1.5,18,.493,.499,$5500000,Free Agency
37,Mickey Callaway\callami01,28,2TM,60.2,23,7,50,7.42,4.95,0.23,-0.07,101.2,4.70,-18,-1.7,.47,0.1,-0.9,-11,.427,.494,$302500,Traded
38,Giovanni Carrara\carragi01,35,SEA,29.0,23,0,22,6.83,4.76,0.26,-0.36,95.9,3.97,-9,-0.9,.83,0.0,-0.6,-6,.462,.495,$400000,Free Agency
39,D.J. Carrasco\carradj01,26,KCR,80.1,50,2,44,4.93,4.79,-0.29,-0.30,108.6,5.19,2,0.2,1.15,-0.2,0.9,11,.505,.501,$300000,Rule 5 Draft
40,Hector Carrasco\carrahe01,33,BAL,38.1,40,0,22,5.17,5.44,-0.01,-0.41,98.0,4.94,-1,-0.1,1.24,-0.1,0.2,3,.498,.499,,Free Agency
41,Lance Carter\cartela02,28,TBD,79.0,62,0,39,4.44,5.05,0.14,-0.38,96.6,4.37,0,0.0,1.49,-0.2,0.6,8,.499,.500,$300000,Free Agency
42,Bruce Chen*\chenbr01,26,BOS,12.1,5,2,8,5.84,5.39,-0.13,0.04,100.0,5.56,0,0.0,.13,0.0,0.1,1,.493,.500,,Waivers
43,Randy Choate*\choatra01,27,NYY,3.2,5,0,3,7.36,5.26,-0.34,-0.40,99.6,5.18,-1,-0.1,.35,0.0,0.0,0,.483,.499,,Amateur Draft
44,Vinnie Chulk\chulkvi01,24,TOR,5.1,3,0,3,5.06,5.07,-0.28,-0.38,103.0,5.11,0,0.0,.52,0.0,0.1,1,.501,.500,,Amateur Draft
45,Brandon Claussen*\clausbr01,24,NYY,6.1,1,1,2,2.84,4.07,-0.29,0.15,96.0,4.33,1,0.1,,0.0,0.2,2,.611,.501,,Amateur Draft
46,Roger Clemens\clemero02,40,NYY,211.2,33,33,99,4.21,4.83,-0.24,0.18,95.7,5.03,20,2.0,,-0.1,4.0,43,.561,.512,$10100000,Free Agency
47,Jesus Colome\colomje01,25,TBD,74.0,54,0,37,4.50,4.97,0.13,-0.37,97.4,4.35,-1,-0.1,1.24,-0.2,0.5,7,.498,.499,$300000,Traded
48,Bartolo Colon\colonba01,30,CHW,242.0,34,34,107,3.98,4.86,0.13,0.18,101.3,4.97,27,2.8,,-0.2,5.1,54,.582,.517,$8250000,Traded
49,Jose Contreras\contrjo01,31,NYY,71.0,18,9,27,3.42,4.79,-0.22,0.08,97.6,4.96,12,1.3,.92,-0.1,1.9,20,.570,.508,$5500000,Amateur Free Agent
50,Francisco Cordero\cordefr01,28,TEX,82.2,73,0,33,3.59,4.97,0.29,-0.37,110.2,4.76,11,1.1,1.60,0.1,2.1,20,.515,.507,$900000,Traded
51,Nate Cornejo\cornena01,23,DET,194.2,32,32,111,5.13,4.85,-0.20,0.18,94.8,4.95,-4,-0.3,,-0.1,1.5,18,.489,.498,$303000,Amateur Draft
52,David Cortes\corteda01,29,CLE,3.0,2,0,5,15.00,4.94,0.29,-0.37,96.0,4.11,-4,-0.3,.36,0.1,-0.2,-3,.347,.498,,Purchased
53,Neal Cotts*\cottsne01,23,CHW,13.1,4,4,12,8.10,4.67,0.14,0.16,107.2,5.03,-5,-0.4,,0.0,-0.3,-3,.399,.498,,Traded
54,Doug Creek*\creekdo01,34,TOR,13.2,21,0,6,3.95,5.49,-0.24,-0.41,107.2,5.70,3,0.3,.79,-0.1,0.4,4,.513,.502,$700000,Free Agency
55,Jack Cressend\cressja01,28,CLE,43.0,33,0,12,2.51,4.86,0.16,-0.37,98.2,4.26,8,0.8,1.00,-0.1,1.2,13,.525,.505,,Waivers
56,Omar Daal*\daalom01,31,BAL,93.2,19,17,69,6.63,4.75,-0.01,0.15,99.6,4.88,-18,-1.6,1.74,-0.1,-0.8,-8,.414,.490,$3000000,Free Agency
57,Doug Davis*\davisdo02,27,2TM,57.0,13,12,37,5.84,4.87,-0.24,0.18,103.5,5.47,-2,-0.2,.75,0.0,0.4,4,.485,.500,,Amateur Draft
58,Jason Davis\davisja02,23,CLE,165.1,27,27,101,5.50,4.82,0.17,0.18,98.7,4.76,-13,-1.2,,-0.1,0.3,5,.454,.492,$301100,Amateur Draft
59,Jorge De Paula\depaujo01,24,NYY,11.1,4,1,1,0.79,4.70,-0.21,-0.06,94.7,4.60,5,0.5,.01,-0.1,0.5,6,.627,.503,,Traded
60,Rick DeHart*\deharri01,33,KCR,4.0,4,0,6,13.50,4.81,-0.42,-0.36,119.4,5.81,-3,-0.3,1.04,0.0,-0.3,-3,.422,.498,,Free Agency
61,R.A. Dickey\dicker.01,28,TEX,116.2,38,13,68,5.25,4.77,0.34,-0.02,111.4,4.91,-4,-0.4,1.41,-0.2,0.7,9,.489,.498,,Amateur Draft
62,Juan Dominguez\dominju01,23,TEX,16.1,6,3,14,7.71,4.57,0.31,0.10,114.4,4.99,-5,-0.5,.36,0.0,-0.3,-3,.425,.497,,Amateur Free Agent
63,Brendan Donnelly\donnebr01,31,ANA,74.0,63,0,14,1.70,4.92,0.11,-0.37,96.4,4.28,21,2.1,1.57,0.4,3.4,30,.534,.513,$325000,Free Agency
64,Sean Douglass\douglse01,24,BAL,8.0,3,0,12,13.50,5.63,-0.01,-0.42,100.5,5.24,-7,-0.6,.23,0.2,-0.3,-6,.305,.496,,Amateur Draft
65,Ryan Drese\dresery01,27,TEX,46.0,11,8,42,8.22,5.04,0.39,0.08,112.0,5.30,-15,-1.3,.60,0.0,-0.8,-10,.381,.492,,Traded
66,Travis Driskill\drisktr01,31,BAL,48.0,20,0,35,6.56,5.01,-0.01,-0.31,103.3,4.86,-9,-0.9,1.16,-0.2,-0.5,-4,.458,.495,,Free Agency
67,Eric DuBose*\duboser01,27,BAL,73.2,17,10,33,4.03,5.31,-0.01,0.11,99.3,5.38,11,1.1,1.50,0.0,1.9,19,.567,.507,,Free Agency
68,Justin Duchscherer\duchsju01,25,OAK,16.1,4,3,7,3.86,4.86,0.02,0.11,102.5,5.07,2,0.2,.43,0.0,0.4,4,.557,.501,,Traded
69,Chad Durbin\durbich01,25,CLE,8.2,3,1,12,12.46,4.51,0.20,-0.09,103.8,4.38,-8,-0.6,.89,0.0,-0.5,-7,.296,.496,,Free Agency
70,Eric Eckenstahler*\eckener01,26,DET,15.2,20,0,6,3.45,5.16,-0.14,-0.39,95.0,4.67,2,0.2,.59,-0.1,0.3,4,.511,.501,,Amateur Draft
71,Dave Elder\elderda01,27,CLE,2.1,4,0,5,19.29,5.22,0.20,-0.39,111.5,5.16,-4,-0.3,.56,0.1,-0.2,-3,.417,.498,,Free Agency
72,Robert Ellis\ellisro02,32,TEX,18.1,4,4,17,8.35,5.40,0.41,0.14,109.6,5.62,-6,-0.5,,0.0,-0.3,-3,.379,.497,,Free Agency
73,Alan Embree*\embreal01,33,BOS,55.0,65,0,26,4.25,5.03,-0.13,-0.38,103.3,4.94,4,0.4,1.27,-0.1,1.0,10,.507,.503,$3000000,Traded
74,Kelvim Escobar\escobke01,27,TOR,180.1,41,26,94,4.69,4.93,-0.23,0.13,102.9,5.44,15,1.5,1.20,-0.1,3.3,35,.537,.509,$3900000,Amateur Free Agent
75,Mike Fetters\fettemi01,38,MIN,6.0,5,0,0,0.00,4.91,-0.02,-0.37,104.6,4.77,3,0.3,.22,-0.1,0.3,4,.565,.502,$500000,Free Agency
76,Nate Field\fieldna01,27,KCR,21.2,19,0,10,4.15,4.64,-0.27,-0.35,111.4,5.09,2,0.2,.61,-0.1,0.4,5,.512,.501,,Free Agency
77,Jeremy Fikac\fikacje01,28,OAK,16.0,14,0,8,4.50,5.02,0.02,-0.38,101.3,4.68,0,0.0,1.13,0.0,0.2,2,.503,.500,$316000,Conditional Deal
78,Tony Fiore\fioreto01,31,MIN,36.0,21,0,25,6.25,5.17,-0.02,-0.31,100.0,4.89,-5,-0.5,.40,0.1,-0.1,-1,.475,.497,$330000,Free Agency
79,Casey Fossum*\fossuca01,25,BOS,79.0,19,14,55,6.27,4.91,-0.14,0.12,105.1,5.43,-7,-0.7,.32,0.0,0.1,2,.464,.496,$324500,Amateur Draft
80,Keith Foulke\foulkke01,30,OAK,86.2,72,0,21,2.18,4.93,0.02,-0.37,98.4,4.47,22,2.2,1.50,0.4,3.5,32,.531,.514,$6000000,Traded
81,Chad Fox\foxch02,32,BOS,18.0,17,0,10,5.00,4.98,-0.14,-0.37,105.1,4.98,0,0.0,1.18,0.0,0.2,2,.500,.500,$500000,Free Agency
82,Ryan Franklin\frankry01,30,SEA,212.0,32,32,93,3.95,4.79,0.23,0.18,94.4,4.47,13,1.3,,-0.1,3.3,36,.540,.508,$425000,Amateur Draft
83,Aaron Fultz*\fultzaa01,29,TEX,67.1,64,0,43,5.75,4.99,0.34,-0.38,110.7,4.74,-7,-0.7,1.17,-0.2,-0.2,0,.489,.496,$600000,Free Agency
84,Freddy Garcia\garcifr03,26,SEA,201.1,33,33,109,4.87,4.79,0.22,0.17,96.8,4.59,-6,-0.6,,-0.1,1.4,16,.482,.496,$6875000,Traded
85,Reynaldo Garcia\garcire01,29,TEX,18.0,17,0,18,9.00,4.99,0.33,-0.38,104.7,4.49,-9,-0.8,.47,0.2,-0.5,-7,.450,.495,$300000,Amateur Free Agent
86,Rosman Garcia\garciro01,24,TEX,46.1,46,0,33,6.41,5.15,0.40,-0.39,110.8,4.84,-8,-0.8,.98,-0.1,-0.4,-3,.483,.495,,Traded
87,Jon Garland\garlajo01,23,CHW,191.2,32,32,103,4.84,4.69,0.14,0.18,103.3,4.88,1,0.1,,-0.1,2.0,23,.504,.501,$375000,Traded
88,Chad Gaudin\gaudich01,20,TBD,40.0,15,3,18,4.05,5.15,0.15,-0.11,97.8,4.79,3,0.3,.79,-0.1,0.7,8,.522,.502,,Amateur Draft
89,Chris George*\georgch02,23,KCR,93.2,18,18,75,7.21,4.86,-0.35,0.17,109.7,5.91,-13,-1.2,,-0.1,-0.3,-3,.432,.492,$303500,Amateur Draft
90,Franklyn German\germafr01,23,DET,44.2,45,0,32,6.45,4.90,-0.16,-0.37,95.4,4.48,-10,-0.9,1.46,-0.3,-0.8,-5,.479,.494,$300000,Traded
91,Jason Gilfillan\gilfija01,26,KCR,16.1,13,0,14,7.71,5.09,-0.34,-0.38,111.3,5.62,-4,-0.4,.69,0.0,-0.2,-2,.472,.498,,Amateur Draft
92,Matt Ginter\gintema01,25,CHW,3.1,3,0,5,13.50,5.11,0.15,-0.38,97.1,4.44,-3,-0.3,.44,0.1,-0.2,-3,.400,.498,,Amateur Draft
93,Gary Glover\glovega01,26,2TM,62.2,42,0,33,4.74,4.81,0.15,-0.36,99.2,4.26,-3,-0.3,.54,-0.1,0.3,4,.493,.499,$330000,Traded
94,Jimmy Gobble*\gobblji01,21,KCR,52.2,9,9,32,5.47,4.53,-0.32,0.17,108.7,5.45,0,0.0,,0.0,0.5,6,.500,.500,,Amateur Draft
95,Geremi Gonzalez\gonzaje01,28,TBD,156.1,25,25,71,4.09,5.03,0.14,0.19,97.4,4.94,15,1.5,,-0.1,3.1,33,.562,.510,,Free Agency
96,Tom Gordon\gordoto01,35,CHW,74.0,66,0,29,3.53,4.79,0.11,-0.36,102.8,4.45,8,0.8,1.45,0.0,1.6,16,.512,.505,$1400000,Free Agency
97,Kevin Gregg\greggke01,25,ANA,24.2,5,3,9,3.28,4.88,0.13,0.08,97.1,4.69,4,0.4,.42,0.0,0.6,7,.580,.502,,Free Agency
98,Jason Grimsley\grimsja01,35,KCR,75.0,76,0,47,5.64,4.88,-0.30,-0.37,108.4,5.22,-3,-0.3,1.50,-0.3,0.2,5,.496,.498,$2000000,Free Agency
99,Buddy Groom*\groombu01,37,BAL,45.1,60,0,27,5.36,5.24,-0.01,-0.39,99.9,4.85,-2,-0.2,1.47,-0.2,0.1,3,.496,.498,$3000000,Free Agency
100,Eddie Guardado*\guarded01,32,MIN,65.1,66,0,22,3.03,4.73,-0.02,-0.36,99.4,4.36,10,1.0,1.70,0.2,1.9,17,.515,.506,$2700000,Amateur Draft
101,John Halama*\halamjo01,31,OAK,108.2,35,13,68,5.63,4.86,0.03,-0.03,97.3,4.68,-11,-1.1,.64,-0.1,0.0,1,.469,.493,$750000,Free Agency
102,Roy Halladay\hallaro01,26,TOR,266.0,36,36,111,3.76,4.91,-0.23,0.18,103.3,5.50,52,5.6,,-0.2,8.1,82,.655,.534,$3825000,Amateur Draft
103,Chris Hammond*\hammoch01,37,NYY,63.0,62,0,23,3.29,4.81,-0.27,-0.36,96.6,4.55,9,0.9,1.23,0.0,1.5,16,.514,.505,$2200000,Free Agency
104,Aaron Harang\haranaa01,25,OAK,30.1,7,6,19,5.64,4.94,0.03,0.11,99.8,5.02,-2,-0.2,.61,0.0,0.1,1,.472,.499,,Traded
105,Rich Harden\harderi01,21,OAK,74.2,15,13,38,4.58,4.70,0.02,0.16,97.6,4.72,1,0.1,.05,-0.1,0.9,10,.508,.501,,Amateur Draft
106,Travis Harper\harpetr01,27,TBD,93.0,61,0,45,4.35,5.07,0.14,-0.38,97.5,4.44,1,0.1,1.49,-0.2,0.9,11,.502,.501,$300000,Free Agency
107,Chad Harville\harvich01,26,OAK,21.2,21,0,15,6.23,5.18,0.02,-0.39,98.3,4.68,-4,-0.4,.65,0.0,-0.1,-1,.483,.498,,Amateur Draft
108,Shigetoshi Hasegawa\hasegsh01,34,SEA,73.0,63,0,12,1.48,4.85,0.22,-0.36,95.6,4.08,21,2.1,1.46,0.3,3.2,29,.534,.513,$1800000,Free Agency
109,LaTroy Hawkins\hawkila01,30,MIN,77.1,74,0,20,2.33,4.80,-0.02,-0.36,99.6,4.44,18,1.8,1.73,0.5,3.1,27,.525,.511,$3000000,Amateur Draft
110,Rick Helling\helliri01,32,BAL,138.2,24,24,90,5.84,5.00,-0.01,0.19,99.3,5.16,-10,-1.0,,-0.1,0.4,5,.460,.494,$1000000,Free Agency
111,Mark Hendrickson*\hendrma01,29,TOR,158.1,30,30,111,6.31,4.88,-0.27,0.18,102.2,5.45,-15,-1.4,,-0.1,0.1,3,.454,.491,$302000,Amateur Draft
112,Pat Hentgen\hentgpa01,34,BAL,160.2,28,22,74,4.15,5.06,-0.01,0.13,100.2,5.21,19,2.0,1.27,-0.1,3.5,37,.571,.512,$1200000,Free Agency
113,Felix Heredia*\heredfe01,28,NYY,15.0,12,0,5,3.00,4.77,-0.29,-0.36,95.4,4.48,2,0.2,.78,-0.1,0.4,4,.521,.502,,Waivers
114,Runelvys Hernandez\hernaru03,25,KCR,91.2,16,16,51,5.01,4.76,-0.31,0.18,107.1,5.62,6,0.6,,-0.1,1.5,17,.540,.504,$305500,Amateur Free Agent
115,Alex Herrera*\herreal01,23,CLE,7.0,10,0,7,9.00,5.39,0.16,-0.41,100.4,4.85,-3,-0.3,.96,0.0,-0.2,-2,.469,.498,,Amateur Free Agent
116,Jeremy Hill\hillje02,25,KCR,1.0,1,0,0,0.00,5.64,-0.36,-0.42,106.0,5.91,1,0.1,.03,0.0,0.0,1,.567,.500,,Amateur Draft
117,Sterling Hitchcock*\hitchst01,32,NYY,49.2,27,1,33,5.98,4.94,-0.28,-0.30,96.9,4.76,-7,-0.6,.62,0.0,-0.1,-1,.477,.496,$6000000,Traded
118,Bob Howry\howrybo01,29,BOS,4.1,4,0,6,12.46,4.86,-0.21,-0.37,99.7,4.68,-4,-0.3,.48,0.1,-0.2,-3,.415,.498,$1700000,Traded
119,Tim Hudson\hudsoti01,27,OAK,240.0,34,34,84,3.15,4.88,0.02,0.18,98.1,4.95,48,5.2,,-0.2,7.5,75,.652,.532,$2700000,Amateur Draft
120,Adam Johnson\johnsad01,23,MIN,1.1,2,0,8,54.00,4.41,-0.07,-0.33,94.6,3.92,-7,-0.5,.67,0.1,-0.4,-7,.235,.497,,Amateur Draft
121,Jason Johnson\johnsja02,29,BAL,189.2,32,32,100,4.75,5.11,-0.01,0.19,98.5,5.23,11,1.1,,-0.1,2.9,32,.533,.507,$2900000,Traded
122,Greg Jones\jonesgr01,26,ANA,27.2,18,0,15,4.88,4.92,0.13,-0.37,98.0,4.34,-2,-0.2,.47,0.0,0.1,1,.491,.499,,Free Agency
123,Todd Jones\jonesto02,35,BOS,29.1,26,0,19,5.83,5.03,-0.13,-0.38,102.4,4.90,-3,-0.3,.70,0.0,0.0,0,.489,.498,,Free Agency
124,Jorge Julio\juliojo01,24,BAL,61.2,64,0,36,5.25,5.03,-0.01,-0.38,98.6,4.59,-4,-0.4,1.99,-0.4,-0.1,2,.493,.497,$350000,Traded
125,Joe Kennedy*\kennejo04,24,TBD,133.2,32,22,101,6.80,4.97,0.16,0.12,96.4,4.76,-30,-2.7,1.63,-0.2,-1.6,-15,.415,.483,$300000,Amateur Draft
126,Jason Kershner*\kershja01,26,TOR,54.0,40,0,21,3.50,4.96,-0.23,-0.32,102.9,5.01,9,0.9,1.31,0.0,1.5,15,.523,.506,,Waivers
127,Byung-Hyun Kim\kimby01,24,BOS,79.1,49,5,38,4.31,5.00,-0.14,-0.17,102.0,5.06,7,0.7,1.51,0.0,1.5,16,.514,.504,,Traded
128,Gary Knotts\knottga01,26,DET,95.1,20,18,70,6.61,4.80,-0.19,0.16,95.1,4.90,-18,-1.6,.20,0.0,-0.7,-7,.418,.490,$305000,Traded
129,Billy Koch\kochbi01,28,CHW,53.0,55,0,36,6.11,4.72,0.14,-0.35,102.6,4.33,-10,-1.0,1.31,-0.3,-0.7,-4,.482,.494,$4250000,Traded
130,John Lackey\lackejo01,24,ANA,204.0,33,33,117,5.16,4.91,0.14,0.18,97.7,4.84,-7,-0.7,,-0.1,1.3,16,.480,.496,$315000,Amateur Draft
131,Wil Ledezma*\ledezwi01,22,DET,84.0,34,8,55,5.89,4.93,-0.19,-0.14,93.8,4.66,-11,-1.1,1.11,-0.2,-0.4,-2,.468,.493,$300000,Rule 5 Draft
132,Cliff Lee*\leecl02,24,CLE,52.1,9,9,28,4.82,4.78,0.14,0.18,98.2,4.73,0,0.0,,0.0,0.5,5,.496,.500,$300900,Traded
133,David Lee\leeda01,30,CLE,7.2,8,0,4,4.70,5.09,0.14,-0.38,103.6,4.74,0,0.0,.52,0.0,0.1,1,.501,.500,,Traded
134,Curt Leskanic\leskacu01,35,KCR,26.0,27,0,7,2.42,4.68,-0.24,-0.35,109.2,4.99,7,0.7,1.41,0.1,1.1,10,.528,.505,,Traded
135,Al Levine\levinal01,35,2TM,71.0,54,0,29,3.68,4.85,0.00,-0.37,101.0,4.54,7,0.7,1.18,-0.1,1.4,15,.513,.502,,Purchased
136,Colby Lewis\lewisco01,23,TEX,127.0,26,26,104,7.37,5.01,0.36,0.18,111.3,5.37,-28,-2.5,,-0.1,-1.3,-14,.403,.484,$302500,Amateur Draft
137,Cory Lidle\lidleco01,31,TOR,192.2,31,31,133,6.21,4.88,-0.25,0.18,104.2,5.54,-14,-1.3,,-0.1,0.5,7,.457,.492,$5350000,Traded
138,Kerry Ligtenberg\ligteke01,32,BAL,59.1,68,0,23,3.49,5.13,-0.01,-0.39,99.5,4.72,8,0.8,1.36,0.0,1.5,15,.512,.505,$1200000,Free Agency
139,Ted Lilly*\lillyte01,27,OAK,178.1,32,31,92,4.64,4.86,0.03,0.18,97.9,4.91,6,0.5,.34,-0.1,2.3,25,.517,.503,$335000,Traded
140,Jose Lima\limajo01,30,KCR,73.1,14,14,40,4.91,4.66,-0.33,0.16,107.3,5.52,5,0.5,,-0.1,1.2,13,.536,.503,,Purchased
141,Doug Linton\lintodo01,38,TOR,9.0,7,0,3,3.00,5.34,-0.20,-0.40,103.2,5.30,2,0.2,.32,-0.1,0.2,3,.533,.501,$350000,Free Agency
142,Graeme Lloyd*\lloydgr01,36,KCR,12.1,16,0,18,13.14,4.89,-0.43,-0.37,109.0,5.41,-11,-1.0,.60,0.2,-0.7,-9,.439,.494,,Traded
143,Esteban Loaiza\loaizes01,31,CHW,226.1,34,34,75,2.98,4.66,0.12,0.17,102.7,4.84,47,5.0,,-0.1,7.2,72,.648,.531,$500000,Free Agency
144,Kyle Lohse\lohseky01,24,MIN,201.0,33,33,107,4.79,4.76,-0.03,0.17,99.9,4.96,4,0.4,,-0.1,2.3,26,.512,.502,$330000,Traded
145,Aaron Looper\loopeaa01,26,SEA,7.0,6,0,4,5.14,4.72,0.20,-0.35,99.2,4.13,-1,-0.1,.07,0.0,0.0,0,.488,.500,,Amateur Draft
146,Albie Lopez\lopezal02,31,KCR,22.2,15,0,32,12.71,4.67,-0.38,-0.35,110.0,5.17,-19,-1.7,1.06,-0.1,-1.5,-16,.388,.490,$1500000,Free Agency
147,Aquilino Lopez\lopezaq01,28,TOR,73.2,72,0,31,3.79,5.02,-0.21,-0.38,103.9,5.05,10,1.0,1.22,0.0,1.8,19,.514,.506,$300000,Rule 5 Draft
