Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
147,Masahide Kobayashi\kobayma01,34,CLE,55.2,57,0,30,4.85,4.87,0.17,-0.36,97.3,4.22,-5,-0.5,1.01,-0.2,-0.1,2,.491,.497,$3000000,Free Agency
148,Bobby Korecky\korecbo01,28,MIN,17.2,16,0,9,4.58,4.96,-0.19,-0.37,101.0,4.83,0,0.0,.58,-0.1,0.2,2,.501,.500,,Traded
149,John Lackey\lackejo01,29,LAA,163.1,24,24,71,3.91,4.85,0.05,0.19,102.2,5.09,18,2.0,,-0.1,3.5,39,.582,.512,$7333333,Amateur Draft
150,Aaron Laffey*\laffeaa01,23,CLE,93.2,16,16,52,5.00,4.72,0.17,0.18,98.4,4.66,-5,-0.5,,-0.1,0.4,7,.468,.497,,Amateur Draft
151,Chris Lambert\lambech01,25,DET,20.2,8,3,18,7.84,4.97,-0.41,-0.05,100.2,5.33,-6,-0.6,.82,0.0,-0.4,-4,.428,.496,,Traded
152,Brandon League\leagubr01,25,TOR,33.0,31,0,9,2.45,4.79,0.25,-0.36,98.8,4.13,6,0.6,1.02,-0.1,0.8,10,.518,.504,$400300,Amateur Draft
153,Cliff Lee*\leecl02,29,CLE,223.1,31,31,68,2.74,4.72,0.15,0.18,97.0,4.61,43,4.7,,-0.2,6.8,71,.651,.529,$4000000,Traded
154,Jon Lester*\lestejo01,24,BOS,210.1,33,33,78,3.34,4.81,0.13,0.18,105.3,5.12,38,4.1,,-0.2,6.1,64,.625,.525,$421500,Amateur Draft
155,Jensen Lewis\lewisje01,24,CLE,66.0,51,0,29,3.95,4.84,0.15,-0.36,97.8,4.24,1,0.1,1.16,-0.2,0.6,9,.502,.501,$393000,Amateur Draft
156,Scott Lewis*\lewissc02,24,CLE,24.0,4,4,9,3.38,5.03,0.15,0.19,100.6,5.10,4,0.5,,0.0,0.7,7,.613,.503,,Amateur Draft
157,Scott Linebrink\linebsc01,31,CHW,46.1,50,0,20,3.88,4.92,-0.19,-0.37,105.3,4.99,5,0.5,1.37,0.0,1.0,11,.510,.503,$4000000,Free Agency
158,Francisco Liriano*\liriafr01,24,MIN,76.0,14,14,40,4.74,4.56,-0.17,0.17,93.6,4.59,-3,-0.3,,-0.1,0.5,7,.482,.498,,Traded
159,Jesse Litsch\litscje01,23,TOR,176.0,29,28,79,4.04,4.82,0.28,0.17,97.8,4.61,8,0.8,.11,-0.1,2.5,30,.529,.505,$395800,Amateur Draft
160,Wes Littleton\littlwe01,25,TEX,18.0,12,0,12,6.00,4.79,-0.25,-0.36,103.6,4.85,-3,-0.3,.88,0.0,-0.1,0,.479,.498,,Amateur Draft
161,Radhames Liz\lizra01,24,BAL,84.1,17,17,67,7.15,4.92,-0.01,0.19,103.6,5.31,-19,-1.7,,-0.1,-0.9,-8,.399,.489,,Amateur Free Agent
162,Esteban Loaiza\loaizes01,36,CHW,3.0,3,0,2,6.00,5.26,-0.25,-0.39,108.2,5.54,0,0.0,.05,0.0,0.0,0,.493,.500,,Free Agency
163,Kameron Loe\loeka01,26,TEX,30.2,14,0,18,5.28,4.84,-0.28,-0.36,101.0,4.81,-2,-0.2,.98,-0.1,0.0,2,.485,.499,,Amateur Draft
164,Adam Loewen*\loewead01,24,BAL,21.1,7,4,19,8.02,4.88,-0.01,0.11,102.6,5.14,-7,-0.7,1.18,0.0,-0.5,-5,.405,.496,$816000,Amateur Draft
165,Boone Logan*\loganbo02,23,CHW,42.1,55,0,31,6.59,5.03,-0.21,-0.37,103.6,5.04,-8,-0.8,.97,-0.1,-0.5,-3,.485,.495,$405000,Amateur Draft
166,Aquilino Lopez\lopezaq01,33,DET,78.2,48,0,33,3.78,4.91,-0.35,-0.31,102.4,5.07,10,1.0,.76,-0.3,1.5,20,.521,.506,$400000,Free Agency
167,Javier Lopez*\lopezja02,30,BOS,59.1,70,0,18,2.73,4.97,0.13,-0.37,107.4,4.80,13,1.3,1.08,-0.1,1.8,20,.518,.508,$840000,Traded
168,Shane Loux\louxsh01,28,LAA,16.0,7,0,6,3.38,4.99,0.06,-0.37,102.5,4.67,2,0.2,.36,-0.1,0.3,4,.530,.501,,Free Agency
169,Mark Lowe\lowema01,25,SEA,63.2,57,0,44,6.22,4.90,0.10,-0.36,96.2,4.26,-15,-1.5,.88,-0.1,-0.9,-7,.474,.491,$390000,Amateur Draft
170,Devon Lowery\lowerde01,25,KCR,4.1,5,0,5,10.38,5.21,-0.41,-0.39,94.9,4.97,-3,-0.3,.06,0.1,-0.1,-2,.448,.498,,Amateur Draft
171,Mike MacDougal\macdomi01,31,CHW,17.0,16,0,4,2.12,5.07,-0.19,-0.38,103.7,5.07,5,0.5,.61,-0.2,0.6,7,.534,.503,$1950000,Traded
172,Warner Madrigal\madriwa01,24,TEX,36.0,31,1,22,5.50,4.73,-0.27,-0.31,102.9,4.83,-3,-0.3,.95,-0.1,0.0,1,.489,.498,,Free Agency
173,Ron Mahay*\mahayro01,37,KCR,64.2,57,0,27,3.76,4.89,-0.43,-0.36,98.7,4.89,7,0.7,1.44,0.0,1.4,15,.513,.504,$4000000,Free Agency
174,Shaun Marcum\marcush01,26,TOR,151.1,25,25,60,3.57,4.74,0.25,0.18,97.8,4.58,14,1.5,,-0.1,2.9,33,.560,.509,$402500,Amateur Draft
175,Damaso Marte*\marteda01,33,NYY,18.1,25,0,11,5.40,5.16,-0.19,-0.38,102.5,5.09,-1,-0.1,1.60,-0.1,0.0,1,.496,.499,,Traded
176,Nick Masset\masseni01,26,CHW,44.2,32,1,26,5.24,5.01,-0.21,-0.27,104.2,5.16,-1,-0.1,.86,-0.1,0.3,4,.496,.499,$396000,Traded
177,Justin Masterson\masteju01,23,BOS,88.1,36,9,31,3.16,4.67,0.12,-0.03,107.3,4.85,15,1.6,1.07,-0.1,2.4,26,.543,.510,,Amateur Draft
178,Tom Mastny\mastnto01,27,CLE,20.0,14,1,24,10.80,4.95,0.17,-0.33,99.8,4.45,-14,-1.3,.66,0.2,-1.0,-12,.404,.492,,Traded
179,Doug Mathis\mathido01,25,TEX,22.1,8,4,20,8.06,4.99,-0.33,0.06,98.9,5.32,-7,-0.7,.93,0.0,-0.5,-4,.416,.496,,Free Agency
180,Daisuke Matsuzaka\matsuda01,27,BOS,167.2,29,29,58,3.11,4.80,0.12,0.18,105.6,5.13,35,3.8,,-0.1,5.4,56,.631,.523,$8333333,Purchased
181,Brandon McCarthy\mccarbr01,24,TEX,22.0,5,5,11,4.50,4.77,-0.28,0.18,104.0,5.44,2,0.2,,0.0,0.4,5,.539,.501,$404760,Traded
182,Bob McCrory\mccrobo01,26,BAL,6.1,8,0,12,17.05,5.07,-0.01,-0.38,105.9,4.99,-9,-0.8,.48,0.2,-0.5,-8,.401,.495,,Amateur Draft
183,Dustin McGowan\mcgowdu01,26,TOR,111.1,19,19,60,4.85,4.74,0.26,0.18,97.3,4.54,-6,-0.6,,-0.1,0.5,8,.470,.496,$404100,Amateur Draft
184,Gil Meche\mechegi01,29,KCR,210.1,34,34,98,4.19,4.94,-0.42,0.19,99.6,5.52,27,2.9,,-0.2,4.9,54,.586,.518,$11400000,Free Agency
185,Jon Meloan\meloajo01,23,CLE,2.0,2,0,0,0.00,4.68,0.07,-0.35,94.0,4.01,1,0.1,.13,0.0,0.1,1,.545,.501,,Traded
186,Luis Mendoza\mendolu01,24,TEX,63.1,25,11,74,10.52,4.72,-0.32,0.02,104.4,5.28,-38,-3.4,.84,0.0,-2.7,-30,.365,.479,$391000,Traded
187,Randy Messenger\messera01,26,SEA,12.2,13,0,5,3.55,5.02,0.11,-0.37,95.4,4.33,1,0.1,1.12,0.0,0.2,2,.507,.501,,Free Agency
188,Dan Meyer*\meyerda02,26,OAK,27.2,11,4,28,9.11,4.77,0.31,-0.10,95.7,4.18,-16,-1.4,.32,0.2,-0.9,-12,.373,.491,,Traded
189,Kam Mickolio\mickoka01,24,BAL,7.2,9,0,5,5.87,5.13,-0.01,-0.38,102.6,4.88,-1,-0.1,.89,0.0,0.0,0,.489,.499,,Traded
190,Jose Mijares*\mijarjo01,23,MIN,10.1,10,0,1,0.87,4.79,-0.16,-0.36,99.1,4.55,4,0.4,.95,0.0,0.5,5,.542,.503,,Amateur Free Agent
191,Jim Miller\milleji02,26,BAL,7.2,8,0,3,3.52,4.89,-0.01,-0.36,104.4,4.74,1,0.1,1.20,0.0,0.2,2,.511,.501,,Traded
192,Trever Miller*\milletr02,35,TBR,43.1,68,0,21,4.36,4.98,0.13,-0.37,101.4,4.54,0,0.0,1.07,-0.1,0.4,6,.500,.500,$1600000,Free Agency
193,Kevin Millwood\millwke01,33,TEX,168.2,29,29,104,5.55,4.71,-0.28,0.18,101.7,5.26,-8,-0.8,,-0.1,0.8,13,.471,.495,$10368892,Free Agency
194,Zach Miner\minerza01,26,DET,118.0,45,13,60,4.58,4.72,-0.36,-0.02,102.7,5.19,6,0.6,1.18,-0.2,1.7,21,.514,.504,$410000,Traded
195,Brandon Morrow\morrobr01,23,SEA,64.2,45,5,26,3.62,4.73,0.07,-0.12,94.8,4.30,4,0.4,1.60,-0.1,1.0,12,.509,.502,,Amateur Draft
196,Dustin Moseley\moseldu01,26,LAA,50.1,12,10,38,6.79,4.90,0.06,0.14,102.0,5.08,-10,-1.0,1.09,0.0,-0.5,-4,.418,.494,$420000,Traded
197,Edward Mujica\mujiced01,24,CLE,38.2,33,0,29,6.75,4.97,0.16,-0.37,97.7,4.33,-11,-1.1,.68,0.1,-0.6,-6,.467,.493,,Amateur Free Agent
198,A.J. Murray*\murraaj01,26,TEX,7.2,2,2,4,4.70,4.56,-0.32,0.17,93.5,4.73,0,0.0,,0.0,0.1,1,.495,.500,,Amateur Draft
199,Neal Musser*\mussene01,27,KCR,1.0,1,0,0,0.00,5.36,-0.25,-0.40,98.0,5.11,1,0.1,.03,0.0,0.0,1,.558,.500,,Free Agency
200,Mike Mussina\mussimi01,39,NYY,200.1,34,34,85,3.82,4.83,-0.25,0.18,101.2,5.32,30,3.2,,-0.1,5.1,55,.594,.520,$11071029,Free Agency
201,Joe Nathan\nathajo01,33,MIN,67.2,68,0,13,1.73,4.78,-0.14,-0.36,94.3,4.31,18,1.9,1.95,0.7,3.3,27,.528,.512,$6000000,Traded
202,Pat Neshek\neshepa01,27,MIN,13.1,15,0,7,4.73,4.87,-0.16,-0.36,97.9,4.57,0,0.0,1.80,-0.1,0.0,1,.497,.500,$435000,Amateur Draft
203,Josh Newman*\newmajo01,26,KCR,7.0,4,0,9,11.57,4.86,-0.54,-0.05,103.1,5.52,-5,-0.4,.19,0.1,-0.3,-4,.390,.497,,Waivers
204,Jeff Niemann\niemaje01,25,TBR,16.0,5,2,12,6.75,4.94,0.16,-0.04,102.7,4.87,-4,-0.3,.62,0.0,-0.2,-2,.431,.498,,Amateur Draft
205,Dustin Nippert\nippedu01,27,TEX,71.2,20,6,52,6.53,4.63,-0.28,-0.01,102.9,5.04,-13,-1.3,.63,0.0,-0.5,-4,.437,.492,$395500,Traded
206,Hideo Nomo\nomohi01,39,KCR,4.1,3,0,9,18.69,4.59,-0.65,-0.34,95.3,4.67,-7,-0.6,.72,0.1,-0.5,-6,.311,.497,,Free Agency
207,Darren O'Day\odayda01,25,LAA,43.1,30,0,24,4.98,4.75,0.06,-0.35,100.8,4.37,-4,-0.4,.35,0.0,0.1,2,.488,.498,$390000,Amateur Free Agent
208,Eric O'Flaherty*\oflaher01,23,SEA,6.2,7,0,15,20.25,5.01,0.15,-0.37,97.6,4.39,-12,-1.0,1.38,-0.2,-1.2,-11,.352,.494,$400000,Amateur Draft
209,Ross Ohlendorf\ohlenro01,25,NYY,40.0,25,0,31,6.98,4.82,-0.26,-0.36,101.4,4.78,-10,-1.0,.88,-0.1,-0.7,-5,.459,.494,$391425,Traded
210,Hideki Okajima*\okajihi01,32,BOS,62.0,64,0,18,2.61,4.82,0.12,-0.36,105.6,4.58,12,1.3,1.52,0.2,2.1,20,.520,.508,$1275000,Free Agency
211,Darren Oliver*\oliveda02,37,LAA,72.0,54,0,24,3.00,4.86,0.06,-0.36,102.1,4.53,11,1.1,1.20,-0.1,1.8,20,.521,.507,$2000000,Free Agency
212,Garrett Olson*\olsonga01,24,BAL,132.2,26,26,100,6.78,4.72,-0.01,0.18,101.1,4.97,-29,-2.7,,-0.1,-1.4,-12,.397,.484,,Amateur Draft
213,Josh Outman*\outmajo01,23,OAK,25.2,6,4,14,4.91,5.01,0.30,0.10,95.7,4.60,-1,-0.1,.34,0.0,0.1,2,.478,.499,,Traded
214,Juan Carlos Oviedo\nunezle01,26,KCR,48.1,45,0,19,3.54,4.99,-0.46,-0.37,98.4,5.00,7,0.7,1.06,-0.1,1.1,13,.516,.504,$405000,Traded
215,Vicente Padilla\padilvi01,30,TEX,171.0,29,29,100,5.26,4.69,-0.26,0.18,99.7,5.12,-6,-0.6,,-0.1,1.1,16,.481,.497,$11000000,Free Agency
216,Jonathan Papelbon\papeljo01,27,BOS,69.1,67,0,24,3.12,4.77,0.12,-0.35,105.5,4.54,10,1.0,1.77,0.2,1.9,18,.515,.506,$775000,Amateur Draft
217,John Parrish*\parrijo01,30,TOR,42.1,13,6,19,4.04,4.82,0.28,0.03,97.2,4.44,1,0.1,1.89,0.0,0.5,6,.509,.501,,Free Agency
218,Scott Patterson\pattesc01,29,NYY,1.1,1,0,1,6.75,5.37,-0.18,-0.40,92.0,4.74,0,0.0,.63,0.0,0.0,0,.469,.500,,Free Agency
219,David Pauley\pauleda01,25,BOS,12.1,6,2,17,12.41,4.92,0.17,-0.05,109.2,5.12,-10,-0.9,.01,0.2,-0.6,-9,.352,.495,,Traded
220,Carl Pavano\pavanca01,32,NYY,34.1,7,7,23,6.03,4.74,-0.28,0.18,101.4,5.28,-3,-0.3,,0.0,0.0,1,.452,.498,$11000000,Free Agency
221,Tony Pena\penato02,27,KCR,1.0,1,0,0,0.00,5.05,-0.25,-0.38,98.0,4.82,1,0.1,.00,0.0,0.0,1,.554,.500,$405000,Traded
222,Joel Peralta\peraljo01,32,KCR,52.2,40,0,37,6.32,4.99,-0.45,-0.37,100.0,5.07,-8,-0.8,.57,0.0,-0.2,-2,.480,.495,,Waivers
223,Troy Percival\percitr01,38,TBR,45.2,50,0,26,5.12,4.81,0.13,-0.36,99.8,4.31,-5,-0.5,1.53,-0.3,-0.3,1,.490,.497,$3897797,Free Agency
224,Rafael Perez*\perezra01,26,CLE,76.1,73,0,32,3.77,4.93,0.13,-0.37,97.3,4.32,3,0.3,1.42,-0.2,1.0,13,.505,.502,$406700,Amateur Free Agent
225,Glen Perkins*\perkigl01,25,MIN,151.0,26,26,81,4.83,4.80,-0.20,0.18,94.9,4.92,-1,-0.1,,-0.1,1.3,18,.496,.499,,Amateur Draft
226,Andy Pettitte*\pettian01,36,NYY,204.0,33,33,112,4.94,4.74,-0.25,0.18,100.5,5.20,2,0.2,,-0.1,2.2,28,.507,.501,$16000000,Free Agency
227,Sidney Ponson\ponsosi01,31,2TM,135.2,25,24,89,5.90,4.86,-0.29,0.18,101.2,5.40,-10,-1.0,.46,-0.1,0.3,7,.461,.497,,Free Agency
228,David Price*\priceda01,22,TBR,14.0,5,1,4,2.57,4.87,0.13,0.06,103.2,4.95,3,0.4,.84,0.0,0.5,5,.573,.502,$650000,Amateur Draft
229,David Purcey*\purceda01,26,TOR,65.0,12,12,41,5.68,4.92,0.25,0.19,98.6,4.79,-8,-0.7,,0.0,-0.1,1,.440,.496,,Amateur Draft
230,J.J. Putz\putzjj01,31,SEA,46.1,47,0,20,3.88,5.00,0.08,-0.37,95.7,4.35,2,0.2,1.70,-0.1,0.6,7,.503,.501,$4400000,Amateur Draft
231,Edwar Ramirez\ramired01,27,NYY,55.1,55,0,25,4.07,4.92,-0.20,-0.37,101.4,4.82,4,0.4,.90,-0.2,0.8,11,.507,.502,,Purchased
232,Elizardo Ramirez\ramirel01,25,TEX,2.2,1,0,9,30.38,5.25,-0.46,-0.39,104.0,5.53,-7,-0.4,.96,0.0,-0.4,-7,.108,.498,,Free Agency
233,Horacio Ramirez*\ramirho01,28,2TM,37.1,32,0,20,4.82,4.80,-0.41,-0.36,102.8,4.98,0,0.0,.92,-0.1,0.3,5,.501,.500,,Traded
234,Ramon Ramirez\ramirra02,26,KCR,71.2,71,0,23,2.89,4.96,-0.38,-0.37,99.0,4.92,15,1.5,1.43,0.1,2.4,24,.522,.509,$397000,Traded
235,Clay Rapada*\rapadcl01,27,DET,21.1,25,0,11,4.64,5.19,-0.32,-0.39,100.8,5.17,1,0.1,1.12,-0.1,0.3,4,.504,.501,,Traded
236,Darrell Rasner\rasneda01,27,NYY,113.1,24,20,74,5.88,4.79,-0.28,0.16,99.5,5.21,-10,-1.0,.68,-0.1,0.1,4,.458,.494,,Free Agency
237,Alberto Reyes\reyesal01,38,TBR,22.2,26,0,12,4.76,4.93,0.14,-0.37,102.0,4.52,-1,-0.1,.92,-0.1,0.1,2,.496,.499,$2300000,Free Agency
238,Anthony Reyes\reyesan01,26,CLE,34.1,6,6,7,1.83,4.72,0.16,0.18,96.4,4.57,10,1.1,,0.0,1.4,14,.683,.507,,Traded
239,Dennys Reyes*\reyesde01,31,MIN,46.1,75,0,12,2.33,5.12,-0.16,-0.38,95.9,4.70,11,1.2,1.48,0.1,1.8,17,.516,.507,$1000000,Free Agency
240,Arthur Rhodes*\rhodear01,38,SEA,22.0,36,0,8,3.27,5.11,0.07,-0.38,96.2,4.48,3,0.3,1.50,0.0,0.5,5,.507,.502,,Free Agency
241,Clayton Richard*\richacl01,24,CHW,47.2,13,8,37,6.99,4.87,-0.23,0.09,102.4,5.32,-10,-0.9,.14,0.0,-0.4,-4,.429,.494,,Amateur Draft
242,Scott Richmond\richmsc01,28,TOR,27.0,5,5,12,4.00,4.80,0.27,0.18,95.9,4.52,1,0.1,,0.0,0.4,4,.522,.501,,Amateur Free Agent
243,Juan Rincon\rincoju01,29,2TM,55.1,47,0,39,6.34,4.83,-0.02,-0.36,97.6,4.38,-13,-1.3,.74,0.0,-0.7,-6,.473,.496,$2475000,Free Agency
244,Mariano Rivera\riverma01,38,NYY,70.2,64,0,11,1.40,4.79,-0.19,-0.36,101.4,4.69,25,2.5,1.94,1.0,4.3,34,.540,.516,$15000000,Free Agency
245,David Robertson\roberda08,23,NYY,30.1,25,0,18,5.34,4.94,-0.21,-0.37,101.4,4.84,-2,-0.2,.67,-0.1,0.1,2,.491,.499,,Amateur Draft
246,Nate Robertson*\roberna01,30,DET,168.2,32,28,124,6.62,4.76,-0.37,0.16,101.3,5.36,-27,-2.5,.13,-0.1,-0.8,-5,.422,.485,$4250000,Traded
247,Fernando Rodney\rodnefe01,31,DET,40.1,38,0,22,4.91,4.90,-0.28,-0.36,101.4,4.88,-1,-0.1,1.68,-0.1,0.2,4,.498,.499,$1700000,Amateur Free Agent
248,Francisco Rodriguez\rodrifr03,26,LAA,68.1,76,0,21,2.77,4.86,0.05,-0.36,101.3,4.51,12,1.2,2.15,0.5,2.5,21,.516,.508,$10000000,Amateur Free Agent
249,Kenny Rogers*\rogerke01,43,DET,173.2,30,30,118,6.12,4.71,-0.38,0.17,101.8,5.36,-18,-1.7,,-0.1,0.0,4,.444,.490,$8000000,Free Agency
250,Carlos Rosa\rosaca01,23,KCR,3.1,2,0,1,2.70,4.13,-0.38,-0.31,102.0,4.28,1,0.1,2.10,0.0,0.1,1,.527,.500,,Amateur Free Agent
251,Ryan Rowland-Smith*\rowlary01,25,SEA,118.1,47,12,49,3.73,4.86,0.10,-0.01,95.7,4.54,9,0.9,.98,-0.2,2.0,24,.519,.505,$395000,Rule 5 returned
252,Rich Rundles*\rundlri01,27,CLE,5.0,8,0,1,1.80,5.04,0.13,-0.37,102.2,4.64,1,0.2,.84,0.0,0.2,2,.519,.501,,Free Agency
253,Josh Rupe\rupejo01,25,TEX,89.1,46,0,52,5.24,4.72,-0.26,-0.35,102.7,4.75,-6,-0.6,.60,-0.1,0.2,5,.486,.496,$392000,Traded
254,Adam Russell\russead01,25,CHW,26.0,22,0,15,5.19,4.78,-0.20,-0.36,108.4,5.02,-1,-0.1,.41,0.0,0.1,2,.496,.499,,Amateur Draft
255,B.J. Ryan*\ryanb.01,32,TOR,58.0,60,0,21,3.26,4.86,0.23,-0.36,98.1,4.19,5,0.5,1.79,0.0,1.2,12,.509,.503,$12000000,Free Agency
256,Jae Kuk Ryu\ryuja01,25,TBR,1.1,1,0,0,0.00,4.23,0.11,-0.32,102.0,3.87,1,0.1,.02,0.0,0.0,1,.558,.500,,Traded
257,Kirk Saarloos\saarlki01,29,OAK,26.1,8,1,17,5.81,4.82,0.34,-0.19,90.8,3.90,-6,-0.6,.61,0.0,-0.3,-3,.428,.496,,Free Agency
258,CC Sabathia*\sabatc.01,27,CLE,122.1,18,18,54,3.97,4.74,0.14,0.18,96.7,4.63,7,0.7,,-0.1,1.9,22,.539,.504,$11000000,Amateur Draft
259,Juan Salas\salasju01,29,TBR,6.1,5,0,5,7.11,5.00,0.11,-0.37,102.3,4.62,-2,-0.2,.11,0.1,-0.1,-1,.464,.499,,Amateur Free Agent
260,Humberto Sanchez\sanchhu01,25,NYY,2.0,2,0,1,4.50,4.76,-0.19,-0.36,97.0,4.46,0,0.0,.05,0.0,0.0,0,.498,.500,$390000,Traded
261,Ervin Santana\santaer01,25,LAA,219.0,32,32,89,3.66,4.78,0.05,0.18,101.2,4.97,28,3.0,,-0.2,5.1,56,.594,.519,$420000,Amateur Free Agent
262,Dennis Sarfate\sarfade01,27,BAL,79.2,57,4,47,5.31,4.87,-0.01,-0.25,103.4,4.79,-6,-0.6,.85,-0.2,0.1,4,.490,.496,$390000,Traded
263,Joe Saunders*\saundjo01,27,LAA,198.0,31,31,82,3.73,4.82,0.06,0.18,102.6,5.08,26,2.8,,-0.1,4.7,51,.591,.517,$425000,Amateur Draft
264,Bobby Seay*\seaybo01,30,DET,56.1,60,0,28,4.47,4.98,-0.31,-0.37,101.2,4.97,2,0.2,1.37,-0.1,0.7,9,.504,.501,$780000,Free Agency
265,Alex Serrano\serraal01,27,LAA,1.0,1,0,0,0.00,4.31,0.05,-0.32,104.0,4.09,0,0.0,.72,0.0,0.1,1,.545,.500,,Free Agency
266,George Sherrill*\sherrge01,31,BAL,53.1,57,0,28,4.73,4.79,-0.01,-0.36,102.4,4.55,-2,-0.2,1.73,-0.2,0.1,5,.497,.499,$980000,Traded
267,James Shields\shielja02,26,TBR,215.0,33,33,94,3.93,4.77,0.14,0.18,100.3,4.83,18,1.8,,-0.2,3.9,45,.556,.511,$1000000,Amateur Draft
268,Scot Shields\shielsc01,32,LAA,63.1,64,0,29,4.12,4.89,0.05,-0.36,103.1,4.62,2,0.2,1.61,-0.1,0.8,10,.504,.502,$4250000,Amateur Draft
269,Carlos Silva\silvaca01,29,SEA,153.1,28,28,114,6.69,4.85,0.12,0.18,95.1,4.68,-37,-3.3,,-0.1,-1.9,-18,.381,.479,$8250000,Free Agency
270,Alfredo Simon\simonal01,27,BAL,13.0,4,1,10,6.92,4.72,-0.01,-0.04,104.0,4.88,-3,-0.3,.70,0.0,-0.2,-2,.425,.498,,Free Agency
271,Brian Slocum\slocubr01,27,CLE,2.0,2,0,6,27.00,5.15,0.32,-0.38,97.6,4.35,-5,-0.4,.15,0.2,-0.2,-5,.294,.497,,Amateur Draft
272,Kevin Slowey\sloweke01,24,MIN,160.1,27,27,74,4.15,4.71,-0.18,0.18,96.3,4.87,10,1.0,,-0.1,2.6,30,.538,.506,$395000,Amateur Draft
273,Chris Smith\smithch08,27,BOS,18.1,12,0,16,7.85,4.85,0.14,-0.24,105.5,4.72,-7,-0.6,.21,0.2,-0.3,-4,.446,.496,,Amateur Draft
274,Greg Smith*\smithgr02,24,OAK,190.1,32,32,92,4.35,4.84,0.28,0.18,96.5,4.58,2,0.2,,-0.1,2.0,26,.505,.501,,Traded
275,Kyle Snyder\snydeky01,30,BOS,1.2,2,0,4,21.60,4.34,0.16,-0.32,90.0,3.47,-3,-0.3,1.05,0.0,-0.3,-3,.352,.498,$835000,Waivers
276,Andy Sonnanstine\sonnaan01,25,TBR,193.1,32,32,105,4.89,4.79,0.16,0.18,100.3,4.83,-5,-0.5,,-0.1,1.4,20,.485,.497,$395800,Amateur Draft
277,Joakim Soria\soriajo01,24,KCR,67.1,63,0,13,1.74,4.83,-0.35,-0.36,99.0,4.78,22,2.2,1.79,0.7,3.6,30,.535,.514,$426500,Rule 5 Draft
278,Jeremy Sowers*\sowerje01,25,CLE,121.0,22,22,84,6.25,4.78,0.17,0.18,99.2,4.75,-22,-2.1,,-0.1,-0.9,-7,.406,.487,,Amateur Draft
279,Justin Speier\speieju01,34,LAA,68.0,62,0,41,5.43,4.85,0.06,-0.36,101.7,4.51,-8,-0.8,1.04,-0.2,-0.3,0,.487,.495,$4250000,Free Agency
280,Huston Street\streehu01,24,OAK,70.0,63,0,29,3.73,4.83,0.24,-0.36,94.0,3.98,1,0.1,1.60,-0.2,0.6,10,.501,.500,$3300000,Amateur Draft
281,Mitch Talbot\talbomi01,24,TBR,9.2,3,1,12,11.17,4.94,0.18,-0.12,103.4,4.80,-7,-0.6,.59,0.0,-0.4,-6,.307,.496,,Traded
282,Brian Tallet*\tallebr01,30,TOR,56.1,51,0,19,3.04,4.88,0.25,-0.36,97.2,4.15,6,0.6,.90,-0.2,1.0,13,.512,.504,$640000,Traded
283,Julian Tavarez\tavarju01,35,BOS,12.2,9,0,12,8.53,4.96,0.16,-0.37,101.9,4.51,-6,-0.6,.47,0.1,-0.3,-4,.438,.497,$3850000,Free Agency
284,Rob Tejeda\tejedro01,26,2TM,45.1,29,1,23,4.57,5.06,-0.33,-0.31,99.4,5.05,2,0.2,.71,-0.2,0.4,7,.506,.502,,Waivers
285,Justin Thomas*\thomaju01,24,SEA,4.0,8,0,3,6.75,5.89,0.14,-0.44,95.7,5.09,-1,-0.1,1.13,0.0,-0.1,0,.490,.500,,Amateur Draft
286,Rich Thompson\thompri03,23,LAA,2.0,2,0,5,22.50,5.34,0.08,-0.40,104.0,5.06,-4,-0.3,.15,0.1,-0.2,-4,.333,.498,$391000,Amateur Free Agent
287,Matt Thornton*\thornma01,31,CHW,67.1,74,0,20,2.67,4.90,-0.16,-0.36,104.6,4.91,16,1.6,1.38,0.1,2.4,24,.522,.510,$875000,Traded
288,Mike Timlin\timlimi01,42,BOS,49.1,47,0,32,5.84,4.88,0.15,-0.36,105.7,4.62,-8,-0.8,.64,0.0,-0.2,-1,.484,.495,$3000000,Free Agency
289,Brett Tomko\tomkobr01,35,KCR,60.2,16,10,49,7.27,5.03,-0.50,0.13,100.0,5.66,-12,-1.1,.90,-0.1,-0.6,-4,.429,.493,$3000000,Free Agency
290,Billy Traber*\trabebi01,28,NYY,16.2,19,0,13,7.02,4.85,-0.28,-0.36,99.0,4.72,-5,-0.4,.60,0.0,-0.2,-2,.476,.497,$500000,Free Agency
291,Steve Trachsel\trachst01,37,BAL,39.2,10,8,41,9.30,4.79,-0.01,0.08,103.3,5.04,-19,-1.7,.19,0.1,-1.2,-14,.334,.490,$1500000,Free Agency
292,Javier Vazquez\vazquja01,31,CHW,208.1,33,33,113,4.88,4.87,-0.19,0.19,104.7,5.49,11,1.1,,-0.1,3.1,37,.533,.507,$11500000,Traded
293,Jose Veras\verasjo01,27,NYY,57.2,60,0,23,3.59,4.83,-0.21,-0.36,100.6,4.71,6,0.6,.93,-0.2,1.1,13,.510,.504,,Free Agency
