Rk,Name,Age,Tm,IP,G,GS,R,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,Acquired
51,Paul Byrd\byrdpa01,37,2TM,180.0,30,30,96,4.80,4.82,0.17,0.18,99.5,4.81,-3,-0.3,,-0.1,1.4,20,.490,.498,$7500000,Traded
52,Daniel Cabrera\cabreda01,27,BAL,180.0,30,30,109,5.45,4.74,-0.01,0.18,102.1,5.04,-11,-1.1,,-0.1,0.6,11,.463,.493,$2875000,Amateur Free Agent
53,Fernando Cabrera\cabrefe01,26,BAL,28.1,22,0,18,5.72,4.94,-0.01,-0.37,103.6,4.75,-4,-0.4,.63,0.0,-0.1,0,.484,.498,$575000,Free Agency
54,Kiko Calero\calerki01,33,OAK,4.2,5,0,3,5.79,4.89,0.19,-0.36,102.4,4.44,-1,-0.1,.13,0.0,0.0,0,.484,.500,$1000000,Free Agency
55,Shawn Camp\campsh01,32,TOR,39.1,40,0,18,4.12,4.89,0.26,-0.36,97.1,4.14,-1,-0.1,1.18,-0.1,0.2,4,.499,.500,,Free Agency
56,Jesse Carlson*\carlsje01,27,TOR,60.0,69,0,16,2.40,5.02,0.22,-0.37,97.7,4.33,12,1.2,1.22,0.0,1.8,19,.517,.507,,Free Agency
57,D.J. Carrasco\carradj01,31,CHW,38.2,31,0,17,3.96,5.08,-0.18,-0.31,105.9,5.24,5,0.5,1.21,-0.1,0.9,10,.516,.503,,Free Agency
58,Santiago Casilla\garcija01,27,OAK,50.1,51,0,22,3.93,5.00,0.28,-0.37,95.4,4.14,0,0.0,1.08,-0.1,0.4,7,.501,.500,$400000,Amateur Free Agent
59,Alberto Castillo*\castial02,32,BAL,26.0,28,0,11,3.81,5.08,-0.01,-0.38,103.3,4.87,3,0.3,.85,-0.1,0.5,6,.510,.502,,Free Agency
60,Joba Chamberlain\chambjo03,22,NYY,100.1,42,12,32,2.87,4.83,-0.20,-0.01,101.2,5.08,23,2.4,1.50,0.1,3.5,36,.557,.515,$390000,Amateur Draft
61,Rocky Cherry\cherrro01,28,BAL,17.0,18,0,15,7.94,5.00,-0.01,-0.37,103.6,4.80,-6,-0.6,1.37,-0.2,-0.6,-4,.466,.496,$390000,Traded
62,Phil Coke*\cokeph01,25,NYY,14.2,12,0,1,0.61,4.80,-0.19,-0.36,103.7,4.81,7,0.7,1.04,0.0,0.8,8,.557,.504,,Amateur Draft
63,Bartolo Colon\colonba01,35,BOS,39.0,7,7,23,5.31,4.57,0.15,0.17,106.6,4.90,-2,-0.2,,0.0,0.1,2,.466,.499,,Free Agency
64,Jose Contreras\contrjo01,36,CHW,121.0,20,20,64,4.76,4.83,-0.22,0.18,105.6,5.52,8,0.8,,-0.1,2.0,23,.542,.505,$10000000,Traded
65,Roy Corcoran\corcoro01,28,SEA,72.2,50,0,31,3.84,4.85,0.10,-0.36,96.0,4.22,2,0.2,1.07,-0.2,0.8,11,.504,.501,,Free Agency
66,Bryan Corey\coreybr01,34,BOS,6.0,7,0,7,10.50,4.47,0.17,-0.33,95.9,3.80,-5,-0.4,.77,0.0,-0.3,-4,.438,.497,$405000,Traded
67,Lance Cormier\cormila01,27,BAL,71.2,45,1,36,4.52,4.83,-0.01,-0.34,103.1,4.65,0,0.0,.94,-0.2,0.5,9,.500,.500,,Free Agency
68,Jesse Crain\crainje01,26,MIN,62.2,66,0,29,4.16,4.86,-0.17,-0.36,95.0,4.44,1,0.1,1.24,-0.2,0.6,9,.501,.501,$1050000,Amateur Draft
69,Francisco Cruceta\crucefr01,26,DET,11.2,13,0,8,6.17,4.85,-0.32,-0.36,102.6,4.93,-2,-0.2,1.24,-0.1,-0.1,0,.486,.499,,Free Agency
70,John Danks*\danksjo01,23,CHW,195.0,33,33,74,3.42,4.85,-0.19,0.19,105.0,5.48,41,4.5,,-0.1,6.4,66,.637,.528,$400000,Traded
71,Kyle Davies\davieky01,24,KCR,113.0,21,21,57,4.54,4.89,-0.46,0.18,98.7,5.46,10,1.0,,-0.1,2.1,24,.548,.506,,Traded
72,Manny Delcarmen\delcama01,26,BOS,74.1,73,0,28,3.39,4.88,0.12,-0.36,105.7,4.65,9,0.9,1.31,-0.1,1.7,18,.513,.506,$421000,Amateur Draft
73,Joey Devine\devinjo01,24,OAK,45.2,42,0,7,1.38,4.87,0.20,-0.36,94.0,4.05,13,1.3,1.35,0.1,1.9,18,.531,.508,,Traded
74,Jose Diaz\diazjo01,28,TEX,1.0,1,0,1,9.00,4.89,-0.16,-0.36,104.0,4.88,0,0.0,.06,0.0,0.0,0,.454,.500,,Free Agency
75,R.A. Dickey\dicker.01,33,SEA,112.1,32,14,65,5.21,4.88,0.11,0.04,96.3,4.64,-9,-0.9,.45,-0.1,0.2,5,.472,.494,,Traded
76,Lenny DiNardo*\dinarle01,28,OAK,23.0,11,2,20,7.83,5.03,0.33,-0.05,97.4,4.53,-9,-0.8,.43,0.1,-0.5,-6,.424,.495,$900000,Waivers
77,Scott Dohmann\dohmasc01,30,TBR,14.2,12,0,10,6.14,4.78,0.15,-0.36,103.3,4.42,-3,-0.3,.90,0.0,-0.2,-1,.475,.498,$412400,Free Agency
78,Freddy Dolsi\dolsifr01,25,DET,47.2,42,0,21,3.97,4.70,-0.36,-0.35,101.6,4.78,3,0.3,1.42,-0.1,0.8,9,.508,.502,,Amateur Free Agent
79,Brendan Donnelly\donnebr01,36,CLE,13.2,15,0,13,8.56,4.72,0.18,-0.35,97.9,4.11,-7,-0.7,.74,0.0,-0.5,-5,.455,.496,,Free Agency
80,Octavio Dotel\doteloc01,34,CHW,67.0,72,0,34,4.57,4.93,-0.15,-0.37,105.2,4.96,2,0.2,1.41,-0.2,0.7,10,.503,.501,$5000000,Free Agency
81,Scott Downs*\downssc01,32,TOR,70.2,66,0,15,1.91,4.88,0.24,-0.36,98.2,4.20,17,1.7,1.58,0.3,2.8,26,.526,.511,$2250000,Free Agency
82,Justin Duchscherer\duchsju01,30,OAK,141.2,22,22,45,2.86,4.82,0.26,0.18,94.7,4.50,23,2.5,,-0.1,3.9,41,.615,.516,$1200000,Traded
83,Brandon Duckworth\duckwbr01,32,KCR,38.0,7,7,20,4.74,5.01,-0.46,0.19,97.1,5.49,3,0.3,,0.0,0.6,7,.537,.502,,Purchased
84,Scott Elarton\elartsc01,32,CLE,15.1,8,0,7,4.11,4.76,0.14,-0.35,100.8,4.30,0,0.0,.49,0.0,0.1,2,.501,.500,,Free Agency
85,Alan Embree*\embreal01,38,OAK,61.2,70,0,36,5.25,4.97,0.26,-0.37,94.0,4.08,-9,-0.9,1.34,-0.3,-0.6,-1,.487,.494,$3107126,Free Agency
86,Dana Eveland*\evelada01,24,OAK,168.0,29,29,82,4.39,4.76,0.28,0.18,94.2,4.39,-3,-0.3,,-0.1,1.3,18,.490,.498,$395000,Traded
87,Kyle Farnsworth\farnsky01,32,2TM,60.1,61,0,32,4.77,4.87,-0.25,-0.36,101.4,4.83,-1,-0.1,1.22,-0.3,0.3,7,.499,.501,$5916666,Traded
88,Ryan Feierabend*\feierry01,22,SEA,39.2,8,8,34,7.71,4.94,0.11,0.19,96.8,4.86,-13,-1.2,,0.0,-0.8,-8,.354,.493,,Amateur Draft
89,Scott Feldman\feldmsc01,25,TEX,151.1,28,25,103,6.13,4.69,-0.28,0.17,101.5,5.21,-18,-1.7,.24,-0.1,-0.3,1,.438,.489,,Amateur Draft
90,Gavin Floyd\floydga01,25,CHW,206.1,33,33,107,4.67,4.82,-0.20,0.18,104.7,5.45,14,1.5,,-0.1,3.5,40,.545,.509,$400000,Traded
91,Casey Fossum*\fossuca01,30,DET,41.1,31,0,26,5.66,5.05,-0.34,-0.38,100.1,5.02,-4,-0.4,1.01,-0.1,-0.1,2,.488,.498,,Free Agency
92,Keith Foulke\foulkke01,35,OAK,31.0,31,0,14,4.06,4.85,0.27,-0.36,93.6,3.94,-1,-0.1,1.07,-0.1,0.1,3,.497,.499,$700000,Free Agency
93,Frank Francisco\francfr01,28,TEX,63.1,58,0,24,3.41,4.70,-0.20,-0.35,101.4,4.62,7,0.7,1.53,0.0,1.4,15,.513,.505,,Traded
94,Jason Frasor\frasoja01,30,TOR,47.1,49,0,23,4.37,4.92,0.23,-0.37,97.5,4.21,-2,-0.2,.86,-0.1,0.2,4,.497,.499,$1125000,Traded
95,Kazuo Fukumori\fukumka01,31,TEX,4.0,4,0,9,20.25,4.88,-0.43,-0.36,102.1,5.04,-7,-0.6,.37,0.2,-0.4,-6,.351,.496,$1400000,Free Agency
96,Jeff Fulchino\fulchje01,28,KCR,14.0,12,0,15,9.64,4.80,-0.51,-0.24,100.7,5.10,-7,-0.7,.37,0.1,-0.4,-6,.442,.496,,Free Agency
97,Kason Gabbard*\gabbaka01,26,TEX,56.0,12,12,36,5.79,4.68,-0.28,0.16,100.6,5.15,-5,-0.5,,0.0,0.1,2,.460,.497,$396390,Traded
98,Armando Galarraga\galarar01,26,DET,178.2,30,28,83,4.18,4.86,-0.33,0.18,100.8,5.41,21,2.2,1.53,-0.1,4.0,44,.575,.514,,Traded
99,Sean Gallagher\gallase01,22,OAK,56.2,11,11,42,6.67,4.76,0.27,0.18,91.9,4.30,-16,-1.4,,0.0,-0.9,-9,.371,.491,,Traded
100,Freddy Garcia\garcifr03,31,DET,15.0,3,3,8,4.80,4.95,-0.30,0.19,106.0,5.76,1,0.1,,0.0,0.3,3,.546,.501,,Free Agency
101,Jon Garland\garlajo01,28,LAA,196.2,32,32,116,5.31,4.76,0.06,0.18,101.7,4.96,-11,-1.1,,-0.1,0.8,14,.466,.493,$12000000,Traded
102,Matt Garza\garzama01,24,TBR,184.2,30,30,83,4.05,4.87,0.15,0.19,100.9,4.95,15,1.6,,-0.1,3.4,39,.553,.510,$404600,Traded
103,Chad Gaudin\gaudich01,25,OAK,62.2,26,6,29,4.16,4.93,0.28,-0.05,94.7,4.36,0,0.0,.75,-0.1,0.6,8,.501,.500,$1775000,Traded
104,Franklyn German\germafr01,28,TEX,21.2,17,0,5,2.08,4.77,-0.25,-0.35,99.4,4.63,6,0.6,1.16,0.0,0.8,9,.535,.504,$390000,Free Agency
105,Dan Giese\gieseda01,31,NYY,43.1,20,3,22,4.57,4.84,-0.26,-0.15,102.5,5.07,2,0.2,.44,-0.1,0.5,7,.508,.501,,Free Agency
106,Matt Ginter\gintema01,30,CLE,21.0,4,4,12,5.14,4.98,0.17,0.19,96.1,4.81,-1,-0.1,,0.0,0.1,2,.472,.499,,Free Agency
107,Gary Glover\glovega01,31,2TM,54.1,47,0,33,5.47,4.86,-0.03,-0.36,102.2,4.63,-6,-0.6,.95,-0.1,-0.1,1,.487,.498,$1075000,Free Agency
108,Jimmy Gobble*\gobblji01,26,KCR,31.2,39,0,31,8.81,5.10,-0.47,-0.38,99.6,5.17,-13,-1.3,.75,0.1,-0.9,-9,.466,.492,$1312500,Amateur Draft
109,Gio Gonzalez*\gonzagi01,22,OAK,34.0,10,7,34,9.00,4.66,0.26,0.09,94.8,4.25,-19,-1.6,.15,0.1,-1.2,-14,.340,.490,,Traded
110,Brian Gordon\gordobr01,29,TEX,4.0,3,0,1,2.25,4.85,-0.31,-0.36,104.0,4.98,1,0.1,.14,-0.1,0.1,2,.540,.501,,Free Agency
111,Jeff Gray\grayje02,26,OAK,4.2,5,0,4,7.71,5.33,0.34,-0.40,95.3,4.38,-2,-0.2,.06,0.1,-0.1,-1,.465,.499,,Amateur Draft
112,Sean Green\greense01,29,SEA,79.0,72,0,47,5.35,4.92,0.10,-0.37,96.7,4.31,-11,-1.1,1.32,-0.4,-0.6,-1,.485,.494,$405000,Traded
113,Zack Greinke\greinza01,24,KCR,202.1,32,32,87,3.87,4.83,-0.42,0.18,99.3,5.40,31,3.3,,-0.1,5.3,56,.604,.521,$1400000,Amateur Draft
114,Jason Grilli\grillja01,31,DET,13.2,9,0,5,3.29,5.00,-0.32,-0.37,103.6,5.13,3,0.3,.80,-0.1,0.3,4,.529,.502,$420000,Free Agency
115,Eddie Guardado*\guarded01,37,2TM,56.1,64,0,26,4.15,4.76,-0.24,-0.35,101.2,4.70,2,0.3,1.30,-0.1,0.8,10,.504,.503,$2000000,Traded
116,Matt Guerrier\guerrma02,29,MIN,76.1,76,0,47,5.54,4.87,-0.18,-0.36,95.8,4.50,-10,-1.0,1.37,-0.4,-0.6,-1,.487,.494,$950000,Waivers
117,Jeremy Guthrie\guthrje01,29,BAL,190.2,30,30,82,3.87,4.75,-0.01,0.18,102.0,5.04,22,2.3,,-0.1,4.1,46,.576,.514,$770000,Waivers
118,Roy Halladay\hallaro01,31,TOR,246.0,34,33,88,3.22,4.84,0.25,0.18,98.2,4.69,36,3.9,2.57,-0.2,6.2,67,.614,.524,$10000000,Amateur Draft
119,Jason Hammel\hammeja01,25,TBR,78.1,40,5,45,5.17,4.87,0.16,-0.17,100.5,4.56,-7,-0.7,.71,-0.1,0.1,3,.483,.496,$396300,Amateur Draft--no sign
120,Devern Hansack\hansade01,30,BOS,6.2,4,0,5,6.75,4.69,0.13,-0.35,110.8,4.67,-2,-0.2,.77,0.0,-0.1,-1,.460,.499,,Free Agency
121,Craig Hansen\hansecr01,24,BOS,30.2,32,0,23,6.75,4.87,0.14,-0.36,106.6,4.66,-8,-0.8,1.25,-0.2,-0.6,-4,.476,.495,,Amateur Draft
122,Rich Harden\harderi01,26,OAK,77.0,13,13,21,2.45,4.87,0.21,0.19,93.4,4.52,16,1.8,,-0.1,2.5,26,.638,.511,$4750000,Amateur Draft
123,Matt Harrison*\harrima01,22,TEX,83.2,15,15,57,6.13,4.62,-0.29,0.18,100.2,5.09,-11,-1.1,,-0.1,-0.3,-1,.430,.493,,Traded
124,LaTroy Hawkins\hawkila01,35,NYY,41.0,33,0,26,5.71,4.83,-0.25,-0.36,101.7,4.80,-5,-0.5,.47,0.0,0.0,0,.485,.497,$3750000,Free Agency
125,Felix Hernandez\hernafe02,22,SEA,200.2,31,31,85,3.81,4.91,0.09,0.19,97.1,4.86,20,2.1,,-0.1,4.0,45,.568,.513,$540000,Amateur Free Agent
126,Fernando Hernandez\hernafe03,23,OAK,3.0,3,0,6,18.00,5.49,0.32,-0.41,94.0,4.48,-5,-0.4,.41,0.1,-0.3,-4,.365,.498,$390000,Rule 5 Draft
127,Livan Hernandez\hernali01,33,MIN,139.2,23,23,93,5.99,4.82,-0.22,0.18,96.5,5.04,-17,-1.6,,-0.1,-0.3,0,.429,.490,$5000000,Free Agency
128,Roberto Hernandez\carmofa01,27,CLE,120.2,22,22,80,5.97,4.79,0.16,0.18,97.6,4.69,-19,-1.8,,-0.1,-0.7,-4,.418,.489,$457800,Amateur Free Agent
129,Luke Hochevar\hochelu01,24,KCR,129.0,22,22,84,5.86,4.77,-0.48,0.18,100.3,5.45,-8,-0.8,,-0.1,0.4,8,.464,.495,$1200000,Amateur Draft
130,J.P. Howell*\howeljp01,25,TBR,89.1,64,0,29,2.92,4.89,0.12,-0.36,101.3,4.47,14,1.4,1.38,0.0,2.4,25,.522,.509,$397400,Traded
131,Phil Hughes\hugheph01,22,NYY,34.0,8,8,26,6.88,4.75,-0.27,0.18,101.6,5.28,-7,-0.6,,0.0,-0.3,-2,.422,.496,$406350,Amateur Draft
132,Philip Humber\humbeph01,25,MIN,11.2,5,0,6,4.63,4.68,-0.18,-0.11,99.5,4.73,0,0.0,.23,0.0,0.1,1,.499,.500,,Traded
133,Tommy Hunter\hunteto02,21,TEX,11.0,3,3,20,16.36,4.73,-0.36,0.18,105.8,5.57,-13,-0.9,,0.0,-0.8,-12,.196,.494,,Amateur Draft
134,Eric Hurley\hurleer01,22,TEX,24.2,5,5,15,5.47,4.73,-0.28,0.14,98.9,5.09,-1,-0.1,,0.0,0.1,2,.471,.499,,Amateur Draft
135,Kei Igawa*\igawake01,28,NYY,4.0,2,1,6,13.50,5.02,-0.47,0.05,102.7,5.68,-4,-0.3,.01,0.0,-0.2,-3,.346,.498,$4000000,Purchased
136,Edwin Jackson\jacksed01,24,TBR,183.1,32,31,91,4.47,4.79,0.15,0.17,102.1,4.91,6,0.6,1.95,-0.1,2.3,29,.519,.504,$412700,Traded
137,Zach Jackson*\jacksza01,25,CLE,54.2,9,9,36,5.93,4.75,0.17,0.18,100.5,4.79,-8,-0.7,,0.0,-0.2,-1,.418,.495,,Traded
138,Bobby Jenks\jenksbo01,27,CHW,61.2,57,0,18,2.63,4.87,-0.19,-0.36,105.4,4.95,15,1.5,1.63,0.3,2.5,23,.527,.509,$550000,Waivers
139,Jason Jennings\jennija01,29,TEX,27.1,6,6,27,8.89,4.75,-0.31,0.14,103.7,5.40,-11,-1.0,,0.0,-0.7,-8,.341,.494,$4000000,Free Agency
140,Kevin Jepsen\jepseke01,23,LAA,8.1,9,0,5,5.40,4.81,0.05,-0.36,99.8,4.39,-1,-0.1,1.55,-0.1,-0.1,0,.488,.499,,Amateur Draft
141,Cesar Jimenez*\jimence01,23,SEA,34.1,31,2,13,3.41,4.93,0.09,-0.26,95.0,4.35,3,0.3,1.31,0.0,0.6,7,.510,.502,,Amateur Free Agent
142,Jim Johnson\johnsji04,25,BAL,68.2,54,0,18,2.36,4.80,-0.01,-0.36,102.2,4.56,16,1.6,1.23,0.0,2.3,24,.530,.510,,Amateur Draft
143,Todd Jones\jonesto02,40,DET,41.2,45,0,30,6.48,4.78,-0.40,-0.36,101.5,4.90,-8,-0.8,1.18,-0.2,-0.6,-3,.482,.495,$7000000,Free Agency
144,Jorge Julio\juliojo01,29,CLE,17.2,15,0,11,5.60,4.79,0.14,-0.36,96.7,4.15,-3,-0.3,.55,0.0,-0.1,-1,.479,.498,$1000000,Free Agency
145,Scott Kazmir*\kazmisc01,24,TBR,152.1,27,27,61,3.60,4.94,0.12,0.19,101.6,5.08,22,2.4,,-0.1,3.8,42,.588,.515,$3785000,Traded
146,Ian Kennedy\kenneia01,23,NYY,39.2,10,9,37,8.39,4.83,-0.28,0.12,101.3,5.29,-14,-1.3,.52,0.0,-0.9,-9,.371,.492,$394275,Amateur Draft
